EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
kida grafeno;jama teadma;mikrofon kuulma;vabandama seitse;aeg number;põhimõte televisioon;televisioon ideoloogiline;rääkima tekst;kasutama vaba
jälle natukene;klaver kuidagipidi;ehitama telekeskus;aristokraat kida;Null null;tähelepanu õhtu;ideoloogiline asutus;Tallinn televisioonistuudio;mõtlema sügavalt
ühiskondlik-poliitiline pilt;ümberpaigutamine töö;mainima inimene;Tin seitsmes;ulatus number;kodu vestleja;õhtu seltsimees;televisioon ideoloogiline;võtma esimene
tartlikum leitud;linn tulemine;toru kuskile;Ko asi;Möldert number;homme saatma;televahendama tubli;paus televahendama;no võistlus
muusika odav;ministeerium kavalasti;põhimõte televisioon;vahetama Stop;toimetus noorem;daam härras;homme saatma;spordisaade toimetaja;Kultuuriministeerium juhtuma
jääma loosung;vaatama salv;aparaat võtma;DC ilus;10 null;Alo kauge;jälle poliitiline;stuudio valmis;võimalik tund
torr stuudio;pühapäevakool supiköök;plaan kasvatama;graaf Anakond;null tervist;soovima otsustaja;arutama ühiskondlik-poliitiline;vahetama Stop;teadma jätkuma
seitsmes Viking;sündima eranii;vaatama nädal;no võistlus;number oot-oot;koosolek täpselt;huvitama uus;seitse filmiruum;käsi natuke
kõvemini kõvemini;raskem nõmm;arutama ühiskondlik-poliitiline;edukalt kujundama;operaator kasvatama;aeg istuma;ehitama telekeskus;vaja mees;tõmbama sugu
koht sagedamini;Valmis veps;uus rubriik;Himbek lõpuks;null null;paluma paluma;paar küsimus;kuulma kuulma;buss buss
tänane saatekava;kahju võimalik;esimene laastav;pühapäevakool supiköök;originaal originaal;vallutama vanem;asutus pühapäevakool;ehitama telekeskus;tekst rääkima
keel nimelt;võtmemüüjanna juurviljamüüja;mängija mängima;kuradi lugu;vä operaator;tekkima idee;Tallinn televisioonistuudio;30 hääl;kabinet direktor
võimalik tund;käima puhveti;vabandust unustama;mängija mängima;null algama;näitsik hool;algama kultuurikomisjon;kromolov mõtlema;ühiskondlik-poliitiline pilt
ükskord rahvas;esineja sissepark;tähelepanu tähelepanu;mustalt nõue;mainima inimene;algama saadetud;inspiratsioon esimene;uus lehekülg;võtma laps
foto ütlema;telekeskus direktor;rääkima isa;hetk ulatus;number kaks;ütlema aparaat;30 hääl;saadetud tulenev;vahetama Stop
vutipere no;ülesõit puudma;asutus pühapäevakool;ümberpaigutamine ots;inspiratsioon esimene;paar küsimus;idee panema;asetäitja hästi;kahju võimalik
puhveti tervist;arutama ühiskondlik-poliitiline;kaader asi;armalluristama piipu;vast andma;leidma ühiskondlik;tulenev võistlus;raadio välissaade;töö kell
teadvustus teadma;väli naine;raudtee ülesõit;režissöör leidma;andma päästma;järjekord viis;ministeerium kavalasti;Oi-oi kasvataja;häda buss
ratas ilmaelu;number kell;dramaatiline saade;televisioonistuudio määr;uus koht;jälle poliitiline;ergutavalt assistent;kodu vestleja;11 Null
paluma põletatud;uks ainuke;istuma tavaliselt;huvitama uus;erutav toiming;ministeerium ütlema;osa arusaamatus;üheaegselt üheaegselt;koosolek täpselt
leidma ühiskondlik;töö inimene;vend raadio;võtma koht;odav taala;hea ülevaade;otsustaja viibima;vaatama nädal;talu valgus
vahesein ehitama;Tallinn televisioonistuudio;lõpp tekkima;inimene laut;sugu odavam;kabinet direktor;kodu vestleja;istuma tavaliselt;võtma iseasi
direktor kabinet;korrus vahekoridor;kunstimuuseum vaja;no las;koosolek asi;ideoloogiline asutus;hääl jääma;Himbeku ootama;nägema oktoober
Null null;aristokraat kida;saabuv pildimaterjal;tervist tervis;vanem vend;nägema aristokraat;noor näitsik;täitsa võimalik;Oi-oi kasvataja
tavaliselt muusikasaade;kahjuks aeg;muusikasaade toimetus;toimetaja Tin;meri vast;valmis klaas;rahvas täis;tüdruk sebima;direktor kabinet
tähelepanu õhtu;astro siinne;tegevus aeg;kord teadvustus;aeg seitse;mõtlema mööbel;kollektiiv korraga;otsima Velissar;raam tõmbama
keerama torr;pale edama;vä operaator;abinöör talu;kodu vestleja;no võistlus;režissöör korraga;Alo kauge;kõvemini Oi-oi
nägema oktoober;raam tõmbama;esineja sissepark;tuba lausa;unustama vabandama;algama kultuurikomisjon;istuma tavaliselt;paar küsimus;kell 11
naine naine;asufotograaf leidma;panema likk;vara film;toime paluma;iseasi mutt;stuudio juhtkond;minut saabuv;tore lehekülg
las värv;aeg kunstimuuseum;otsustaja viibima;torr stuudio;tegemine autahvel;rääkima isa;koosolek täpselt;Raudsep hommik;toimetaja direktor
needma Soome;esinema tekst;tahtma mõõduriist;200 kilogrammiline;astro siinne;põletatud aru;nimelt soovima;koosviibimine toimuma;number konn
järjekord viis;armalluristama piipu;segama huvitama;panema film;buss buss;uus koht;võtma iseasi;paluma võrduma;Tallinn Tallinn
tähelepanu tähelepanu;filmilõik vutipere;võistlus fotograaf;laulma no;ämm haigla;lähemale vaatama;raadio järjekordselt;käsikiri koostama;selge põld
film tiiter;Stop stop;hool kirjutama;Kalev tahtma;dokk paluma;rubriik põhimõte;filmiruum põrgus;kaks seltsimees;stuudio valmis
hetk ulatus;film märkima;ulatus number;puudma O;toimetus vabandust;rääkima alkohol;tahtma mõõduriist;kähku kähku;igavene häda
korralik pilt;AC DC;mustproov no;kell 10;inimene harjuma;kell 11;piir toimetaja;plaan esimene;uus ruum
fuajee haruldaselt;tõmbama sugu;mõjuv rünnak;hilinema Urve;nurk laud;välissaade toimetus;aristokraat kida;piir toimetaja;kasutama mõtlema
liin esinema;null null;sügavalt nägema;direktor asetäitja;asi arutama;kord kord;ütlema lõpp;kolm raam;seitse Saarma
film käima;laastav plaan;kell 11;Martin kuju;stop stop;koht sagedamini;võtma arvatavasti;tooma mai;juhtuma oktoober
näiteks laskma;saba selg;homme saatma;foto tähtaeg;pale edama;talu valgus;viis inimene;Kädi Eel;segama huvitama
buss hilinema;autor naine;mööbel tuletama;jääma tramm;vahetama Stop;kasvataja arvugaader;plaan kasvatama;režissöör assistent;sissepark stuudio
lillas Nõmberg;käterätt pesema;natuke käsikiri;muutma tänane;tekst mikrofon;inimene harjuma;nägema kuus;tekkima idee;oot-oot poolne
oot-oot poolne;kähku kägu;ideoloogiline asutus;toimetus stuudio;foto foto;käsi natuke;muusika inspiratsioon;suur bla;vahetama repro
tähtaeg pilt;mainima inimene;võimatu toimetus;seep käterätt;jutt graaf;mustalt nõue;ratas ilmaelu;poolmuidu film;töö tüdruk
tohtima küsima;poolne esimene;nina läikima;paar küsimus;tekkima idee;saavutus tikaaet;Raudsep hommik;kuus inimene;läbiviija osa
natukene hiljaks;foorikas ütlema;buss buss;teadma film;no proov;kodanik rahunema;jutustama jutlustaja;otseselt Kalev;laps ratas
lugu kaks;kaks seltsimees;kromolov mõtlema;stop esimene;aeg algama;inimene ootama;kuulma nali;hetk ulatus;vaatama täitsa
kollektor meri;kabinet direktor;juhatama keel;istuma tavaliselt;andma la;vaja kolm;ainuke päev;taala mängija;käima panema
käsi vabandama;ülevaade kaab;saade seep;Himbeku ootama;kida grafeno;naine esimene;rääkima isa;mustalt nõue;kunstimuuseum vaja
ümberpaigutamine töö;homme saatma;lahendus saatja;vä operaator;vaba hetk;tõmbama sugu;töö kell;ootama järjekord;asuma rääkima
