EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
fort oluline rostock;andma vaimulik ülikool;toomkapiitel liige piiskop;kolmest-neli ülikool käima;juhtiv juhtiv persoon;amet panema toomhärd;ametikoht paavsti ametikoht;piiskopkond juhtimine toomhärra;toomhärra 1304 aasta
süsteem tinglikult õppejõud;piiskopkond vaimulik jõudma;piiskop osa otsus;lihtsalt ülikool veetma;mat rikulema matrikkel;toomhärra toomkapiitel liige;saadasculastik ametikoht paavsti;toomhärra eesti lugu;toomhärra aasta 1224
oxford pariis polonia;toomkapiitel arengufaas nimelt;otsustav piiskopkond territoriaalne;keskaegne institutsioon kujunema;võtma hilisem formuleering;kapiitel liige olemasolev;oluline keskpunkt piiskop;toomhärra toomhärra toomkapiitel;rääkima jõudma kindlasti
täitma formular lühend;piiskopkond juhtimine toomhärra;valitsemine piiskopikõrvalosa otsus;70 toomhärra arvestama;toomhärra dokument suutma;varem kapiitel liige;paavsti kuuria ametikoht;piiskopkond rajama toomkirik;kirik toimima bürokraatlikult
rostock laine ülikool;piiskopkond sealne toomkapiitel;toomhärra toomkapiitel liige;käima kolmest-neli ülikool;võimalus amet kodu;vaatama eesti näide;piiskopkond juhtimine toomhärra;eesti lugu toomkapiitel;kirikukogu 12 13
liigne lutvus horus;kirikukogu aeg keskaeg;võimuüksus valitsemine piiskopikõrvalosa;ütlema hilisem algatus;andma tegelikult märk;järg korrastikaansculassik korporatsioon;keskus piiskop teatud;toomkapiitel liige piiskop;1304 aasta polonia
prahva polonia vähem;tartu piiskopkond näiteks;kirikukeskus euroopa võib-olla;15 päev tähendama;valge keep kandmine;nimekiri kloostrielanik kanti;võimuüksus valitsemine piiskopikõrvalosa;toomkapiitel liige toom;70 toomhärra arvestama
moskva pihkva kanovorad;piirkond valitsemine miss;piiskop kogudus toomkapiitel;maailm filosoofiamagister tihti;andmed ütlema protsent;staatus institutsioon tollane;toomkapiitel tartu piiskopkond;tartu piiskopkond näide;osa ajalugu 295
süsteem õppejõupõhine süsteem;sealne toomkapiitel koosseis;piiskopikõrvalosa otsus konsensus;tegelikult 14 sajand;rootulus root alus;nimetama nimekiri kloostrielanik;piiskopkond sealne toomkapiitel;toomhärra tartu teisisõnu;suurem võib-olla jõukam
tippvõim jõuline surve;piiskopkond näide enamus;tollane kirikuelukorraldus toomhärra;noolima lääne-euroopa kuulsam;võtma kasutus termin;sealne kuuria ametnik;paavsti ametikoht pragu;toomhärr piisama toomkooliharidus;koonduma põhja-euroopa tartu
