keyphrase;score
;1.0
key;0.8638
defineerima;0.8416
mana;0.8364
air;0.8351
andmed;0.8336
test;0.831
meetod;0.8291
land;0.8279
mass;0.8275
maybe;0.8221
fenomen;0.8216
persona;0.8208
mail;0.8197
geen;0.8188
persoon;0.8178
vorm;0.8169
vastavalt;0.8165
dress;0.8161
ground;0.8154
teks;0.8141
fakt;0.8137
alternatiiv;0.8135
idee;0.8133
ic;0.8131
kontekst;0.8126
is;0.8102
rail;0.8096
seoses;0.8096
prive's;0.8095
ajuti;0.8089
näiteks;0.8079
arvuti;0.8074
asi;0.8073
raames;0.807
kindel;0.8066
reegel;0.8066
sadama;0.8059
detailselt;0.8055
protest;0.8053
ase;0.8052
sait;0.8046
paus;0.8046
staatus;0.8034
autentne;0.803
inimene;0.803
maine;0.8028
new;0.8025
taas;0.8022
mainima;0.8007
jess;0.8005
ankeet;0.8001
reiv;0.7997
faktor;0.7995
meel;0.7993
usa-s-i;0.7989
plakat;0.7989
alge;0.7987
taust;0.7987
reimo;0.7987
mitmeti;0.7986
aus;0.7984
enamus;0.7984
avatum;0.7981
minek;0.798
nimetama;0.798
raunt;0.7979
importima;0.7979
segunema;0.7978
ok;0.7976
verstapost;0.7976
meenutama;0.7976
suhteliselt;0.7973
problemaatilisem;0.7971
avatud;0.7971
eristus;0.797
uuem;0.7969
intellektuaal;0.7968
uus;0.7966
tollal;0.7965
aktsepteeritavam;0.7963
esimene;0.7963
toimima;0.7962
ret;0.7961
ecstasy;0.7961
kaks;0.796
napp;0.7959
negatiivne;0.7956
tooma;0.7951
mutant;0.7947
talleg;0.7947
noor;0.7947
tantsima;0.7946
-te;0.7945
nimi;0.7945
rühm;0.7942
perioritiseering;0.794
aura;0.7937
tablett;0.7934
ulatuv;0.7933
üldisem;0.7931
ametlikem;0.7928
suhtuma;0.7919
reklaam;0.7919
kommentaar;0.7918
armsalt;0.7917
magamine;0.7914
kommertslikult;0.7914
no;0.7911
aeg;0.7909
info;0.7908
vaja;0.7908
uimas;0.7908
detroit;0.7906
võib-olla;0.7903
pits;0.7901
tallinn;0.7901
probleemne;0.79
sündmus;0.7897
laiem;0.7885
aivar;0.7884
illegaalne;0.7881
panema;0.7879
ööbik;0.7879
garantii;0.7878
nahvas;0.7873
silm;0.7872
ammu;0.787
parallee;0.7866
eesti;0.7864
streit;0.786
saade;0.7858
sealne;0.7854
reti;0.7853
siga;0.7851
kassett;0.7844
hetk;0.7842
toonud;0.7841
imago;0.7838
tarb;0.7835
maha;0.7833
ookean;0.783
antegravda;0.7829
toi;0.7828
tasu;0.7823
iidne;0.7821
metropol;0.7819
valdav;0.7816
homogeenselt;0.7815
aire;0.7815
ajal;0.7814
dist;0.7813
proovima;0.7805
kodulinn;0.7804
huvi;0.7804
kraftwerk;0.7803
osa;0.7799
hollywood;0.7797
kara;0.7795
hea;0.7791
beller;0.7786
subkultuur;0.7785
astuma;0.7774
nojah;0.7773
seadma;0.7761
second;0.7757
ind;0.775
meister;0.7748
tihti;0.7748
lubi;0.7747
fänn;0.7744
äkki;0.7743
paradii;0.7734
tuur;0.7733
sotsioloog;0.7733
rada;0.7732
üha;0.773
vä;0.7727
meloodiline;0.7721
flaier;0.7711
natuke;0.7711
britannia;0.7704
vallutama;0.7701
jaroslav;0.7689
disco;0.7679
taarne;0.7677
andagranu;0.7666
nohik;0.7654
1000;0.7645
algne;0.7638
15;0.7636
1988;0.7635
vorhaus;0.7624
housse;0.7591
siduma;0.7581
ajaloolind;0.7564
niikuinii;0.755
klubi;0.753
maja;0.7484
underground;0.7453
