keyphrase;score
;1.0
loss;0.8466
prints;0.8408
standard;0.8373
know;0.8335
meeter;0.829
roll;0.8261
kompleks;0.8243
istung;0.8235
tipp;0.8232
edward;0.8214
sway;0.821
legend;0.8193
andma;0.8185
torm;0.8165
vastavalt;0.8165
regent;0.8162
kindlus;0.8157
island;0.8144
punkt;0.8138
ic;0.8131
igave;0.8122
kell;0.812
zweik;0.812
abbey;0.8118
muster;0.8106
anna;0.8096
unustama;0.8094
tore;0.8092
võimalik;0.8089
asi;0.8073
vajadus;0.807
vare;0.8068
sein;0.8064
iseseisev;0.8059
kodune;0.8056
bob;0.8053
ase;0.8052
habe;0.8047
paraad;0.8033
-st;0.8032
teade;0.8032
kama;0.803
inimene;0.803
bastion;0.8028
eepos;0.8024
taas;0.8022
graaf;0.8021
valvel;0.802
assamblee;0.8013
innofern;0.8009
tali;0.8001
vanem;0.7998
aare;0.7996
kurb;0.799
powell;0.7988
verk;0.7988
howl;0.7987
kindlasti;0.7987
onu;0.7986
tingimus;0.7986
seisma;0.7982
nimetama;0.798
asuv;0.798
vanne;0.7979
alle;0.7971
nor;0.7971
paindumatu;0.7971
kilo;0.7969
uus;0.7966
istuma;0.7966
william;0.7964
võim;0.7962
kuulutatud;0.7962
kaks;0.796
hall;0.796
toimuma;0.7956
rajamine;0.7955
ideaalne;0.7955
hind;0.7952
kenneth;0.7951
maar;0.7946
alus;0.794
shetland;0.7934
usklema;0.7933
proov;0.7933
kingitus;0.7932
oletus;0.7923
usaldatavam;0.7922
relv;0.792
usi;0.7917
no;0.7911
sise;0.7911
aeg;0.7909
lause;0.7905
teooria;0.7901
ilm;0.7899
inglise;0.7898
sündmus;0.7897
mon;0.7896
le;0.7896
rajama;0.7896
ekstsentriline;0.789
hulk;0.7889
torupill;0.7888
annus;0.7888
roomlane;0.7888
lain;0.7887
parlament;0.7883
gilt;0.7872
hampton;0.787
ammune;0.787
toetaja;0.7869
victoria;0.7867
roomama;0.7866
tele;0.7866
manime;0.7865
smeeg;0.7863
lossiplats;0.7859
saade;0.7858
1093;0.7858
uhkem;0.7856
talv;0.7848
vahetult;0.784
suurim;0.7838
anglosaks;0.7834
senine;0.7832
monarh;0.7831
ebamugav;0.7831
ametlikult;0.7828
hästi;0.7823
seine;0.7822
kroon;0.7821
normann;0.7816
brokaat;0.7816
künk;0.7815
viies;0.7814
kamber;0.7812
osa;0.7799
territoorium;0.7796
asetama;0.7791
chams;0.7787
ehitama;0.7786
ajalugu;0.7784
kolmas;0.7779
westminster;0.7779
klooster;0.7778
henry;0.7777
pierre;0.777
annuma;0.777
farmlain;0.7765
vanane;0.7765
geoloog;0.7763
seadma;0.7761
sheimskuu;0.776
taanly;0.7744
arhitektuur;0.7744
kolmekorruseline;0.7735
üha;0.773
1633;0.772
robert;0.7717
maur;0.7716
elegants;0.7714
isand;0.7712
pank;0.7711
restoran;0.7709
orkester;0.7704
rannik;0.7704
pulm;0.7701
õnn;0.7699
847;0.7696
balkan;0.7693
linn;0.7691
10000;0.769
1887;0.7687
medal;0.7682
charles;0.7679
1296;0.7674
kutsuma;0.7671
aha;0.7669
alumine;0.7649
30;0.7647
söandama;0.7645
protestant;0.7641
garnison;0.7639
rannikulinn;0.7621
152;0.7617
himur;0.7616
anni;0.7613
algus;0.7609
1386;0.7597
700;0.7585
siduma;0.7581
lass;0.758
1996;0.7564
konservatiivne;0.7514
sõjaväemuuseum;0.7499
kahuripauk;0.7495
maja;0.7484
november;0.7372
