EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
Feldman Feldmanis;psühhiaater Tartus;käisime talvevaheajal;Feldmanis samamoodi;eine istuti;Tallinna sõbranna;tähega avangardist;Peeter Tulviste;kirjanike võib-olla
Claude Lewis;psühhoteraapiat kadus;eri aastatel;mustvalge tegelikult;noorem noorem;käisid Tallinnas;lavastaja pedagoog;Peeter räägib;võib-olla olulisem
Špyyloli mäng;tartus ajal;koolipoistelt õppisime;väljendada tegelase;selge tekst;Tallinnas lavastanud;tamine dramaturgi;Ingo rääkis;möödas 30
Anatoli Jefros;näitab vaimsust;koolis õppides;Unt sõitis;vastama satun;Eestit Tulen;teema fantaasia;Peeter rääkis;jõudis 36
Evald Hermaküla;Halletsuslik lugu;Ja koolis;koolivaheaegadel samamoodi;loosung marks;eesti kirjanduses;kubismist avangardist;Kõnelesid Ingo;rääkisin Moskvas
väikene vitriin;nõu psühholoogia;aastal kooli;Mängisid Untšernofi;nimi kompleksne;Tallinna puisteks;Käsitleti inimest;Tartu vaimuelus;võib-olla asjas
Hermaküla Tooming;tähtsam vaimsus;koolivaheajal käisime;esines antileenindlike;On asi;eesti kirjanik;kõne dramaturgi;Tulviste Ingo;15 veebruaril
üliõpilaspõlve romantika;Gorbatšovi-aegne kirjandus;talvevaheajal viimase;sõita Kitisesse;kontroll sõna;Eesti vaimuelu;tutvusime andis;Tallinna koolipoistelt;Ja mõtlesin
spiil Hermaküla;olemust otsese;koolivaheaegadel samamoodi;salvestatud Koole;funktsiooni CV'ga;Tallinna koolipoistelt;dramaturgina tollal;Vaino Vahing;raamatukogus võib-olla
mõneti mõistetav;Ja võib-olla;talvevaheajal Tallinna;Seda kogetakse;võrreldav funktsiooni;eesti kirjandus;Vanemuisel dramaturgina;kuskilt majakovskist;võib-olla võtnud
öeldud Õppejõud;Ja elu;aastatel samamoodi;mehest kuidagimoodi;aru dokument;eesti kirjandusse;teemal fantaasia;Eestist vaimuelust;armastatakse üldse
üliõpilaspõlve nali;Hermaküla Tooming;alguses rääkisime;setupoiss tegelikult;kummaline asi;loomingut Tere;aru dramaturg;täpselt Ingo;valmis See
marksismi psühhoanalüüs;koosviibimishetki Loomisrõõm;Ja lõpuks;samamoodi mehhaaniline;vastab eri;näidendis Ka;väljendab tegelaste;Evald Hermaküla;juhtunud kahjulik
näidend trükitud;Hütsi identiteet;rollis õhtul;mõtlesin taksojuht;vahingul kodul;tutvusime andis;avangardist kuskilt;Ingo ütles;sünnipäev 15
taltiklikeseme mõte;See psühhiaater;lapsepõlves olulist;väljendab tegelaste;arvutada maksis;Meie Tepandiga;rääkida kujutada;Tartu sadamateatris;korda üldse
Jefros õpetaja;sisu tähtis;käisid Tallinnas;sõitnud Taksojuht;Et aus;vajakas eesti;räägib Saavutasin;Ja loomingust;teostesse huvitav
keskne mõiste;aastat mäleta;erinevad aspektid;ootamatusi näitas;seoses meelde;eesti keeles;etendused rääkis;tegelikult näidendis;kirjanikud tea
puna-valge üldse;Siis tänapäeva;ajal muuseumis;Teisest raskes;identiteeditekst tekst;arva Tallinna;huvitav näidend;Tulen teatrist;30 aasta
Pegasuse ütles;asjad esmaabi;identiteedi erinevad;tänapäevas vaja;kodus toimunut;kirjandusse eesti;tegelaste olemust;Tartust Tallinna;armastada keeruline
Kaalep ütles;Tulviste Ingo;koolis Pärast;määratakse nisugune;dokumentatsioon avaldab;raamat eesti;mäletan endagi;kooliaegne Pegasuse;võib-olla ajakirjas
täielik jõuetus;raudtee Siberisse;talvevaheajal korra;Džbiin lõppes;eriline roll;Tallinna kümnendas;räägime Vainule;seisukohast Vaino;Peipsi-äärse külaelu
