EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
0,1,0,0,0,0,1,2,0,19,laulmine; peebo; annely; näitleja
0,1,0,0,0,0,1,2,0,19,laulmine; peebo; annely; näitleja
0,1,0,0,0,0,1,2,0,19,laulmine; peebo; annely; näitleja
0,1,0,0,0,0,1,2,0,19,laulmine; peebo; annely; näitleja
0,0,0,0,0,0,1,2,0,19,laulmine; peebo; annely
0,0,0,0,0,0,1,2,0,19,laulmine; peebo; annely
0,0,0,0,0,1,1,2,0,19,laulmine; peebo; annely
0,0,0,4,0,2,0,2,0,19,annely; uibo; andres; peebo; kanter; gerd
0,1,0,3,0,1,0,2,0,19,annely; peebo; toimetaja; laulmine; uudis; mall
0,0,0,0,0,2,0,2,0,19,annely; peebo
0,0,0,0,0,0,0,3,0,19,annely; peebo; laulmine
