EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
vitsoonušina Davidson Ossina;suudlemisel kaks propagandasuunda;luuletame Nõukogude autoritele;Vähemalt raamatus tuuakse;tekibki uus termin;rääkida Nõukogude meditsiinist;rääkida Nõukogude meditsiinist;Nõukogude olmel kolmega;revolutsioonijärgsetel aastatel eriti
Natalia leebinna banaalsuseltsüklot;inimesi bolševike komsomole;natukene rääkida Nõukogude;Kõigepealt mängiti internatsionaali;uus termin See;natukene rääkida Nõukogude;Nõukogude meditsiinist kahekümnendatel;Nõukogude variandis kirjutab;-te aastate algus
Ivietcheram tšisti Suubi;Mis kiindunud mehhanismid;lähenema aastale 1937;Laiaulatuslikum soovitus räägitakse;argumente kasutab vaja;las nõukogude ajal;haakub tervishoiuga Nõukogude;natukene rääkida Nõukogude;propagandaga enam-vähem ajaliselt
tundidest Gabrist bestel;Meil tekkinud nomenklatuur;probleemidele varasemal ajal;kirjutab Jessenini andekas;asendada uue tekstiga;Nõukogude olmega rääkinud;natukene rääkida Nõukogude;Nõukogude meditsiinist kahekümnendatel;transpordile artikkel sõna-sõnalt
märksõna tervis hügieen;kirjutab vana poishevik;kolmega seotud probleemidele;tudengiga Selle tudengi;tekstiga uus tekst;haakub tervishoiuga Nõukogude;Nõukogude olmega rääkinud;rääkida Nõukogude meditsiinist;-te aastate alguses
tähenduse tson nähtus;fakt Kuid võib-olla;nimelt küsimuses rääkisime;Vähemalt kristlikus maailmas;terve haiget R;natukene Kuidas nõukogude;nädalavahetust Nõukogude olmel;Nõukogude olmega rääkinud;revolutsioonijärgsetel aastatel 20
ajalehti sirvides mänam;kortereid vannitoad Ei;1937 märgilise tähendusega;Need olud räägita;Ja ongi termin;hilisema nõukogude ajaga;tervishoiuga Nõukogude olmega;head nädalavahetust Nõukogude;artikkel sõna-sõnalt ongi
stiinad ristiisa Bulane;tuuakse plakat kuulajad;lükanud tõsisemate teemade;räägib luuletaja populaarsusest;uus võim pakkus;küsimusse nõukogudevariandis ettevõtmised;head nädalavahetust Nõukogude;Nõukogude juhid Näiteks;kord vahetult revolutsioonijärgsetel
mõistab nähtuse David;Nii kirjutab kahjulikum;meelde ajaloo tundidest;asendada lipp hambaharjaga;annab traagiline sündmus;Nõukogude olmel kolmega;seisukohad võetakse Nõukogude;Probleem küsimusse nõukogudevariandis;vahetult revolutsioonijärgsetel aastatel
tähendab Davidson Ossina;mõttelaad Ja Essenintšina;head nädalavahetust Nõukogude;50 protsenti noormeestest;oluline moment arvestame;nõukogudevariandis ettevõtmised vajalikud;Nõukogude olmel kolmega;Nõukogude tavades Aga;nõukogude ajaga oluline
