EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;töötatud;kunstiministeeriumisse;tähendab;;kunstiministeeriumisse;Kunstiministeeriumi;kasutavad
mediaan;-st;kunstiministeerium;meediumijärgse;number;kunstiministeerium;kunstiministeeriumisse;president
subideo;sotsiaalset;kunstiväljal;tulemisest;letters;Kunstiministeerium;Kunstiministeerium;probleemi
transkribeerin;sotsiaallangažeeritus;kunstikriitikuna;saatejuht;data;näitusetsoone;kunstiministeeriumi;võib-olla
arratiivsus;meetodeid;kunstimeetodi;turismiideede;valida;kunstiministeeriumi;kunstiministeerium;mõtestavad
sotsiaallangažeeritus;konkreetse;kunstiajaloole;argipoeetikasti;head;näitusetegevusega;kunstipublikule;käigus
coulsmis;spekteidur;kunstiprobleem;hobusepeanäituse;of;kunstiväljal;kunstipoliitilisest;aastaid-aastaid
meediumipõhine;genereerimine;kunstitöödes;kriitiline;defineeritud;näitusekohtadesse;näitusest;ongi
Coca-Cola;provokatiivne;kunstikriitikat;redimeidiga;defineerisid;Kunstiministeeriumi;kontsertturism;vaadata
orgisus;kultuur;kunstina;pudelikobarat;land;aastanäitusel;kontsertalismist;rääkides
