EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
1,1,0,0,0,1,0,1,0,13,liivia; haapsalu; tindur; moekunstnik
1,1,0,0,0,1,0,1,0,13,liivia; haapsalu; tindur; moekunstnik
1,1,0,0,0,1,0,1,0,13,liivia; haapsalu; tindur; moekunstnik
1,1,0,0,0,1,0,1,0,13,liivia; haapsalu; tindur; moekunstnik
1,1,0,0,0,1,0,1,0,13,liivia; haapsalu; tindur; moekunstnik
1,1,0,0,0,1,0,1,0,13,liivia; haapsalu; tindur; moekunstnik
0,0,0,1,0,1,1,1,0,13,haapsalu; presidendi; liivia; moekunstnik
0,0,0,1,0,1,0,1,0,13,haapsalu; julgus; liivia
0,0,1,0,0,1,1,1,0,13,liivia; muusika
0,0,0,0,0,0,1,0,0,13,liivia
0,1,0,0,0,0,1,0,0,13,liivia; moekunstnik
