keyphrase;score
;1.0
argument;0.8857
null;0.8614
point;0.8599
pull;0.8448
personal;0.8397
artist;0.8384
noorem;0.8373
neeger;0.8335
hull;0.8306
toll;0.8304
evangeline;0.8298
testament;0.829
stress;0.8286
andeks;0.8276
termin;0.8273
roll;0.8261
iseloom;0.8254
mall;0.8248
moraal;0.824
feeling;0.8225
abstraktselt;0.8223
diskor;0.8223
andmine;0.822
fenomen;0.8216
seen;0.8202
andma;0.8185
reaalselt;0.8184
list;0.8178
persoon;0.8178
voor;0.8174
vale;0.8174
-test;0.8171
vorm;0.8169
kodu;0.8167
ring;0.816
detail;0.8156
programm;0.8156
problemaatiline;0.8141
punkt;0.8138
fakt;0.8137
probleem;0.8135
idee;0.8133
efekt;0.8121
Res;0.812
vastav;0.8115
realist;0.8112
asema;0.8106
homme;0.8102
reaalne;0.81
lava;0.8098
seoses;0.8096
tore;0.8092
verbaalne;0.8092
fluidum;0.809
võimalik;0.8089
saavutatav;0.8084
report;0.8083
kao;0.8079
näiteks;0.8079
ott;0.8078
andestav;0.8076
son;0.8076
reporter;0.8075
arvuti;0.8074
asi;0.8073
risk;0.8067
kindel;0.8066
reegel;0.8066
auto;0.8065
aed;0.8065
printsiip;0.8065
sita;0.8064
konsensus;0.8057
homo;0.8057
reguleerimine;0.8053
ase;0.8052
klient;0.8052
variant;0.805
respekt;0.8045
elementaarne;0.8043
meede;0.8043
reflekteerima;0.8035
paraad;0.8033
-st;0.8032
teade;0.8032
inimene;0.803
alateadlikult;0.8025
eten;0.8025
buss;0.8024
meeldivalt;0.8023
aeglasem;0.8019
diskuteerima;0.8017
tegevus;0.8016
usklik;0.8015
pind;0.8013
mets;0.8012
uskumus;0.801
jurist;0.8009
astumine;0.8007
energia;0.8006
iva;0.8005
saavutama;0.8004
vanem;0.7998
sobivam;0.7996
mõistlik;0.7993
takso;0.7992
omama;0.799
parem;0.799
kooslus;0.7987
uskuma;0.7985
aus;0.7984
enamus;0.7984
uks;0.7983
seisma;0.7982
Key;0.798
nimetama;0.798
videopilt;0.7979
suhteliselt;0.7973
selge;0.7973
aju;0.7971
avatud;0.7971
immutama;0.7969
uus;0.7966
istuma;0.7966
peded;0.7963
toimima;0.7962
võim;0.7962
olemus;0.796
kaks;0.796
negatiivne;0.7956
pätt;0.7956
moraalne;0.7955
otsus;0.7955
I;0.7952
hind;0.7952
tooma;0.7951
aine;0.7949
episood;0.7948
luidum;0.7946
-te;0.7945
nimi;0.7945
absurdne;0.7942
stressikoormus;0.7941
ajunurk;0.7939
aura;0.7937
niinimetatud;0.7935
koordinaalne;0.7933
otsustama;0.7932
üldisem;0.7931
soe;0.7929
laud;0.7927
oht;0.7926
rihm;0.7922
katastroof;0.7922
mure;0.7921
valge;0.7921
hullem;0.7916
Eiffel;0.7915
no;0.7911
minemine;0.7902
duel;0.7899
sündmus;0.7897
minister;0.7895
ausalt;0.7888
eitama;0.7883
vott;0.7883
parlament;0.7883
Stress;0.7873
edukalt;0.787
armas;0.787
Einsel;0.7864
Estonian;0.7862
saade;0.7858
vedama;0.7845
surve;0.7841
nadi;0.7838
liige;0.7835
ametlikult;0.7828
Reimost;0.7811
osa;0.7799
kalk;0.7798
Hitler;0.7777
advokaat;0.7777
Natura;0.7773
Abraham;0.7767
365;0.7762
George;0.7748
French;0.7731
söök;0.7724
Air;0.7722
Shop;0.7705
IRL;0.7686
CV';0.7671
Song;0.7628
Kristus;0.7618
White;0.7593
5000;0.755
Audentes;0.7292
West;0.728
