keyphrase;score
raadiosaade;0.5901
raadiojaam;0.5866
raadiokuulajad;0.5831
kuulanud;0.5768
raadiot;0.5699
korraks;0.5687
täna;0.5646
raadio;0.5604
tänasest;0.558
varsti;0.5574
kuulame;0.555
hetkeks;0.5527
argipäeval;0.5497
viskasite;0.5472
kuulas;0.5426
kuulate;0.542
kuulaja;0.5405
ootan;0.5395
korra;0.538
kaasa;0.5369
aega;0.5348
tänase;0.5328
eile;0.5322
kohtume;0.5304
kuulamast;0.5284
kuula;0.5279
kuule;0.5277
kuulata;0.5273
kuulmiseni;0.527
pööripäeval;0.5259
oskajate;0.5253
viimastel;0.5222
pääseda;0.5207
mahukamaid;0.5165
teidasidki;0.5163
toimub;0.5162
ütlen;0.5135
tunni;0.5125
käinud;0.5119
aeg;0.5105
piletid;0.5103
kuulda;0.509
kuulama;0.509
päev;0.5088
täitsa;0.5039
kuulo;0.5005
toimuvad;0.4971
päevadel;0.4968
aasta;0.4955
hetkel;0.4953
ongi;0.4935
ilmub;0.4921
mõneski;0.492
kohtumiseni;0.4919
lõin;0.491
tempo;0.4906
ütleksin;0.4895
nädala;0.4878
sõnumikeskusena;0.4876
teegi;0.4876
jätkame;0.4863
tervitame;0.4853
ootama;0.4849
suhteliselt;0.4844
aastast;0.4839
uudistel;0.4836
vahetame;0.4807
lõpetama;0.4805
jõuavad;0.4776
mai;0.4759
võiski;0.4757
üldse;0.4757
inimmassi;0.4757
kinni;0.4745
jätku;0.4735
saabumas;0.4731
huvitab;0.473
rahvusringhäälingu;0.4729
äkki;0.4729
minuti;0.4713
võtab;0.4707
varem;0.4705
üpris;0.4704
kahesaade;0.47
loomulikult;0.4699
kiire;0.4696
võtta;0.4688
laupäeva;0.4682
tuleviku;0.4676
massikommunikatsioon;0.4667
tead;0.4665
tulemuseks;0.466
uudistele;0.4659
tervitama;0.4655
minutit;0.4653
kõlas;0.4646
jaanipäeva;0.4642
ümarlaud;0.4637
muusika;0.4633
olengi;0.4631
uudistame;0.4621
meisterdame;0.462
hommikud;0.4613
varasemast;0.4612
öelda;0.4607
aastal;0.4593
kutsub;0.4583
jääb;0.4581
selgub;0.458
hästi;0.458
saatest;0.4579
sõnumit;0.4576
muusikaauhindu;0.4572
niinemets;0.4565
teab;0.4563
kõlab;0.4525
näen;0.4524
selgeks;0.4522
suundame;0.4519
nädal;0.451
kiirem;0.4509
publitsist;0.4509
arvata;0.4507
nimel;0.4496
hoiame;0.4496
onu;0.4495
kõlama;0.4494
tuua;0.4493
plaadilt;0.4492
kalkun;0.449
asja;0.4485
pane;0.4484
tõusis;0.4483
südaööd;0.448
õigemini;0.4477
juubelipiletimäng;0.4474
muusikanõuniku;0.4473
soovid;0.4458
otsin;0.4457
teisti;0.4445
nädalal;0.4444
reedel;0.4429
lõppu;0.4422
lõpuni;0.442
kohapeal;0.4414
muusikanõunik;0.4413
rääkis;0.4411
laulupidu;0.4398
mängime;0.439
viskasin;0.4386
plaadiks;0.4384
maailmas;0.4383
muusikaline;0.4373
lõppeb;0.4372
kustuta;0.4371
kooshommiga;0.437
linna;0.4368
leidsin;0.4365
upa;0.4362
lemmik;0.435
jätkad;0.4347
kutsuvad;0.4343
sõnum;0.4341
avaneb;0.433
säil;0.4327
lubasin;0.4323
küsi;0.432
kuulunud;0.4317
mängu;0.4315
õhtul;0.4314
lemmiklaul;0.4311
jäänud;0.4309
mäletad;0.4306
vahendusel;0.4305
lemmiklugu;0.4304
veiko;0.4298
koosne;0.4284
võimalus;0.4284
kontsertõhtu;0.4283
kasuks;0.4277
natuke;0.4273
tegelikult;0.4273
senti;0.427
võimalik;0.4269
sõnumikeskuse;0.4266
sinagi;0.4263
telelavastuses;0.4261
näha;0.426
kordus;0.4253
soovi;0.4253
õnnitlema;0.4253
koosneb;0.4251
hommik;0.4249
sattuda;0.4237
töötab;0.4235
vaata;0.423
toob;0.423
lõpuga;0.4223
ööneba;0.4218
kahes;0.4218
