EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;kandma;maailmasõjalugu;seitsmeteistkümnes;;maailmasõjatehniline;maailmasõjateemaline;maailmasõjateemaline;jätkama
medaimiliteer;kirjanik;ajalookirjandus;konkureerima;puts;ajalookirjandus;maailmasõjalugu;sõjaromaan;eesti
välihospital;-st;sündmus;tõusude-langus;element;maailmakirjandus;maailmasõjatehniline;maailmasõjalugu;1920
märkimisväärne;poliitika;ajaloolane;polsieviseeruma;shell;ajal;maailmasõda;maailmakirjandus;kujutama
tavasüreaalne;teater;kodusõda;lõppkokkuvõte;prints;sõjamälestus;sõjamälestus;maailmasõjatehniline;lugeja
lequade;aasta;kirjanduskriitik;lugupeetud;noorem;sõjakirjandus;sõjakogemus;ajalookirjandus;mitmekordselt
ferdinand;meditsiin;hemingway;argiselt;remark;möödunud;sõjaromaan;sõjamälestus;kolmekümnes
lõbusus;küsimus;mälestuskirjandus;pealkiri;ell;toimustilistiline;sõjakirjandus;kirjutama;valmis
sümptom;kell;algusfaas;vaatlema;test;mälestuskirjandus;sõjarine;sõjakirjandus;vene
kompaniiülem;õigus;saksa;näide;moment;sõjaromaan;ajalookirjandus;sõjatee;tekst
