EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
Hillary Clintonit;rahvuslik koguprodukt;Laidoneri muuseum;tõsielufilme Joonatan;esikohal oleva;olukorda Eesti;Eesti võrreldes;Eesti raadiouudiste;Venemaaga CNN-ile
Hongkong Luksemburg;jutule sõjaajaloomuuseum;Johan Laidoner;konkurentsi Niisiis;last aedade;Eesti võrreldes;olukorda Eesti;Eesti Raadio;väga-väga paljudel
Ratko Mladić;SKP ostujõu;Eentalu Eesti;20 seitsmekümnekohalise;On objektiivselt;Eestis toimima;Eesti raadiouudiste;Eesti 90;CNN-ile antud
Olli Rehn;uued võimalused;Austraaliast Aasta;Päevakaja stuudios;arvates idee;üheksandalt Eesti;Eesti riikide;Eesti 10;täna hetkel
Boris Goldmann;Ka jäätmekäitlejate;Eesti filmiajakirjanikud;annaks kandidaadile;taas uus;hetkel Eesti;riikidest Eesti;raadiouudiste toimetus;Ida-Eestis sadada
Barack Obama;konkurentsivõime aastaraamatut;kogumissüsteem jäätmete;meedia fookusesse;objektiivselt laske;seisuga Eesti;Eesti riigi;Raadio uudistele;vabadussõjaga seotud
tõsielufilm Jonathan;hoogu Aasta;asjaga Eestis;parimad Konjunktuuriinstituudi;momente tegelikult;Eesti rahvusvahelise;asjaga Eestis;konkurentsivõime aastaraamat;Eesti 10
sageli diaga;halvasti Sügisball;Eesti 2007;lõpeb kolmeteistaastane;probleem terav;Eesti riikide;Eestis toimima;konkurentsivõime aastaraamatut;püüamegi natuke
Hampshire Aiovas;Ta küsitluste;Eestist Keskkonnaministeeriumi;käib eskiisprojektide;andnud Ratko;Eesti riigi;räägib Eesti;Eesti 2007;inimesed üldse
tulenevalt üleüldine;nii-öelda lisarühmi;pakendijäätmete kogumist;terav Jäätmekäitlejate;intensiivset tööd;riikidest Eesti;ühendriikidest Eesti;ühendriikidest Eesti;võib-olla paari
lindilõikamine Lottes;Hampshire Aiovas;jäätmekäitlejate liidu;eraldi muusikatuba;nii-öelda seaduse;aastal Eesti;üheksandalt Eesti;üheksandalt Eesti;vaatajatele nädala
New Hampshire'is;konkurentsi Niisiis;ühendriikidest Eesti;Üürnike liit;alusel reiting;asjaga Eestis;edumudeleid Eestis;2007 Eesti;langenud nii-öelda
Mahmoud Abbas;festivalil Film;aasta filmiajakirjanikutseremoonial;Film räägib;tulemust eleme;tähtis Eesti;tutvustati Eesti;Eesti edulugu;Lääne-Eestis veidi
jäätmeseadusega hõlma;jaanuaris Laienemisvolinik;Eesti raadiouudiste;22 kuuerühmalist;otsustavust hetkel;tutvustati Eesti;Eestis Tüürnike;aastaraamatut 2007;normaalselt võib-olla
väljaehitamine hoone;näitab edumudeleid;õhtust Eesti;Pealt protsendilt;tasemel eraldi;organisatsioon Eesti;seisuga Eesti;Euroopa 20;veebruari-märtsi piirkondlikul
seotud Utria;Eesti riikide;2001 2007;ütelda film;kuum annab;lubada Eesti;Eesti nurgas;liidus 10;Eestist Keskkonnaministeeriumi
Marje Josing;teaduslik infrastruktuur;konteineri paigaldamist;Lääne-Eestis veidi;annab raamatule;2007 Eesti;Eesti konjunktuuriinstituudi;edumudeleid Eestis;riigi oluline
