EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
õpilaste aktiivsust Deckarty;terviseminister Jevgeni Ossinovski;ootused soome-ugri kultuuripealinnale;11-st seitsmeteistkümne kraadini;näiteks liikuma kutsuv;erakonna juhtimisega Täna;koalitsioonis valitsuslaua Aga;Toomas Sildami nädalakommentaar;konverentsiga käsitles uneprobleeme
Tartu Deckarty kool;erakonna juhtimisega Me;Toomas Sildami nädalakommentaar;Sildami nädalakommentaar käsitleb;näiteks paar korda;Ossinovski sotsiaaldemokraadid teatud;roll fraktsiooni esimehena;intervjuus tõdes Ossinovski;Bashar Al-Assadi toetamises
kestantse õues mänge;tõsisemalt sotsiaaldemokraatliku erakonna;soome-ugri kultuuripealinn Obinitsa;aktiivsemaks muutuva madalrõhuala;nii-öelda programmi üritust;tõdes Ossinovski sotsiaaldemokraadid;valitsuslaua Aga Ma;Jevgeni Ossinovski tõi;hääletamas 45 protsenti
Deckardi kooli õpilased;kaheksanda aprillisündmused Mina;Õhutemperatuur tõuseb homne;NATO vägesid paigutada;samme Et tegelikult;erakonna juhtimisega Me;Ossinovski sotsiaaldemokraadid teatud;Ossinovski tõi põhjuseks;riigid USA-le julgeolekupiirkond
koolidest Tartu Deckarty;tugevaks motivaatoriks rahulolematus;soojemaks homme sadama;pealinna tiitlile kandideerides;PL toetas madalam;rõhutamine Nüüdne kohtumine;erakonnas arutletud käike;Täna Toomas Sildamile;soome-ugri kultuurimaailmas tuntud
järjel õpetajate õpilaste;Tervist edendavate koolide;soome-ugri külade foorumil;Eesti hümni mängiti;personalile hea hea;tulenevalt erakonnas arutletud;rõhutamine Nüüdne kohtumine;Tõnu Karjatse Ametist;soome-ugri rahvad näitavad
õpetajate õpilaste koostöö;erakonnas Rahulolematus üldiselt;Obinitsas soome-ugri külade;Sildam leiab nädalakommentaaris;muutmata No arvutitest;tegeleda tõsisemalt sotsiaaldemokraatliku;tulenevalt erakonnas arutletud;Päevakaja võtab kaheksanda;ootused soome-ugri kultuuripealinnale
Washingtonis Lõppev nädal;Ungaris täna parlamendivalimised;Soome-ugri kultuuripealinna programmi;Ajaloolise mälu huvides;vastutus Eks vastama;erakonnas Rahulolematus üldiselt;erakonna juhtimisega Täna;Sildam leiab nädalakommentaaris;erinevad soome-ugri rahvad
Silve Grabbi Kaiv;tervise edenduse prioriteediks;soome-ugri kultuuripealinnale Minimaalne;Neile Mari-Liis oluline;ilm esmalt tekib;nädalakommentaaris balti presidentide;kohtumisi toimunud toimub;Toomas Sildam leiab;2015 aasta soome-ugri
õpilaste koostöö hästi;käsitleb balti presidentide;Ja Toomas Sildami;madalrõhuala piirimaile vähese;suureks pildiks Et;pidevalt Tänase valitsuse;sotsiaaldemokraatliku erakonna juhtimisega;nädalakommentaaris balti presidentide;Trump Venemaa presidenti
Deckarty kool 20;edendamise osakonna vanemspetsialist;küla soorunza Südamekool;hinnangul tähendaks seitsmekümneprotsendiline;arvan projektiga toetame;erakonna juhtkonda tervikuna;erakonna juhtkonda tervikuna;Ossinovski usutlus lugeda;inimesed erakonnas vastutavad
õues õuesõppetunnid liikumisvahetunniks;kultuurimaailmas tuntud Eesti;rannikul sooja kuus;pluss seitsme kraadini;jess näiteks paar;terviseminister Jevgeni Ossinovski;tegeleda tõsisemalt sotsiaaldemokraatliku;kirjutas Kui peaministri;veerandsada aastat soome-ugri
