EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;liikmete;arvuti;tähendab;;Infoajastu;andmekaitse;tööandjale
ettevõtetes;haldamise;interneti;aastakäibest;number;andmekaitse;isikuandmete;puudutavaid
andmesubjekt;andmekaitse;isikuandmete;miljonit;andmesubjekt;interneti;Infoajastu;aja
väärtustamises;Vahet;Kristjan;globaalsest;andmete;skandaalid;Uuendus;teada
ülevaate;Tähelepanu;Eurooplastele;kauplemisega;andmed;Näiteks;andmete;kasvu
Infoajastu;kvaliteedihüpet;Port;põhjendama;valides;isikuandmete;informeerima;On
analüüsita;piisavalt;oodata;traalimisest;saadaval;andmetega;informeeritud;vähendama
võimaldavad;kultuur;kodanik;hüppelist;andmeid;informeerima;Uut;eemaldama
nõustamiste;andmesubjekti;vanem;personaalsete;andmesubjekti;infopala;uue;õigus
nõrkuse;tööandjale;eurot;kodanikelt;andmekaitse;suhtlusvõrgu;Nüüd;lood
üksikkasutajate;;juhtuva;peeglisse;abstraktsete;andmevarguse;sotsiaalmeedia;ettevõtte
Tähendab;suhtlusvõrgu;intrigeeriv;tuvastada;vaatamisel;pahategijaid;ülevaatest;Mida
põhjustab;kasvu;infopala;eeldati;vastava;tehnolooga;kodanikelt;paljudes
lõputute;Kui;muretseda;Klientidelt;tähendab;sotsiaalmeedia;Viimase;huvilist
nõndanimetatud;Pangakonto;;aadress;intrigeeriv;edastada;hoiatavaid;kuueteistaastasest
teenusepakkujate;sõna-;tea;teatamatult;talletub;IP;kommentaari;Mõnel
pildid;nõusolekuta;püüab;kahjustada;Nooremate;ohtude;Tähendab;muudki
tegevusskulptuuri;protsenti;IP;Viimase;tallele;infot;kuhjumine;ajal
tagajärjed;andmete;külmaks;Pangakonto;arvuti;informeeritud;Tähelepanu;20
talletub;üksikkasutajate;päeva;kuueteistaastasest;eeldatakse;ekspluateerimine;Kehtinud;suurt
personaalsete;õigus;portaal;aastastele;iseseisev;esitada;lekkimise;nõusolekuta
põhjendama;tuvastada;Uus;Infoajastu;unustab;üksikkasutajate;tehnolooga;nõuetele
kultuur;Liidu;kuhjumine;edastada;andmetega;teenusepakkujate;arvuti;Kristjan
vabakogunemine;vaja;kord;eetris;deme;ümbritsevat;tagatakse;suuruse
interneti;Euroopa;puudutab;abstraktsete;tohib;kirjavahetusest;juhtumitest;Infoajastu
arvuti;korraga;jutt;protsendi;asendub;tavaohtlikud;tööandja;tehnolooga
ekspluateerimine;nõuetele;vanas;kurikuulsad;Näiteks;sõnumeid;kasutajate;Edaspidi
võimaluse;Loodetakse;liikuma;vabakogunemine;vanem;bürokraatlik;iseseisev;räägitud
käsitlenud;isikuandmete;informeeritud;arvuti;võimaluse;häkkimise;talletub;Iga
traalimisest;Muutus;sündmusena;külmaks;kuuluvat;olemasolust;traalimisest;tagajärgi
Tähelepanu;andmetega;aadress;iseseisev;enamus;mõttega;Tuntud;jätkata
Facebook'i;kasutava;ohtude;inimliku;aadress;eeldatakse;sõnumeid;Euroopas
mõttega;arvuti;lõpus;nõustamiste;eristus;mäluseadmetesse;Regulatsioon;Olgu
enamus;karistusega;number;elus;haldamise;isu;trahviraha;tegelevad
suunis;tegevusskulptuuri;pärija;regulaarsele;uus;arvuti;Näiteks;Kui
iseloomustatakse;reeglitega;korraga;levinud;esitada;muudki;ettevõtetes;IP
jätkata;intrigeeriv;Muutus;hoiatavaid;ülevaate;saadaval;Pealegi;vaja
Eestis;Tuntud;sotsiaalmeedia;käsitlenud;portaal;puudutavaid;pahategijaid;uurivad
iseseisev;vaimus;Infoajastu;andmesubjekt;maksimaalselt;Mida;Eestis;Kuid
