EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
2,1,2,0,1,2,2,1,1,12,nukuteater; budism; birma; panteon
2,1,2,0,1,2,2,1,1,12,nukuteater; budism; birma; panteon
2,1,1,0,1,2,2,1,1,12,nukuteater; budism; birma; panteon
2,1,1,0,1,2,3,2,1,12,nukuteater; budism; trumm; birma; panteon
2,0,2,0,2,1,2,3,1,12,nukuteater; budism; birma; puhkpill; panteon
2,1,2,1,2,2,2,3,2,12,nukuteater; budism; trumm; birma; panteon
2,0,1,1,2,3,2,3,3,12,nukuteater; budism; trumm; birma; panteon
2,0,2,1,2,2,1,2,3,12,nukuteater; budism; birma; trumm; puhkpill; panteon
1,1,1,1,3,2,1,4,3,12,nukuteater; puhkpill; budism; birma; panteon
1,0,2,1,3,3,1,2,1,12,nukuteater; budism; trumm; birma; puhkpill; panteon
1,0,0,0,3,0,1,2,1,12,nukuteater; budism; birma; puhkpill; panteon
