EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
4,6,4,4,1,3,2,5,5,12,krista; kerge; meedia; haridus; arengukava; ühisosa; keelekorraldus; lingvistika; keele
4,6,4,4,1,3,2,5,5,12,krista; kerge; meedia; haridus; arengukava; ühisosa; keelekorraldus; lingvistika; keele
4,6,4,4,1,3,2,5,5,12,krista; kerge; meedia; haridus; arengukava; ühisosa; keelekorraldus; lingvistika; keele
4,6,4,4,1,3,2,5,5,12,krista; kerge; meedia; haridus; arengukava; ühisosa; keelekorraldus; lingvistika; keele
4,5,5,4,1,3,2,5,5,12,krista; kerge; meedia; haridus; arengukava; ühisosa; keelekorraldus; lingvistika; keele
4,5,5,3,1,3,2,5,5,12,krista; kerge; meedia; haridus; arengukava; ühisosa; keelekorraldus; lingvistika; keele
6,3,6,4,1,4,6,6,5,12,krista; ühisosa; kerge; meedia; haridus; arengukava; lingvistika; keelekorraldus; keele
3,3,4,5,1,5,2,4,5,12,krista; kerge; ühisosa; meedia; haridus; arengukava; lingvistika; keele
5,4,5,3,2,3,2,3,5,12,krista; kerge; meedia; haridus; arengukava; ühisosa; lingvistika; keele
6,3,3,2,2,4,3,3,5,12,krista; ilukirjandus; kerge; haridus; meedia; arengukava; ühisosa; keelekorraldus; lingvistika; keele
6,3,3,2,3,3,3,4,5,12,krista; ilukirjandus; kerge; haridus; meedia; arengukava; ühisosa; lingvistika; keele
