EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
1,3,4,0,1,3,1,4,1,10,raha; eriala; tele; raadio; keskkool; armastus
1,3,4,0,1,3,1,4,1,10,raha; eriala; tele; raadio; keskkool; armastus
1,3,4,0,1,3,1,4,1,10,raha; eriala; tele; raadio; keskkool; armastus
1,3,4,0,1,3,1,4,1,10,raha; eriala; tele; raadio; keskkool; armastus
1,3,4,0,1,3,1,4,1,10,raha; eriala; tele; raadio; keskkool; armastus
2,3,5,0,1,3,1,4,1,10,raha; eriala; tele; raadio; keskkool; armastus
3,2,4,3,1,4,2,3,1,10,raha; eriala; tele; raadio; keskkool; armastus
3,2,7,1,1,3,2,1,1,10,töö; raha; eriala; tele; raadio; keskkool; armastus
3,2,1,5,1,2,3,4,1,10,raha; eriala; tele; raadio; keskkool; armastus
1,2,2,5,1,3,5,4,1,10,töö; raha; eriala; tele; raadio; keskkool; armastus
2,1,2,3,2,3,5,2,1,10,töö; raha; eriala; tele; raadio; keskkool; armastus
