keyphrase;score
Maania;0.8329
Pihlmaania;0.8308
biitlitemaania;0.828
kuuekümnendad;0.8229
muusikasaadete;0.8221
Massihüsteeria;0.8219
suurim;0.8206
Kõigest;0.8205
popmuusikabänd;0.8199
Maaniaga;0.8184
Ameerikasse;0.8164
biitmuusikas;0.8151
Biitlasest;0.8143
muusikakriitikud;0.814
trummimees;0.8139
Kõige;0.8139
Ameerikast;0.8139
rokkmuusikute;0.8121
Lõpuks;0.8121
saatesarjaga;0.8116
massipsühhoos;0.8115
popmuusika;0.8112
ansamblid;0.811
Hitleri-aegsel;0.8109
Järgmisel;0.8108
Laulsi;0.8107
Ameerika;0.8107
Inglismaaelukäigust;0.8106
Muusikat;0.8103
Ameerikas;0.8102
plaadist;0.8101
pihlmaania;0.8095
Millised;0.8089
viimast;0.8089
kuumadest;0.8088
Meie;0.8086
miljoneid;0.8086
Siit;0.8085
piklimaaniat;0.8085
Inglismaaelu-olu;0.8085
lõpuks;0.8085
maailmarekord;0.8081
diskograafia;0.8077
Laulutekstid;0.8076
Siin;0.8075
viimasesse;0.8074
suurimal;0.8074
Pihlmaaniat;0.8071
Hüsteeria;0.8069
biitlasid;0.8069
Nüüd;0.8066
diskograafiat;0.8063
muusikaliste;0.8062
biitlissist;0.8056
suur;0.8055
maailmas;0.8054
aastast;0.8053
parimad;0.8053
plaadifirmad;0.8052
Üle;0.8052
parimateks;0.8047
Schillaavio;0.8045
algusesse;0.8045
Saalis;0.8043
Kuigi;0.8043
kummitama;0.8042
Sellele;0.8042
Seejärel;0.8041
kontserditel;0.804
kauamängivate;0.8039
parimaks;0.8037
Aastaga;0.8036
parima;0.8035
plaadid;0.8034
miljonit;0.8033
plaadi;0.8031
Täielikku;0.8029
piiskop;0.8027
romaanid;0.8025
Mandri-Euroopas;0.8025
liikmed;0.8024
maania;0.8023
kontserdi;0.8022
muusikakriitik;0.802
liidrid;0.8018
Inglismaa;0.8018
parim;0.8017
Inglismaad;0.8015
Näiteks;0.8014
biitlus;0.8012
viimases;0.8012
hirmul;0.8011
Elvisega;0.801
pilsilauludes;0.8008
Liitlasi;0.8008
Siis;0.8008
massistseene;0.8007
psühhopaadid;0.8006
Pendjatoonilise;0.8006
hullunud;0.8006
maailma;0.8006
biitlusesse;0.8005
plaadile;0.8005
täielikult;0.8003
liikmeid;0.8003
aastat;0.8
fännidekirjadesse;0.7999
üheksanda;0.7999
Nüüdsest;0.7997
pealkiri;0.7996
Nende;0.7996
muusika;0.7995
Aasta;0.7995
kümneid;0.7994
inimese;0.7994
alguse;0.7994
popajakirjad;0.7993
kontserdite;0.7993
biitlusi;0.7991
vanamoodsaks;0.7988
kontserdile;0.7988
telesaatest;0.7987
massiliselt;0.7987
Tamburiini;0.7986
kuldplaadi;0.7983
hullutamiseks;0.7983
kuumad;0.7983
kontserdil;0.7983
Rongijaamas;0.7982
lauludest;0.798
heliloojateks;0.7979
alguses;0.7978
alguseks;0.7977
Kaanel;0.7975
täielikku;0.7975
minutit;0.7974
Lisaks;0.7972
jälle;0.7971
kuulajal;0.797
filmisid;0.7968
täis;0.7966
Paljud;0.7965
raadio;0.7964
suurtel;0.7964
kolmandana;0.7963
Üks;0.7963
loomulikult;0.7961
ennenägematud;0.796
Esimene;0.7959
endiselt;0.7958
Mängiti;0.7957
viis;0.7956
uus;0.7955
kaasa;0.7955
hiljem;0.7955
Mida;0.7954
esimesed;0.7954
Ajalehed;0.7953
paljude;0.7953
biitlid;0.7953
oktoobrisse;0.7952
staari;0.7948
balleidiumi;0.7948
politseiraportitest;0.7947
Vahemärkusena;0.7947
Niibiidilisi;0.7947
Pealtvaatajal;0.7945
juhtkohal;0.7945
rahvast;0.7945
tiitlasi;0.7944
sealhulgas;0.7944
muuseumist;0.7943
saatkonnale;0.7943
kaugel;0.7942
näha;0.7941
ringreisid;0.794
liialdada;0.794
Tüütud;0.7936
mängiti;0.7935
piletid;0.7935
Võite;0.7934
kuues;0.7933
imelised;0.7933
maskeerituna;0.7931
klaverikäike;0.793
soolohälli;0.793
käisin;0.7929
vallutanud;0.7926
ainulaadsele;0.7926
poseerisid;0.7923
minestasid;0.7922
tõendusteinil;0.7921
Lennonit;0.792
seisukorra;0.7919
ajakirjanikest;0.7917
analüüsisid;0.7916
vihikuid;0.7915
Rootsist;0.7909
Karikatuurid;0.7903
äkkrünnakuga;0.7903
