EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
8,5,4,6,4,7,7,7,6,13,komöödia; august; vigased; ärkamisaeg; pruudid; kitzberg; kosjasõit; kirjandus; realism; laulumäng; vilde; kriitiline
7,5,5,6,4,7,7,7,6,13,komöödia; august; vigased; ärkamisaeg; pruudid; kitzberg; kosjasõit; kirjandus; realism; vilde; kriitiline
8,5,5,6,4,7,7,8,6,13,august; vigased; pruudid; kosjasõit; kirjandus; laulumäng; kriitiline; komöödia; ärkamisaeg; kitzberg; realism; vilde
8,5,5,8,4,7,7,9,6,13,august; vigased; pruudid; kosjasõit; kirjandus; laulumäng; kriitiline; komöödia; ärkamisaeg; kitzberg; realism; vilde
8,6,5,8,5,8,4,9,6,13,august; vigased; pruudid; kosjasõit; kirjandus; laulumäng; kriitiline; komöödia; ärkamisaeg; kitzberg; realism; vilde
8,7,8,7,6,8,6,8,6,13,vigased; august; pruudid; kosjasõit; kirjandus; laulumäng; kriitiline; komöödia; ärkamisaeg; kitzberg; realism; vilde
9,10,8,9,6,8,6,9,7,13,august; vigased; pruudid; kosjasõit; kirjandus; laulumäng; kriitiline; komöödia; ärkamisaeg; kitzberg; realism; vilde
6,5,9,11,7,7,7,6,6,13,august; vigased; pruudid; kosjasõit; kirjandus; laulumäng; kriitiline; komöödia; ärkamisaeg; kitzberg; realism; vilde
4,8,10,8,7,5,7,8,6,13,august; vigased; pruudid; kosjasõit; kirjandus; laulumäng; kriitiline; komöödia; ärkamisaeg; kitzberg; realism; vilde
4,6,10,10,7,7,8,3,6,13,august; vigased; pruudid; kosjasõit; kirjandus; laulumäng; kriitiline; komöödia; ärkamisaeg; kitzberg; realism; vilde
3,5,9,10,8,7,7,6,6,13,vigased; august; pruudid; kosjasõit; kirjandus; laulumäng; kriitiline; komöödia; ärkamisaeg; kitzberg; realism; vilde
