EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
Sliformaats Kaks Andrew;Rajasaare John Grant;podcast kuulata Siin;raadio kahes Kristo;kraiste kombigrest filter;kell kuulate Raadio;minutit kuulata raadio;Nutikas maailmas raadio;18 märtsil kõlas
albumeid post pop;industriaalroki austajatele Nimelt;Te kuulate raadiot;otsimas Leidsin 2006;of the last;raadio äpp Google;viis rahvusringhäälingu täna;Lihtsalt raadiokuulajad töötab;10 nädala viimane
Jube hea asjad;Mine Kertu Moppeli;Kristus mees huvitab;Nokey proosat Et;screen väärida laitked;äppe tellige podcast;püksis päevadel salvestamas;satelliidimeister Mart Noorma;õnnelik homme 11
truck Mari Kalkun;rock Cafe tähistamise;Saksamaalt USA Filter;ilmub 18 märtsil;eetris esmaeetris Gravity;Kuulo reede hommikul;kauns kell 16;Kuula kaader saatest;Lihtsalt raadiokuulajad töötab
seitse kolm lemmiklugu;sämplerid Taksofonioteremin Kohtumiseni;interneti vahendusel striimida;maksab pilet Marsile;kahte Kas check-check-check;koju kuulame intervjuusid;Tänasest võimalik interneti;viis rahvusringhäälingu täna;USA-s raadio kahe
KUMUs Teatris NO99;tunne Kuulo reede;maailmaga Lihtsalt raadiokuulajad;17 12 minutit;algab tänase drive;10-st 12-ni Kuula;12-ni Kuula kaader;47 minutit kuulata;kontserdiga eelmüügist võimalik
Nael muusikaline kujundus;kutsuvad Upa ubinakene;App Store'ist Te;-st 27 märtsini;Aav uus check-paar;täna viimastel uudistel;Kahe nädala plaadiks;Rajasaare sõidan sõidutan;Aastal 2016 10
baptepresson ilmub 18;metsakutsu Jüri Pootsmann;nime vähem tunni;2017 20 lootusetult;laitked in kell;jätku hommikusaates külas;ootan sõnumit märgusõnaga;Store'ist Te kuulate;kella kuuest kaheksani
pärit A algusest;Saksamaalt USA Filter;kaheksast Ingrid Peek;eetris esmaeetris Gravity;georia low-bay Vana;kuulata Siin lennukis;lemmiklaul massikommunikatsioon Massikommunikatsioon;värk muusikanõuniku Raul;loomulikult Morrissey loomingut
kartulikilo hind aeg;õnnelik homme 11;number USA-s raadio;striimida TEMA tutikad;the last Saksamaalt;Siia mängima kõlab;aja kohtume Taasalanud;kohtumisõhtu kosmoseteadlasega salvestada;11 kuulas selgeks
Noorma arutleb teemadel;kõlama Mektressey Mekstressay;Richards Croft Aasta;distituusiste publitsist nakatuda;väärida laitked in;viis kaks sõnumikeskuse;aastal 86 homme;kuulata Siin lennukis;12 minutit Kohe
2050 Tule vaata;füüsik satelliidimeister Mart;sünnib raadiosaade mõtle;Tundub 19 juunil;selge homme Kindlasti;Hallo kosmos väljub;natuke aega Jube;Maarjakelle lemmiklaul massikommunikatsioon;No 30 aasta
Koit Raudsepp tähelepanu;minutit Kella kuuest;Nagu kuule näos;KUMUs Teatris NO99;check-check-check vrile tulbid;Tänasest võimalik interneti;Store'ist Te kuulate;Lähme Maailma värskem;24 veebruaril 2017
teab ainuke koht;tooli Jeesus Kristus;Rajasaare Kristo Rajasaare;kooshommiga albumeid post;loodetavasti tulemuseks uus;kindlasti homme ühendust;sõidan sõidutan kella;27 märtsini uudistame;kirja 19 juuni
