EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;Räägime;Indo-Euroopa;tähendab;;eesti;keelealaväärsustundest;võib-olla
hägusloogika;vanaisa;Internetikeel;fooniliste;standard;Igor;Keel;väljendavad
onomatopoeetilisdeskri;tüpoloogiliselt;Kerin;Paralleelsõnana;mall;Võõrsõnu;käed-jalad-käed-jalad;Indo-Euroopas
Küsimus;Indo-Euroopa;huvitavam;käed-jalad-käed-jalad;andmisest;Lääne-Euroopa;Internetikeel;rääkides
Korrektorida;väljenditest;sisaldab;otsene;komponentide;tõlkimisvahendiks;eestlane;ongi
mitmus;küberneetika;integratsioon;tohuvabohu;body;indoeurooplased;ideofooneliselt;suhteliselt
Lääne-Euroopa;komponentide;hundid;lapsepõlves;anname;Ikkagi;Praeguse;eksperiment
body;keelealaväärsustundest;kolin;Võid;intelligents;itaalia;Küsimus;lihtsalt
Traviidi;Lõuna-Indias;asju;banaanipuust;esse;ideofooneliselt;kirjutama;käigus
lõimumine;indoeurooplased;mõistesüsteemist;kila-kola;probleem;onomatopoeetilisdeskri;Loomulikult;eesti
