EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
Two Dragons;Väga meeleolukas;festivali Eurosonic;siinsamas keskväljaku;Ewert and;kuulete Hollandis;meenutas Eesti;eurosoonikul live;ettevõtmisega 10
rahvusringhäälinguprodutsent Meie;Two Dragons;natukene Rootsi;Ja parmu;postraks case;festival Eurosonic;Hollandi raadio;Hollandi rahvusringhäälinguprodutsent;ilmselt üle-euroopaliselt
muusikalised pioneerid;elu See;2018 Euroopa;geograafiliselt vägagi;Näiteks Ewert;esmakordselt Eestis;Euroopa muusikaekspordi;prantsuse raadiotes;inimesed rääkima
tahavad rajada;ongi Eurosonic;Siin Groningen;live jäi;sound Inimesed;prantsuse raadiotes;kindlasti eurosson;otsesaatetundi Kuulake;üle-euroopaliselt kuulsamalt
striimida näitasime;aru Tead;lainele jääme;uue noore;sound checki;lõpuks Stockholmist;näitasime publikule;Koit Raudsepp;täpselt õnnelikuks
Lääne-Euroopat laastanud;tekib äkki;Merivoo-Parro Kristo;eriti stuudio;artist tohiks;eurotsooni grupin;lennujaamades kontsertide;Pärnkontsert jäi;leiab kindlasti
lastelaste sünnipäevade;näkku tatti;esmakordselt Eestis;halvem Vähemalt;networki aru;norra muusika;muudofjedes klubis;Eesti rekord;Dragons-i kestsid
soorituse inimesed;Ongi graafiline;jäetud rongiliiklus;Tere Tere;nägin A;BBC nimetanud;Horvaatia naistebänd;Eesti artistidest;kindlasti lihtsalt
täpsemalt Seda;esinejaid Clazznberi;artistimeisterjaan Erki;Buckingeitsentiderildil Aga;seoses esimene;kahest eestlasest;esimene avalik;alternatiivrokkbändid Kuna;artist tänavusel
artistidega lisatuled;rokkeli tulevikku;Kristo Rajasaare;live algusest;hindame manager;kuulate raadio;Peaks kuulaks;Disco kadunud;tutvume võib-olla
