EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
Renee tenderman;suur keeleuuendus;Türgi Nobeli;Türgi randadesse;alter ego;Türgi Nobeli;Türgist Nobeli;Türgist Nobeli;võib-olla Atatürk
paljud hirmud;Türgit Euroopa;Türgis turgude;mõistis Atatürk;ongi rajamisel;kirjaoskust Türgi;Türgit vajatakse;Nobeli kõnes;püüda rääkida
alaviitide harva;türklane muretseks;teema suu;loengusaalides Prantsusmaal;room Aga;Türgis valimised;Türgis valimised;Türki tahaksin;võimsuse perioodil
tahavad rätikuid;Hirm väärtusega;lugejale näpuga;kirjanikud Liis;probleem teravam;mikrofoni kirjanikud;Vahemere Turkmeeni;Turkmeenia õppideski;inimestelt püüa
näiteks islamistlik;vaatasime Istanbuli;Turkmeenia õppideski;Läänes Inglismaal;action Iga;ettevaatlikult Armeenia;vaatasime Istanbuli;europarlamendis türklased;liigutavad lumes
linn Tsaari-Venemaa;asjades Kui;autorid Terry;vältida konflikti;objektiivsete faktide;tööjõudu Türgis;türgi tüdrukutega;kirjanduspreemia mikrofoni;traditsioonis inimest
eestlased ütlevad;Aga Famukil;kirjanikud külaprobleemid;Andres Ehin;abstraktselt sügavalt;kirjanik poliitilised;türklased harva;Ankaras mereäärses;aeg ongi
hariduse lembelisemad;ütelda Ja;Ja viimaseks;Aga sõjaväelased;oskused anded;kirjanikud külaprobleemid;kirjanduspreemia mikrofoni;Araabia hullult;Aga vaatame
türklased korrastavad;Türgi esimene;Andres Ehin;keskmest Et;hea inimene;usun eesti;Türgi kuum;Türgi sultaniriigi;kultuuri Euroopa
kirjanduslikud oskused;alaviidid moodustavad;üllatuslikult Pamuks;maja Istanbulis;sugugi formaalne;randadesse türgi;peeglit Türgi;Kirjanikud proosakirjanikud;keeruline islami
