EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
mõistatus õpetussõnu;küsima täämine;lugemine mõtlema;meeldima pisistanadon;kodu vanem;vanem vanavanem;rääkimine soonitsin;rääkima lugu;õpetaja tähendama
õpetussõnu nõukogu;lapselaps raamat;raamat mõtlema;täpselt parasjagu;passima meel;õhtu hiiu;hiiumaa tund;raamat rääkima;mõtlema uus
äraarvamine mõistatus;käik puuduma;raamat lugema;seiman vähevõitu;projektijuht aivar;selts tei;arvama tänane;hiiu lasteraamat;plaanima sõna
pisistanadon äkki;täätma asi;raamat lugemine;koolipõlv kirjutatud;realist viimane;no panema;päev vigane;üteldima kirjutama;koolipõlv kirjutatud
õpetussõnu plaan;täätama pill;raamat jääma;raamatukogu täide;inimene ütlema;suuresti aeg;tôesti laisk;raamat jääma;kool suhteliselt
parasjagu tarisoma;lasteraamat no;raamat rääkima;pääl sedamoodi;mõtlema kodu;asi täätama;soonitsin pikk;raamat küsima;tei õpetaja
aniis sõna;aeg äraarvamine;õpetamine raamat;täitsa pul;parem meeldima;lugu täitsa;raamat rääkima;õhtu hiiu;kuskile 70
keek kaas;kirjutama kirjahiiglane;õpetamine koht;raamat mõtlema;viidik inimene;jutt tehia;aeg raamat;maidki rääkimine;eesti keel
kaust väike;plaan sedaviisi;mõtlema kodu;sajand kaugele;arvama esimene;vanavanem lugemine;vigane vaatus;viis lugu;sõna vähe
äkki tôesti;asi segamine;lugema hiiu;sedaviisi esimene;vaatus no;rääkimine soonitsin;paras aeg;kirjutama kirjahiiglane;70 -tess
rääkimine soonitsin;jäneseuut kodu;mõtlema uus;kool suhteliselt;osa valima;täätama pill;lugemine keik;raamat lugema;kodu suur
lili käär;esiti vallamaja;lugema suur;kirjutatud lehekülg;arvama asi;käeõhtud pikk;pude iiri;vaatama hiiu;meel õige
vagarb badegu;täämine jänes;õpetussõnu plaan;parem meeldima;asi mete;pude iiri;no raamat;raamat mõtlema;algus eriti
hiiu lasteraamat;vähe juurutama;aeg raamat;aivar viidik;ari no;plaanesing jutt;raamat mõtlema;kirjahiiglane esiti;laiskus täpselt
jutt tehia;mõtlema uus;jääma kuskile;käima laiskus;vanem aeg;ununema sügis;päev süüdlane;raamat seiman;käima käima
tarniline õpetussõnu;mõtlema kodu;õhtu hiiu;kirjutama kirjahiiglane;aivar viidik;sügis käeõhtud;taas tänane;lugu täitsa;keel eesti
roberta laas;tähendama kuskile;puudu õpetamine;lugu täitsa;uuem vanem;lõpuks ari;pisistanadon äkki;rääkima koht;teadma lubama
soune sõna;ütlema jäneseuut;rääkima koht;hiidlane ennemini;laisk inimene;raamat lugema;no kirjutama;lehekülg kirjutama;sõna siion
sõna õige;pääl sedamoodi;raamatukogu täide;suuresti aeg;aeg raamat;passima meel;plaanima sõna;kaaga ütlema;lasteraamat no
meel õige;ennemini üteldima;mõte natukene;lugemine keik;kodu suur;panemik asi;pul aeg;keik raamat;asi matu
sõna siion;seiman vähevõitu;rääkima lugu;tänane päev;asi hästi;aeg raamat;lugemine mõtlema;lugu õige;ununema sügis
raamatukogu täide;valima koolipõlv;no raamat;võimairima pude;otsima otsima;pul aeg;selts tei;pett rääkima;keel sugu
asi matu;raamat jääma;kaas lugema;uskuma täitsa;armiline asi;raamat rääkima;lugu täitsa;lugemine mõtlema;seiman vähevõitu
suur üllatus;lapsepõlvemaa tähendama;kirjutama otsima;köik armiline;aeg laps;keik raamat;rääkima lugu;otsima lugu;panema järjest
badegu kriminarilinaalne;õpetussõnu plaan;koht arvama;klass plaanima;esimene realist;kaas lugema;õhtu hiiu;lapselaps raamat;heinsoo lili
köeldama vagarb;raamat lugemine;lugemine keik;suhteliselt köeldama;mete no;tähele lobama;lasteraamat no;esimene raamat;köik armiline
koht õige;asi mete;lehekülg kirjutama;täitma ikk;paras aeg;taris lõpuks;otsima lugu;lugemine keik;asi aniis
lillepeenar kall;sedaviisi esimene;tähendama õpetamine;70 -tess;liimitama viis;käima laiskus;siion kirjas;lugema suur;panema algus
tähendama õpetamine;plaanima sõna;jääma uskuma;põhiliselt sajand;suhteliselt köeldama;lugemine keik;lugema suur;jääma hästi;kirjutama otsima
õpetamine raamat;sõna jääma;valima koolipõlv;suur teide;elu elama;meeldima pisistanadon;tänane päev;lapsepõlvemaa tähendama;pääle taas
kirjas mac;osa valima;üteldima kirjutama;päev süüdlane;uus draamandus;täätma asi;raamand rääkima;inimene ütlema;osa valima
raamat seiman;aegne kool;kaugele jääma;kuskile 70;iseekaan kiri;kirjutama kirjahiiglane;rääkima koht;no kirjutama;passima meel
matu laps;nõukogu aegne;otsima lugu;täitsa ununema;tavaline sõna;lugema hiiu;suuresti aeg;ikk täitma;suuresti aeg
muuseum seletuskiri;osa klass;jääma laps;-tess aasta;inimene selts;jääma vaatama;raamat lugema;tähele lobama;õpetamine koht
siion kirjas;armiline asi;raamat küsima;lugu põhiliselt;juurutama sõna;sedasi panemik;asi täätama;parem meeldima;suur paks
mõte natukene;vallamaja raamatukogu;õige mõte;raamat jääma;vaatama hiiu;rääkima lugu;raamat seiman;hiiu keel;no kirjutama
tarisoma tarniline;üteldima kirjutama;pikk pime;õpetaja tähendama;soune sõna;lugemine mõtlema;keik raamat;asi hästi;pul aeg
puudu õpetamine;sõna siion;õpetaja tähendama;kirjutama otsima;nimi liimitama;raamat lugemine;vaatus no;jääma kuskile;pude iiri
koolipõlv kirjutatud;vanem vanavanem;sõna jääma;kirjutama trambima;õige iseekaan;mõte natukene;mõte natukene;lasteraamat no;hiiu maidki
kirjahiiglane esiti;keik raamat;kirjutama kirjahiiglane;tôesti laisk;ütlema käima;pisistanadon äkki;ütlema käima;raamand rääkima;tähele lobama
kirjutatud lehekülg;aeg raamat;pikk vahe;vanavanem lugemine;arvama tänane;kirjahiiglane esiti;täide esimene;ütlema jäneseuut;sajand kaugele
täätma asi;esimene mõte;hiiu keel;raamat lugema;koht arvama;raamat mõtlema;kiip köik;ütlema käima;raamat seiman
päev vigane;leid muuseum;sõna arvama;ütlema jäneseuut;mõtlema uus;tund osa;raamat jääma;merike heinsoo;mõtlema kodu
paks kaust;siion kirjas;tähendama kuskile;tähele lobama;segamine siion;köeldama vagarb;äkki tôesti;tehia kaks;maidki rääkimine
lugemine mõtlema;sügis käeõhtud;väike osa;vaatama hiiu;sõna arvama;soonitsin pikk;teide töö;no raamat;kujundama roberta
kaaga ütlema;kruuk trumm;plaanima sõna;siion kirjas;vanem vanavanem;lugu põhiliselt;vanavanem lugemine;jääma laps;süda suuresti
seletuskiri suur;segamine siion;kodu suur;kirjahiiglane esiti;no raamat;huukja kaaga;jutt tehia;sidi võimairima;esimene mõte
leid muuseum;kirjahiiglane esiti;tänane kool;mõtlema kodu;ühine sõna;siion hiiu;lõpuks ari;sõna jääma;iiri tahvel
raamat lugemine;laps parem;vahe jääma;ununema sügis;kaks itu;lugu õige;asi segamine;kuskile lapsepõlvemaa;koht õige
ennemini üteldima;käima käima;no kirjutama;toimetaja kadri;pime paras;uus draamandus;tänane kool;tei õpetaja;tähendama õpetamine
