keyphrase;score
peaminister reformierakond esitama;0.8691
reformierakond esitama ultimaatum;0.8635
härra peaminister reformierakond;0.8632
kokkuvõte reede 11;0.8611
intervjuu härra peaminister;0.861
peaminister juhan soovitama;0.859
vahetama peaminister keskerakond;0.8581
reformierakond kibestumine jätkama;0.8572
peaminister ütlema reform;0.8571
juhan soovitama reformierakond;0.8566
jätkama peaminister peaminister;0.8563
reformierakond koalitsioon ütlema;0.8561
välisminister lootma reformierakond;0.8552
ülevõtmisteade 28 veebruar;0.8551
soovitama reformierakond kibestumine;0.8549
ülevaade tänane välisuudis;0.8547
peaminister valitsusjuhikoht jääma;0.8546
peaminister keskerakond juht;0.8545
peaminister koht loobuma;0.8545
reformierakond tõepoolest taltuma;0.8541
reformierakondlane riigikogu aseesimees;0.854
juht arvama reformierakond;0.854
raadio uudistetoimetus kokkuvõte;0.8533
valitsusremont näol vahetama;0.8531
valitsusjuhikoht jääma res;0.853
tänane välisuudis kai;0.853
valitsus jääma kolmas;0.8525
mall mälberg peaminister;0.852
reformierakond esimees andrus;0.8516
võib-olla vahetama peaminister;0.8506
vahetama peaminister valitsusjuhikoht;0.8504
lõppema peaminister juhan;0.8504
peaminister tõenäoliselt jätkama;0.8501
mõtlema reformierakond esimees;0.8498
lahkuma peaminister nimel;0.8495
valitsuskoalitsioon säilima muutma;0.849
pakkumis riigikohus esimees;0.849
koalitsioon jätkama peaminister;0.8487
peaminister nõuanne kibestumine;0.8487
ultimaatum lahkuma välisminister;0.8485
jõerüütel reformierakondlane riigikogu;0.8484
publica vahetama peaminister;0.8483
koalitsioon ütlema reformierakond;0.8482
jätkamine opositsioonierakond esindaja;0.8481
uudistetoimetus kokkuvõte reede;0.848
koalitsioonipart klaarima asi;0.8478
arvama reformierakond res;0.8471
keskerakond juht edgar;0.8471
uus välisminister kindlasti;0.8471
keskerakond vale valitsus;0.8467
reformierakond res publica;0.8466
reformierakond esindaja kinnitus;0.8464
pakkumine uus valitsus;0.8461
publica le keskerakond;0.846
isik peaminister ütlema;0.8458
nädal lõppema peaminister;0.8457
mälberg peaminister juhan;0.8456
eesti raadio uudistetoimetus;0.8454
peaminister peaminister tõenäoliselt;0.8454
puudutama reformierakond hella;0.8454
moodustamine uskuma reformierakond;0.8453
jätkamine briti peaminister;0.8451
kompromiss valitsusremont näol;0.8448
reformierakond mõistma öeldu;0.8442
tahtma peaminister koht;0.8442
vaevalt tahtma peaminister;0.844
esimees rein lang;0.8439
valitsusliit püsimine nimel;0.8439
uskuma reformierakond tõepoolest;0.8437
võimalus kompromiss valitsusremont;0.8436
välisminister kandidaat reformierakond;0.8435
savisaar kinnitama keskerakond;0.8434
vahetama liige valitsus;0.8432
koalitsioonileping muutmine juht;0.8428
savisaar sõna keskerakond;0.8423
lootma reformierakond mõistma;0.8422
meel koalitsioon jääma;0.8422
keskerakond kaasamine toompea;0.842
keskerakond esindaja toivo;0.8419
poliitik muudatus vaidlema;0.8416
aitama valitsus jääma;0.8416
28 veebruar riigikogu;0.8415
välisminister lahkuma peaminister;0.8414
määr puudutama reformierakond;0.8414
välisuudis kai vare;0.8413
rahvaliit juht arvama;0.8412
peaminister nimel säilitama;0.8411
seisma reform poliitik;0.841
olukord riik seisukoht;0.8409
kuu eesti raadio;0.8409
keskerakond pakkumine uus;0.8408
tomberg intervjuu härra;0.8407
