EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
mängukava Edison Deniss;lavastaja andma inimtunne;teater toimuma roll;dirigeerima Eri klass;inimene suutma artist;Estonia teater uuslavastus;eesots Estonia teater;teatrilukk jõudma 1984;esimene laulja vahetus
roll mõte kunstimall;Ivo tundma hea;aaria tavaliselt ooper;kahtlemata ballett põnev;otsima uus fluidum;teater uuslavastus Jüri;Ivo Kuuske teatriühing;ooper nimelt Estonia;loogiline arusaadav rääkima
Estonia lava tiitärmine;esietenduma toimuma aasta;ooperisõppu teatrikülastaja tundma;mängitud laulma 11;andma hea võimalus;Estonia vokaalkunstiajaluguk Paul;Estonia teater viimane;Estonia teater viimane;lõpp üleolek no
ruum Grigori Friit;kiri osalema nimiosa;1984 -sse aasta;60 aasta osalema;andma suurem parem;aprill etendus Estonia;käima ooper Rootsi;-sse aasta Ooper;laulja hääl kõlama
peamine teabe Estonia;Vanemuine looma eriti;esindama ooper pakkuma;näitama maksimaalne loomereljeef;andma maksimum võimalus;Eesti ballaad ema;teatrilukk jõudma 1984;Estonia teater solist;palju-palju aasta tooma
Beliin Rossini laulukool;kohtumine Wagner ooper;kontsertreis tantsima õppima;Holland aaria erakordselt;antud moment antud;langus kohanduma Eestimaa;Eino Tamberg ooper;kirjutama niipalju ooper;osa tenor osan
fluidum asi tegelikult;ballett kasutama küllaltki;balletijooks ooperilooming aasta;Vert tänapäev mängitavaim;andma inimtunne lootus;Veljo Tormis Eesti;ooper Rootsi Margarita;uus ooper 84;oldlane palju-palju aasta
kiri Manuel defalia;mõte hea Maiei;oskama asi keelemuusika;ooper täis Tretas;intrigeeriv põnev tekst;Tiit Kuusik etendus;näitama ooper Kardo;stseen ooper lõpp;mängitud laulma 11
Dylammer moor itaaliakeelne;kuldtähine jääma Estonia;jääma hiljaks lenn;paljas lühiooper meister;püüdma andma maksimum;teater solist Leili;laulja Estonia varem;ooper lend olulisem;saavutus laulja hääl
lõpe tõusma langus;kunstnik mitmekülgsus andma;lend olulisem osa;Aziz ballett heitar;andma konkreetne kramp;eesti keel selge;enamik ooperisõppu teatrikülastaja;teater kaks tugev;võib-olla koht puudu
libreto autor Aleksandr;Voronina kirjutama etendus;esindama huvitav solist;rambivalgus Azariblizetski solist;andma inimene täielik;Kuusk austuma Estonia;teater solist Leili;teatrilava laulja hetk;võib-olla näiteks Bokovski
Estonia teater Vanemuine;väärtus määrama antud;tantsuline mängulisus ilmselt;mõttemaailm teos esitama;omandatav asi eriti;Katrin Kivimägi ning-Jaan;teater viimane aastakümme;uuslavastus Jüri kruus;Grigori Friit mono-ooper
Kuusk austuma Estonia;hingama muusika väljendama;koor orkester moodustama;lüüris tenor praktiliselt;võimalus andma hetk;ballettmeister Tiit Härm;ooper Belkanto muusika;tüdruk roll Tamberg;aasta esindama huvitav
tehniline kaasaegne Verk;laulma vähenema diapasoon;mõte hooaeg algama;30 november jõudma;antud materjal maksimum;Eino Tamberg ooper;ooper täis Tretas;ooperisõppu teatrikülastaja tundma;kuulama sealne kogemus
Aleksandr Demiidow oskama;jääma Estonia vokaalkunstiajaluguk;alus võimaldama laulja;ooper esinema tuntud;tegelane andma inimene;kümmi Libret Demiidov;teater uuslavastus Jüri;armastus lavastama Mai;osalema Hendrik Krumm
määrama antud moment;suur meisterlikkus Wagner;jõudma kaheksas märts;näide yldse Mozart;näiteks tooma asi;draamateater ruum Grigori;aasta aeg eesti;etendus lavastama Tiit;karjäär õnnelik inimene
käima abstraktne sfäär;aine dirigent Peeter;osa esinema Tamara;ütlema Paul mägi;fluidum asi tegelikult;ooper Lendav Hollandlane;ooper operett Ivo;aprill etendus Estonia;eelarvamus lend mäletama
kohtumine Wagner ooper;teater kaks tugev;kindlasti uus tükk;Vert hotello mahtuma;kava taas initsiatiiv;kaks külaline Estonia;Vert ooper hotello;Eino Tamberg lend;natuke võib-olla muutma
Vert suur ooper;ballettmeister härm maksma;lihtsalt õppima sügis;Hoyermann tüürima amet;andma täielik ühtne;Leningrad konservatoorium 10;Estonia lava ooper;huvitav lavateos Ivo;lavastuslikult orkester hästi
laulja Estonia varem;klass lavastaja Detlef;eriti Mushowski ooper;Miilberg meister Pedro;uus fluidum asi;ooper Belkanto muusika;ooper lend olulisem;no ütlema ooperisõnastik;püüdma leidma Rudziiet
Mozart laulma aeg;muusika loodud monoball;tükk kirjutama raske;nüanss rikas duede;võimalus võib-olla koht;laulma Vert ooper;rambivalgus Azariblizetski solist;silmapaistev meister lavastus;mängukava Richard Wagner
uus fluidum asi;vokaalkool tähendama asi;palju-palju aasta tooma;Sild paljud-paljud leidma;probleem aktuaalne küllalt;sfäär jääma Meister;balletijooks ooperilooming aasta;operett Ivo Kuusk;muusikakool Moskva Leningrad
teema üldsem armastuslaul;Azariblizetski solist osalema;üldse Elvi laulma;eelnev etapp töö;määrama antud moment;lutsiia lammermur Eesti;Mozart laulma aeg;mono-ooper suutma inimene;hääl kvaliteet eriline
mõte banaalselt lihtne;kuulma tagantjärgi raadiolink;eelnev etapp töö;Detlef rong schweriin;nõudma nõudma artist;dirigent Peeter Lilje;nimi Soome giid;lühiooper meister Pedro;laulma armastusteemaline lend
itaalia keel ütlema;vundament lauljaame elukutse;stuudio külaline nimelt;orkester moodustama täielikult;võim andma suurem;teater toimuma roll;lutsiia lammermur Eesti;nimelt Estonia võtma;maksimum võimalus võib-olla
Kobüüria kaks aaria;vastukaja leidma ütlema;andma maksimum võimalus;pulk läbiarutamine pulk;tekkima oht kodune;kiimov näitama etendus;uus ooper 84;Kuuske teatriühing preemia;Moskva kaasa uus
Palm esinemine linn;lava tiitärmine tantsima;oskama selge muutuma;suurepärane laulja Estonia;ütlema publik aru;Estonia võtma kava;solist publik küllas;Wagner meediaatr lava;tõekspidamine Ivo Kuusk
häälestama Itaalia keel;grantsis Jevgeni Gireijev;näiteks Georg Ots;tegelikult Arne Mikk;oskama regaalia atribuutika;Eesti ballaat Carmen;teater inimene arenema;lutsiia lammermur Eesti;võib-olla hingamine tugi
varem Vanemuine Ivo;üldse lutseedilammermour tonitsema;võib-olla hingamine tugi;rong Schwerin linnateater;näitama maksimaalne loomereljeef;Mait Rooba Tiit;laulma Vert ooper;Anu suurepärane roll;publik võib-olla meeldiv
