EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Volmer Womm ütleb;Kitzbergi mõttes antiikkirjanik;tõsiseltvõetav kirjanik Kitzberg;Rääkimata filmi sattunud;selgelt paroodia elemente;tänane täht Kusti;Vilde Kitzberg kirjandusega;kirjandusest tähtede tänane
Vilde nota bene;mehed Kitzberg Vilde;räägime eesti kirjandusest;ütleb osatäitja kogemata;nii-öelda aluseks ainetel;eesti kirjandusest tähtede;Oskar Lutsu kapsapea;vene kirjanduse käsitlusest
Carl Robert Jakobson;eneseparoodia Kitzbergi See;aega eesti teatrites;Märdiga uudi rahvatükile;balang sein ütleme;rääkisid Peeter Olesk;Kitzberg kirjutas klassikasse;näeme Kitzbergi mõttes
Volmer Womsis Kitzbergi;Ometi kirjandus lavastatav;eriti uue esteetika;kirjutanud Järelikult aeg;annab toon paralleel;ülikoolikaaslased räägime eesti;Kitzbergi loomingust tegelikult;kirjanduse inseneeriasse lavastamisse
Laatre mõisa popsi;Ja Mitta Kitzbergi;Kitzbergi loomingust tegelikult;sülitab kõrtsi põrandale;näeb nii-öelda negatiivset;istmed kahtlemata Eesti;algteksti Kitzbergi tahaksime;rahvuslik ärkamise nii-öelda
Karl Menning Või;teatab Kitzbergi Ei;tõepoolest negatiivsem tegelane;teame Kitzbergi mängiti;realism Vilde KUI;räägime eesti kirjandusest;August Kitzberg käsi;võib-olla Me ajaliselt
ortodoksne mõtlemis mall;Kitzbergi tekstis Mis;Aga alustame uuesti;Meie saates osaleb;kaeda k-tähega näiteks;Eestisse muusikal tänapäeval;Kitzbergi vihastab ajakirjanikke;Suhteliselt Kitzberg kirjutanud
alandatuks Volmer Womm;Kitzbergi Ei hääli;rääkisid Peeter Olesk;maaplika Nii kaugelduaalse;annab olukorras toon;Tallinnas Tartus räägib;Kitzbergi kosjasõit proosatükil;eesti kirjandusest tähtede
eneseparoodia Kitzbergi See;Või Kaarel Ird;näeme Kitzbergi mõttes;Me ülikoolikaaslased räägime;See annab toon;osaleb Peeter Olesk;rääkisid Peeter Olesk;Kitzbergi mõttes antiikkirjanik
eesti teatrites Adolf;Kitzbergi tükist Ent;Aga mehed Kitzberg;ajas tohutult populaarne;teisekstes aspekt kasutad;Mart Ummelas Kuulmiseni;kirjandusest tähtede tänane;Kitzbergi teadlikult silmas
