EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;Los;Merivoo-Parro;T-särki;;Eestisse;eesti;raadiol;Lääne-Euroopat
läbimurdesingel;Meisterjaanieilne;eurosson;vabaaiakest;case;Eestist;Eestisse;rahvusringhäälinguprodutsent;tänavamuusikalid
Merivoo-Parro;maagiat;eurosonicu;meisterjaanieilne;the;Eestis;Eestist;otse-eetris;võib-olla
Buckingeitsentiderildil;Kas;muusikavideo;konkurentsitult;artist;Eesti;Eestis;raadiotes;rääkides
Murrendamine;Äsyli;kontsert;kroonigeni;head;Madalmaades;üle-euroopaliselt;Kuulajatega;ongi
Dragons-i;liikmete;muusikaekspordi;muudofjedes;nooremad;Tallinnas;eurosoonikult;raadio;nii-öelda
Coca-Cola;piisavalt;Eurosonic;bändide;andmed;Hollandi;Eesti;muusikaekspordi;vaadata
võimalik;alternatiivrokkbändid;Erik;meeldib;after;eestlasest;eurosoonikuga;kuulajad;esine
altersioonikul;toit;muusikalised;koogivormist;they;Rootsist;eurosaanikel;eurosoonikuga;ettevõtmine
discol;Meie;esinejaid;meisterjaani;sound;üle-euroopaliselt;Lääne-Euroopat;Eestisse;tõmbaksid
käteplaksu;noortele;muusikatööstuse;kõrvalekallete;roll;Euroopa;Euroopa;Järgmisena;10
alternatiivrokkbändid;Kui;muusikaga;näitasime;integreeritud;festivalide;Tallinnas;kaasmuusikud;nelja-viite
ülikoolilinnas;Sa;võib-olla;meeldis;satud;raadiotes;eurosoonikul;otsesaadet;varem
