keyphrase;score
;1.0
read;0.8488
andide;0.8431
head;0.8348
hull;0.8306
testament;0.829
nimetatakse;0.8239
summa;0.8236
tipp;0.8232
originaal;0.8203
vorm;0.8169
interpreteerib;0.8163
sidemed;0.815
seoses;0.8096
asi;0.8073
Need;0.8057
variant;0.805
annavad;0.8032
variandid;0.8025
suhte;0.8016
etüüd;0.8012
kindlasti;0.7987
taust;0.7987
andekat;0.7972
meelde;0.7971
Et;0.797
lapsed;0.7967
tohiks;0.7964
lastele;0.7964
esimene;0.7963
See;0.7962
usun;0.796
samanimelist;0.7954
antud;0.7953
varre;0.795
tegemist;0.7947
materjale;0.7943
tea;0.7935
oht;0.7926
akent;0.7923
suudame;0.7919
ilmuva;0.7916
koostatud;0.7913
no;0.7911
niiet;0.7911
võib-olla;0.7903
inimesi;0.788
teksti;0.7874
aknast;0.7871
aimused;0.7868
eesti;0.7864
kannel;0.7862
laulab;0.7859
saade;0.7858
ütleb;0.7855
asju;0.7852
kolmest;0.785
kuulama;0.785
ringelda;0.7846
hetke;0.7841
maldame;0.7837
luule;0.7837
algab;0.7833
album;0.7827
pani;0.7826
terve;0.7824
koduaknaid;0.7816
ajal;0.7814
8899;0.7811
mõistatus;0.7805
paljudele;0.7804
antos;0.7802
tahu;0.78
sattuda;0.7799
osa;0.7799
ema;0.7798
meri;0.7797
XY;0.7794
raamatus;0.7794
kinni;0.7792
hea;0.7791
moto;0.7784
neli;0.7783
pannud;0.7783
laulu;0.778
telli;0.778
teadma;0.7777
esimest;0.7774
kombel;0.7768
impeeriumi;0.7766
minutite;0.7765
sisu;0.7763
soov;0.7762
Neid;0.7761
saksakeelse;0.776
analüüs;0.7754
luuletajate;0.7753
No;0.7752
peilib;0.7751
sõna-sõnalt;0.7748
Egan;0.7745
uued;0.7744
klassikaliselt;0.7737
pandud;0.7736
Evi;0.7735
mururaamatut;0.7734
mahult;0.7733
jutt;0.7732
palmisaartele;0.7732
nautida;0.7728
laia;0.7728
Aga;0.7726
tekkida;0.7726
lilleline;0.7724
sügavamaks;0.7722
sügisraju;0.7722
Mart;0.7718
näen;0.7713
natuke;0.7711
Küll;0.771
Altimprovisatsioon;0.7705
looming;0.77
toimetajana;0.7698
fregatt;0.7698
albumitega;0.7698
hääled;0.7694
sarja;0.7693
rida;0.7686
sahistab;0.7679
mõelda;0.7677
Johannes;0.7675
habras;0.7668
mööduv;0.7666
1910;0.7665
jagada;0.7665
sirvin;0.7648
1000;0.7645
Ja;0.7645
Eesti;0.7639
viimaste;0.7636
tahame;0.7635
natukene;0.7629
tuul;0.7628
Maria;0.7627
kogumike;0.7627
lehekülg;0.7627
Edasi;0.7626
Mets;0.7624
kroonlinnas;0.7619
aastal;0.7616
Tuletame;0.7613
200;0.7613
kuuluvad;0.7612
rehepeksumasina;0.7612
AS;0.761
Nonii;0.761
zooloogia;0.7608
vastuvõtlikke;0.7602
Siis;0.7602
Ralf;0.76
Kui;0.7599
panna;0.7595
tšell;0.7591
Debora;0.7583
Rummol;0.7574
Parve;0.7573
raamatukogust;0.7573
Mäger;0.7572
Luigel;0.7571
Lydia;0.7565
Gustav;0.7562
Veldman;0.7556
tehniline;0.7546
Grenzsteini;0.7544
Luuletus;0.7538
Luulealbum;0.7535
Vaikust;0.7535
Sass;0.7535
Soomanile;0.7531
60;0.7528
Michelson;0.7511
Jaan;0.7511
Alveri;0.751
tuua;0.7497
Ki;0.7496
Ka;0.7481
Ta;0.748
kirjandusteadlane;0.7469
Kaasa;0.7454
Wulf;0.7444
Muru;0.743
kihelkonnas;0.7429
Huvitav;0.7427
Sõrves;0.7417
Vaarandi;0.7406
Mida;0.7402
Just;0.7393
Suitsu;0.7256
Ševtšenko;0.7203
Santa;0.6989
