EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;olümpiadistantne;ain-alar;prügikastialane;;külaline;raadio;võistlusmaratonijoogsja;üht-teist
võistluskaal;kliimamõõde;kuulaja;võrdselt;forever;helistama;hääldama;triatloniklubi;töötama
vastupidavussport;maa;raadio;austraalia;;eestlane;ain-alar;spordijuht;aasta-aastalt
väsimus;aasta;staadion;kümnevõistleja;loop;suhtlemine;estonia;hästi-hästi;uuesti
jõuluturniir;aeromünd;suusataja;uuesti;noorem;tänama;tänama;aasta-aastalt;wir
rääkinud-kirjutamu;cc;allar;rattadistants;test;enner;suhtlemine;täispikas;käigus
olümpiamängud;eeskuju;naeratama;terve;moment;raadio;kutse;kümnevõistleja;70
autahvel;jõuluturniir;sõber-tuttav;üldtrenn;hull;alane;saksa;sõitsiviisorementideljas;keha
uus-meremaa;üritus;aeramine;erinev;andekus;öö;kiirem;raadio;sport
toatlemine;tipp-topp;algaja;triatloniklubi;iseloom;ajakirjanik;raiend;pooldama;eesti
käelgelgam;alakivipallur;tallinn;ristand;usa;heino;liituma;lemmik;hästi-hästi
ellujäämine;väljendama;kergem;jüri;tookord;turistina;üht-teist;ületama;kujutama
võistlustav;võistlustav;treeningvõimalus;lõpp;readlett;estonia;konveiermeetod;mängima;jõud
triaatrima;aamen;eestlane;vabatahtlikult;valem;kuulduma;wir;külaline;kohtuma
sõjaväkk;kumpsima;ajakirjanik;suvi;andma;kaksikaasta;jälgima;sissejuhatus;hästi
sõjaväeealine;sõjaväeealine;adrenaliin;kaitsevägi;palm;hommik;finishijoon;suusataja;estonia
sõitmine;tallinn;võistlustav;klass;vale;aitama;kisama;finishijoon;lihtsalt
põhja-euroopa;sõber-tuttav;ootama;maaeluminister;vorm;triaater;turistina;alternatiiv;tugev
naljakam;piisavalt;puhkus;professionaal;wir;oni;lahti;tippseltskond;võimalik
sündmus;klass;ironman;suusatamine;programm;nali;valitud;ajakirjanik;näol
