keyphrase;score
parim liider programm;0.8191
ootus vastama reaalne;0.8081
etnoPiret rist andma;0.807
intress jam pikem;0.805
standard vangla ainus;0.8043
toime küsitav eile;0.8035
nägema silt objekt;0.8024
alge inimene aed;0.8005
alustatud programm eelnema;0.7981
Leader programm toel;0.7975
madalaim intress jam;0.7972
aeg tegelema EFS;0.7968
liider projekt algatus;0.7944
andma ennetav laen;0.7931
esmalt otsim otsimiskraav;0.7912
saamine tingimuslik tingimus;0.7902
meeter sekund soe;0.7901
algatus stiilist Leader;0.7879
laen madalaim intress;0.7879
parim ettevõtmine näiteks;0.7879
tugev traditsioon omav;0.7873
arv kingitus võimalus;0.787
paat tahtma toimima;0.7861
näitamine eeskuju huvitavam;0.7856
võimalik võimalik panema;0.785
toetama maaelu areng;0.7844
teadma noor inimene;0.7843
äik ootama soe;0.7838
Leader programm raha;0.7838
remont sealne hoov;0.7827
tootja loodud ootus;0.7827
hulgaliselt kuulunud ese;0.7817
markeering markeerima paat;0.7814
jagatud jagama jagama;0.781
arendus remont asi;0.781
Leader projekt tegelikult;0.7793
toetus oletus langenud;0.7791
programm toel kiigeplats;0.7789
võtma projektitaotlus esimene;0.7788
kandideerima Adolf Hitler;0.7782
fond maht Re;0.7777
eelolev öö saju;0.7775
programm toetus põllumajandusprojekt;0.7774
puuduma andmed aparaat;0.7774
panema pudel saatma;0.7773
aeg kriis näiteks;0.7772
istuma Brüssel arutama;0.7771
võib-olla nii-öelda 10;0.7769
ese muuseum muuseum;0.7766
seis ütlema kindlalt;0.7764
kaks kaheksa meeter;0.7759
eelnev eesti etno;0.7759
lokk laud horisontaalselt;0.7758
liider pakkuma fond;0.7755
14 välismaa artist;0.775
intress vahendama Reuters;0.7734
rannik 12 meeter;0.7734
järeldus kahtlus seotud;0.7733
surema 10 1000;0.7733
pank andma ennetav;0.7728
president Dmitri Medvedev;0.7727
lihtsalt saade nimetama;0.7726
kreeka liituma illis;0.7723
range majanduspoliitiline programm;0.7722
toimuma 28 -st;0.7716
planeet rida täis;0.7715
suunama noor määr;0.7714
tekkima udu puhuma;0.7714
tegevusgrupp koostama strateegia;0.7704
muutuma paindlikum Fessessab;0.7702
realistlik vaatama EFSF;0.7698
huvitavam salapart bask;0.7693
täpsus hetk seis;0.7693
uudisteagentuur AFP hauamonument;0.769
kosmosesüstik programm Atlantis;0.7686
säilitama näitama no;0.7681
jagama jagama mure;0.7681
edendama Venemaa presidendivalimine;0.768
Margit Kuhi uus;0.7679
aparaat praktiliselt käsi;0.7677
15 17 inimene;0.7676
sada maailm suurem;0.7674
huvi eeste naast;0.7672
aeg vang 1966;0.7668
Steiner hinnang maailmavõimek;0.7665
rütm pulss laager;0.7663
võtma tohutu huvi;0.7663
kaks inimene samaaegselt;0.7663
inimene võib-olla natuke;0.7654
natukene kidur lugu;0.7649
sealne hoov lava;0.7643
eile kuulutama ÜRO;0.7643
1000 projekt Toomas;0.7643
vili kandma noor;0.7641
rist andma teadma;0.7634
näiteks Kalama Senegal;0.7634
savimaja ehitus haljastus;0.7632
Hitler asetäitja Rudolf;0.7625
euro ala euroala;0.7624
vang mõistma 1946;0.7623
udu puhuma ida;0.7623
Uma mekk pikk;0.7623
muusika rääkima vanem;0.7623
laen abirahandusminister Jürgen;0.7622
targem aasta no;0.7619
laulma jumalateenistus kirik;0.7619
Janek Salme USA;0.7612
atlantis muuseumieksponaat Kennedy;0.7612
ütlema mürtsuma trumm;0.7609
pillerkauss nael pill;0.7608
parim Taali mesila;0.7603
tuvastama puistama meri;0.7598
folk esinema 28;0.7597
tulenema festival teema;0.7597
ettevõte arendus remont;0.7594
Munsiidal aselinnapea Roland;0.7594
jagatud rõõm topeltrõõm;0.7589
kolima pubi tegelane;0.7589
artist programmipealik Tarmo;0.7583
omanik Kiviberg hea;0.7581
huvi proovima inspireerima;0.7574
pank toetamine pikk;0.7573
soe 18 22;0.7572
Zeitung esisugulane seletama;0.7568
suurune grupp 15;0.7566
asfalttee ajalooline laev;0.7563
26 32 kraad;0.7561
pressikontsert astunud Silver;0.756
üha usinamalt Saaremaa;0.7559
28 -st 31;0.7557
-st 31 juuli;0.7554
pill rütmipill natukene;0.7554
Kosmoseagentuur NASA 30;0.7553
Margitta otsmaa jätkama;0.7549
30 protsent laps;0.7548
lihtsalt täpselt teadma;0.7548
festival ajal noor;0.7546
lendama 1941 aasta;0.7541
Atlant maanduma Kennedy;0.754
parkett naetama klomp;0.754
Järvekülg käima Ghanas;0.7539
kivi graniitklomp kivi;0.7538
operatsioon avalik Eesti;0.7538
Kuhi uus tulija;0.7535
näol 1000 300;0.7533
romantiline rannatee Uma;0.7529
näljahäda tähendama 30;0.7529
kaks torupill saksofon;0.7529
lõuna Somaalia ala;0.7527
meri kirjutama Süddeutsche;0.7527
koma üheksa miljon;0.7524
1000 300 aasta;0.7523
homne 26 32;0.7513
töötama hästi töötama;0.7512
18 22 homme;0.7511
440 miljard euro;0.7511
peaminister Vladimir Putin;0.7511
2025 -ks aasta;0.7511
tervisespordikeskus käima Toomas;0.7505
laager bändkemp 2010;0.7505
maamajandus infokeskus maa-elu;0.7505
Vladimir Putin vihjama;0.7503
Euroopa finantsstabiilsus fond;0.7502
festival pulss Madis;0.7502
maksevõimetus EFSF Kreeka;0.7497
NASA 30 aasta;0.7497
1987 aasta august;0.7495
Kalama Senegal tagurpidi;0.7494
rahvaloendus näitama Bulgaaria;0.7492
Somaalia ala ametlikult;0.7491
esimene abipakett 57;0.7486
