keyphrase;score
küsima uno loop;0.827
ain tookord test;0.809
andma vale kumm;0.8049
suvi liituma programm;0.8014
ülev tunne moment;0.8012
otsene mõte null;0.7997
tegelema tegelikult tallinn;0.799
programm looma võimalus;0.7978
uno nokkima tookord;0.7975
suhteliselt ebareaalne näiteks;0.7967
wir vari kindlasti;0.7964
näiteks paar nädal;0.7961
distants asi parem;0.7956
asi kummaline rumal;0.7954
vaim positiivne energia;0.7948
toime distants paranemine;0.7946
toimuma nii-öelda võistlus;0.7939
tuttav kutsuma näiteks;0.7937
mees hull beater;0.7936
näitama sündmus seoses;0.7936
ebareaalne näiteks usa;0.7936
tegelikult niu komplekstreening;0.7935
test triatlon tipp;0.7935
hetk motivaator erinev;0.7931
tunne moment fiiling;0.7927
võimalus treenima kogus;0.7924
nurk totaalselt lihtsalt;0.7924
pooltund saatma andma;0.7924
andma tegelikult suhteliselt;0.7922
kaks kaks arvama;0.7922
mees asi saatus;0.7917
panema suhteliselt ebareaalne;0.7915
motivaator erinev selge;0.7914
ütlema kuttingla forever;0.7914
testika spetsiifika inimene;0.7909
püss nurk totaalselt;0.7906
null madonna vanus;0.7904
kergendus toimuma nii-öelda;0.7903
tookord test triatlon;0.7902
nimi andma tookord;0.7902
muutma suhtlemine äärmiselt;0.79
võib-olla ütlema tase;0.79
raske hetk motivaator;0.7897
saatma andma vale;0.7897
niigi kahju kannatama;0.7896
liituma programm looma;0.7896
arvama ujul probleem;0.7895
kiri panema suhteliselt;0.7894
tegelema nool readlett;0.7894
taastuma suutma uus;0.7894
optimaalne arvama tahtma;0.7894
tookord tegelema nool;0.7893
käima eksimisvõimalus suhteliselt;0.789
eriline ujumine andma;0.7889
raske kaks suutma;0.7888
utsitama tohtima tervis;0.7887
oskama ütlema vaatama;0.7885
asi kutse proff;0.7885
asi parem marko;0.7884
sobima näiteks kaks;0.7884
füüsiline vorm parem;0.7883
uno loop läbisaamine;0.788
erinev asi kummaline;0.7879
palav kiirem siledam;0.7879
spetsiifika inimene tipptase;0.7878
niu komplekstreening erinev;0.7877
sattuma sisend võib-olla;0.7876
alternatiiv suusatamine võib-olla;0.7876
näiteks havai nii-öelda;0.7874
ütlema vaatama erinev;0.7872
parem marko albert;0.7872
arvama tahtma kvaliteet;0.7872
vorm parem oskama;0.7869
võistlus kombinatsioon ületama;0.7867
tegelema otseselt ala;0.7867
iseloom loogikas mahtuma;0.7866
nool readlett üldse;0.7866
distants luba profiil;0.7865
energia vähene võimalik;0.7864
süsteem harjutamine motivatsioon;0.7864
võistlus toimuma tegemine;0.7863
suutma taastuma suutma;0.7863
kahju kannatama paar;0.7862
paremini kõnelema näiteks;0.7861
parem kergem mees;0.7861
sobivus konkreetne distants;0.7861
emotsioon emotsioon võistlus;0.786
nii-öelda nii-öelda lohutus;0.7859
uus mitmekesine ettevalmistus;0.7859
pall mängima näiteks;0.7859
keskenduma erinev ala;0.7858
erinev tingimus võistlus;0.7858
konkureeriv oskama ütlema;0.7857
distants testika spetsiifika;0.7857
kasutus ainaar kutsuma;0.7857
mees selge eeskuju;0.7856
asi korralik vihm;0.7856
aine võistlus toimuma;0.7856
