EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;Los;Merivoo-Parro;T-särki;;Eestisse;eesti;raadiol;Lääne-Euroopat
läbimurdesingel;Meisterjaanieilne;eurosson;vabaaiakest;case;Eestist;Eestisse;rahvusringhäälinguprodutsent;tänavamuusikalid
Merivoo-Parro;maagiat;eurosonicu;meisterjaanieilne;the;Eestis;Eestist;otse-eetris;võib-olla
Buckingeitsentiderildil;Kas;muusikavideo;konkurentsitult;artist;Eesti;Eestis;raadiotes;rääkides
Murrendamine;Äsyli;kontsert;kroonigeni;head;Madalmaades;üle-euroopaliselt;Kuulajatega;ongi
Dragons-i;liikmete;muusikaekspordi;muudofjedes;nooremad;Tallinnas;eurosoonikult;raadio;nii-öelda
Coca-Cola;piisavalt;Eurosonic;bändide;andmed;Hollandi;Eesti;muusikaekspordi;vaadata
võimalik;alternatiivrokkbändid;Erik;meeldib;after;eestlasest;eurosoonikuga;kuulajad;tõmbaksid
altersioonikul;toit;muusikalised;koogivormist;they;Rootsist;eurosaanikel;eurosoonikuga;ettevõtmine
discol;Meie;esinejaid;meisterjaani;sound;üle-euroopaliselt;Lääne-Euroopat;Eestisse;esine
käteplaksu;noortele;muusikatööstuse;kõrvalekallete;roll;Euroopa;Euroopa;Järgmisena;varem
alternatiivrokkbändid;Kui;muusikast;näitasime;integreeritud;festivalide;Tallinnas;kaasmuusikud;nelja-viite
ülikoolilinnas;Sa;muusikaga;meeldis;satud;raadiotes;eurosoonikul;otsesaadet;10
rongiliiklus;Tähelepanu;võib-olla;mängitsi;fenomen;eurosaanikel;eurotsooni;Eestist;lihtsalt
väliskosmosemõttes;Aga;ootama;allajääjaks;laste;eesti;eurosonicu;Kuulake;tutvuda
tõenäosus;Eestisse;Eestis;esinesid;alter;Rootsi;Rootsist;maarjaMoonüürik;kahe
Dragons;kordagi;eestlasest;ametlikku;him;eurosoonikult;eurosson;Siim;eesti
üle-euroopaliselt;Frederick;jääme;keskesaade;isema;otsesaatetundi;publikule;otseülekandega;tegelikult
söögiraha;Erki;kontsertide;festivalikülalisi;manager;uudis;Kuulajatega;eestlasest;otse-eetris
Pärnkontsert;kannab;festivalide;ristiisalt;automaat;festivali;Holland;esinejaid;uuesti
Eurosonic;Oleks;kuuleme;pidudesarja;pioneerid;Holland;Hollandi;otsesaatetundi;12
vabaaiakest;;eesti;näljaseid;printida;uudiste;publiku;otsesaatesse;head
järjekorras;Coca-Cola;festivalile;lavadeks;checki;festivalikülalisi;Madalmaades;kuulaks;natukese
kraaniganis;MINA;üle-euroopaliselt;uudiste;tekib;Eurosonic;Hollandisse;kuulete;küsisin
