EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;kandma;lastekirjandus;trükikivi;;eestikeelne;kirjanik;lasteraamat;töötama
räpakunst;kirjanik;1847;ebameeldivalt;algebra;eestindus;raamat;lastekirjanik;vene
terlustige;teater;lastekirjanik;pöidlaimeja;tool;eestipärane;kirjanduslik;lastekirjandus;liha
trastilisem;vihane;lugema;pealkiri;Is;saksakeelne;tõlketegija;kahupeakaar;kirjastaja
helirežissöör;maa;kirjanduslik;püssiprill;from;eestindaja;kirjastaja;jõululapsuk;Kinder
mängulisus;kell;1844;tänaseni;eine;luuleruum;autor;jõululaud;lihtsalt
õnnetus;muusika;lugeja;kuueaastane;prints;käsiraamatuk;kirjapilt;lugu;kolmeaastane
võimalik;maapill;püssiprill;kahekesi;neeger;saksa;käsiraamatuk;raamatuke;king
Lööning;nimekuju;püss;poisid-plika;test;sakslane;saksakeelne;lapsuke;kirjatöö
lööning;risk;peeter;üleüldse;roll;kirjanduslik;raamatuke;üleraamat;1923
