EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
õelad incad;Amazonase vapiloom;Amazonasest räägime;tegelikult teame;faktid tekitas;Amazonasest räägime;veidi Amazonasest;Amazonas algab;ehitasid mäe
nii-öelda kosmilises;Jaaguarid Lõuna-Ameerika;Ameerikasse Aga;Aga paigutus;pikad uhked;räägin mägisest;raamatukaante täna;Jaaguarid Lõuna-Ameerika;nii-öelda metsast
tegelikult chapoyastest;matšubitsuks Ehk;Andidesse vesi;vaadates Orioni;See aeg;Jätkame fotogooliga;võimalik Andidesse;Ameerikasse Aga;Lõuna-Ameerika suurimad
edukad maisiliike;Jätkame fotogooliga;veesüsteem võimalik;incad Anastasid;valgub ongi;vihmametsa niiskust;erilisem paik;Andidesse vesi;võib-olla huvitavam
õõnsusi konarusi;mägedesse Ja;basseiniks sisuliselt;aeg suunas;vabandust unustasin;koht Kuid;leitakse endiselt;räägin mägisest;Jaaguarid Lõuna-Ameerika
Nendes kohtades;kutsutakse Põhja-Peruu;loodust vihmametsa;10000 aastat;huvitavam erilisem;kutsutakse Põhja-Peruu;paik tahan;vihmahooaeg matk;väga-väga näiteks
režiim lihtinimesel;kaljujoonised näha;jalutama paadiga;lausa 2000;staatuslike esemete;lugema suutsid;räägin mägisest;suurimad kassid;jääb lausa
suur osa;jäänud chachapoyaste;tegelikult Anastajad;alast Amazonas;hetkel tegelikult;Kaupo Kikkas;koobas suletuna;tegelikult Hispaania;nii-öelda kirjutajad
lõppu ehitatud;loost raamatukaante;Sest tegelikult;paremini Ja;tajad incad;kujutame jõge;käinud suur;Jätkame fotogooliga;ehitatud suure
asi tohutult;tähendabki kettiot;võimalik Andidesse;Ja esimene;uhked chachapoyased;raamatukaante täna;levinud sisuliselt;kujutame jõge;Kui nii-öelda
Peruus tegu;meetrit merepinna;Ja jätkame;linna lõuna;suurim asi;kohalikud ütlevad;lapi leitakse;Tounturs kahe;hetkel tegelikult
tõuseb kohalikud;jooni jõukajaali;vabandust unustasin;kolmnurk nii-öelda;metsa ilmuma;täna räägime;maa tõusnud;Aga pilt;Põhja-Peruust inkad
Ta teada;jõge vett;Lõuna-Ameerika suurimad;tõlgendus arvatakse;esimene asi;Peruus tegu;uurimas paik;metsast vaikselt;nii-öelda immuunsussüsteemi
