EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
ema nutma dissageli;hästi kasu Ja;viimased aastat kuulma;kadunud See keele-Aavik;print Ta tellis;Tartu stuudiosse intervjuud;õnnestus Tartu stuudiosse;Hainsalu sööd intervjuu;viimasel ajal väga-väga
sõnad sõnad elusolendid;esivanematest Kas palun;Ja sari ajalugu;elas lehes Ma;inimene 1000 selfie't;tegelikult rahul Teil;asjamees kutsusin inimesi;Aga luuletuskogusid müügiks;väga-väga kiiresti Ja
2019 käänded kaovad;riikides Ja võib-olla;ainuke variant vanadekodu;Ja kirjutasin kutsusin;kurb artiklitest osata;kannab Eesti naise;stuudiosse linna inimesi;Mis viisid Toompeale;väga-väga ilus luuletus
keele sajandite juured;Vahetame teemat taas;luule kultuuriessents Mis;september 2019 käänded;andnud Ja ainuke;Saare kahjuks Te;Hainsalu sööd intervjuu;ruttu kuuleb Mingid;riikides Ja võib-olla
lugenud populaarne riik;maailma Meie maailma;rääkida Ei 60;Mind usaldati piiri;ema ämm nooremad;tahtsid abi Ja;leidsin julge kirjutada;kirjuta eluloost elamused;loen luulet tõsi
Võib-olla omandavad uusi;elus verd Teie;õnnestus Tartu stuudiosse;no kujutame 101;intervjuud andma andnud;igav Ilus eesti;Lapsepõlvekodusid Tartu linnas;14 haruldast käänet;paljud vanainimesed räägivad
ämm nooremad vennad;Tartu Ülikooli 70;luuletuskogusid müügiks kurvaks;ammu viidi Ma;usaldus tekib Mind;härrad prouad maailma;tervitage emasid Igaühel;taia riigitegelane Lehte;imestust tundub huvitav
Lapsepõlvekodusid Tartu linnas;hirmsamaid On vaest;võib-olla üldine energiakadu;dolla sisemuses testi;nähtavasti nooremad vanem;keeletoimetajate kan tihti;selili ütlesid tasaema;Mis juhtunud 60;raadiointervjuudes sõna- päriselt
paralleelvormid lühike mitmus;inimene räägib mõtleb;Head kuulajad nõusoleku;delfi sõprusringid internetis;hea idee ellu;kommentaarides näha üldse;vorminikerdust huumorit jampsi;39 esimene novellikogu;koolist kaasa antud
rubriigis ajal Edasis;Mulle tundub päriselt;Ma aru luuletusi;Kui arvame Mei;kandideerida valida ausate;vanainimesed räägivad tore;Inimesed mõtlesid kogemustele;elasin 55 aastat;Ja võib-olla võib-olla
soov ärgitada inimesi;hakkasingi kirjutama elupaikadest;Mõtlesin põrandal selili;vorminikerdust huumorit jampsi;võib-olla võib-olla iseloom;Tartu ehitatud sedamoodi;Aga Millega tegelete;tahtsin telerist elasin;lugeda Ja eriti
täis küsijaid Ei;lapselapselapsed tegelema Kuidas;Ülikooli 70 -ks;Ja mööbel muretseda;reklaame postkasti etta;kirjanikud rahva südametunnistus;ilus keel häbeneda;ütleb haiget Kõike;kirjeldada asjad inimesed
vanasti räägiti juttusid;Kuhu rõivad pannakse;noor luuletaja põlve;print Ta tellis;kutsusin inimesi inimesi;Ja valin häälikuid;raamatukaupluses Kas kergendus;Eestis elame paradiisis;võib-olla soovime räägime
