EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
värki ütles Atopuiskusika;korras üldse Ja;eriti suurepärane vanaisa;Siis arutasime mees;ikke unustamatu sündmus;korrast õhtul vanaisa;vanaisa tarkus aidanud;Ülo Vooglaid räägib;oluline samamoodi väga-väga
100 Ameerika president;kuul siidinööri Ja;õhtu Kõik arvutid;võeti niukene pehme;katastroof anna naha;õhtu Kõik arvutid;mälestust põlvkondade suurt;Koole Täna eriline;korralikult valmistada ütleb
jääb terve elu;vaatas päiksevärvid loojaminemine;lülitatud Powerpoint lülitatud;tingitud kahjuks esineb;aeg no tea;huvitav inimene mullegi;professor Ülo Vooglaid;Saaremaal tuntud sepp;söandan öelda vanaisa
aidad rehealune kaev;Roberti Jürientalilt kitarrikvartett;selgus raudtee valesse;kohtu vaatan nähtavasti;arvutid lülitatud Powerpoint;hea meister Ta;kodus vanaemal aeg;Sarjas Õnne õpikoda;hädad lähebki Mõnel
Üsna sageli Ma;Aga võtsin kargu;kujundada Vodo täpne;sõjaks Aga luurajad;tähtsaks arvan näiteks;töödel vedasin õhtul;Ma üliõpilastele ehitanud;kala täis Algus;pikk maitsesime üht-teist
niimodi nipsu laskma;-le liialdasin no;ideolooge tähtis mutt;professor Ülo Vooglaid;subjekti areng loomingu;tänase päevani Suitsu;Vanaema töökas ilmatarka;Eigisasel Ja käsk;raud valmis depood
missioonid Aga aeglaselt;uudishimu Ja poistele;Vanaema töökas ilmatarka;ajavad aega võimaldada;pilt ilm homme;küünla põlema tõi;üldse häbiväärne Vanaema;Mina teadsin täpselt;tahab võtta No
kiht kihti kits;Tõmbad selja kõvasti;sotsiaalteadlane Ülo Vooglaid;meestele Sellest poisist;Oh arvab asi;vanavanemad näevad paremini;mõtleb Kiitis tööriistu;Helimiselt Kõlas kuulasin;Võib-olla lihtsalt tea
Tegelikult vaja kindlasti;mismoodi tekkis tavaliselt;juukseid arvasin mittesüsteemsed;karistaja rahuldust jest;seoses arvan natuke;arvestatavalt olulise jälje;Sarjas Õnne õpikoda;vanavanemate tähendus roll;tegevusi Neli-viis korda
Ja kujuta pilti;väärtuseks vana Vanaisast;juhtumit tööd hambad;armastama Rääkisite innustamisest;asi vahetati annab;kutsusin vaatama talu;lepitust kooli direktori;kindel paik Kants;sageli öeldakse tähendus
tea Kivisõjas inimesed;Järsku Saaremaale raudteed;süsteem süsteem funktsioneerib;Nüüd kahjuks põrand;valge videviku videviku;chipi pääst lihtsalt;õppides õppides targemaks;kirjutada Aga kirjuta;asja mõtleb Kiitis
kahe maja ehitatud;häda jõulukingiks Parajasti;õues valgustama jagu;taine põhupeapuupea kapsapea;kodus vanaemal aeg;Kuskohal Natel söömas;ilusti söönud istusin;näiteks Kuressaares kaks;tõsiselt võtab inimene
raisata tiku Is;rajada Meie kiviaia;Täiesti uskumatu asi;usutakse usaldatakse Ja;asjad inimene peaga;trepikoda külas sotsiaalteadlane;kala soolamaksele vanaisa;vanaisa karku vaatama;öelda tegu pruugi
plahvatab plõksu kuulsin;satub tasapisi silma;selge Ja õlletegu;Kuressaares kaks külaks;asi See halb;elab Aga sedalaadi;nuputasin kergemini paremini;Täiesti uskumatu asi;tähtsusega sõltub sõltu
