EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;poliitika;õhk;kriitiline;;Eestimaa;eesti;Postimees;jätkama
andrifaalne;kandma;ajakirjanik;liitlassuhe;argument;eesti;Tallinn;arvamustoimetaja;paigaldama
korporatiivsus;maa;hääl;kuidagiviisi;element;Tallinn;Eesti;keskerakondlane;töötama
ärapanemisrõõm;õigus;lihtsam;kõigutama;kind;Estonia;Estonia;pressitegelane;riik
toetusüritus;maapoliitik;Sulev;saja-kahesaeg;pull;Võrumaa;Võrumaa;rahvateener;teatrijuht
mõttevahetus;käitumine;igapäev;sealkandis;noorem;keskerakond;tuiksoo;eestkõneleja;tulemus
märkimisväärne;teater;keskhommik;vaoshoitult;hull;eestlane;rusikas;pressikonverents;võib-olla
näopiirkond;tark;poliitikahuviline;pealkiri;meetod;maakond;täna;pealkiri;lihtsalt
läbirääkimine;härra;valijaskond;lugupeetud;stress;koduerakond;nimel;Rahvaliit;mitukümmend
loojoscife;keskerakond;öösel;vasakpoolne;roll;rusikas;Eestimaa;rahvusringhääling;põhjus
õnnetus;tegevpoliitika;ootama;kohanimekiri;summa;Riigikogu;Hallik-Konnula;võtma;süüdistama
kohtusüsteemne;in;puhas;toetusüritus;istung;toimetus;Raivo;teleintervjuus;uuesti
ümbruskond;nõukogu;avalikkus;näide;in;tuiksoo;Euroopa;lõpuminut;kuskilt
corpore;mäng;lõhnama;mehhaaniliselt;andma;panema;isik;peaministrikandidaat;eesti
võimalik;nish;saade;terviserike;vale;erakond;kuulaja;nii-öelda;vahetama
võltstagasihoidlikkus;korras;kuulaja;meeldiv;vorm;saja-kahesaeg;poliitpekk;Nõukogu;president
