keyphrase;score
rahvajututeema-aasta;0.6045
teema-aasta;0.5838
rahvajutulugu;0.5802
rahvakultuuri;0.5539
rahvajutu;0.5082
jutukooli;0.5055
rahvajutte;0.4999
uudistesaadet;0.4982
aastaid;0.4746
rahva;0.473
seminari;0.4625
lugusid;0.4615
lugu;0.4569
seminar;0.4562
aasta;0.4529
jutukest;0.4522
rahvajuturaamatut;0.4513
inimestel;0.4502
kuulutati;0.4487
kõnelemad;0.448
ajastu;0.4466
rahvajutul;0.4459
aastat;0.4455
rahvapärimus;0.4411
uudisid;0.4397
tähelepannide;0.4317
maailma;0.4297
juttusid;0.4293
mitukümmend;0.4285
eesti;0.4235
kõnele;0.4234
projekti;0.4192
kirjutatakse;0.4191
praegamsistu;0.4187
kohapärimus;0.4157
elu;0.4149
pealkirja;0.4138
muistendi;0.4135
ajal;0.413
lugemise;0.4095
projekt;0.4092
koolid;0.409
tunni;0.4067
juttu;0.4061
juttub;0.406
projekte;0.4041
inimesi;0.4018
saatjaid;0.4017
kõnedesse;0.3998
kõneled;0.3996
sündmusi;0.3976
jutukese;0.3942
raamatu;0.394
kõne;0.3918
rahvajutt;0.3913
kõnelda;0.3908
kirjutame;0.3891
kirjanik;0.389
muinasjutu;0.3842
kotun;0.3816
nakatniku;0.379
sisu;0.378
korraldada;0.3775
kõneleb;0.3742
eestvedajaid;0.3711
saamises;0.3695
kaantega;0.3693
raamatut;0.3686
maakonna;0.3656
näidata;0.3651
kihast;0.3642
meelde;0.3627
otsi;0.3623
toimusi;0.36
lasteaiad;0.3555
pärimust;0.3541
vedanu;0.3541
raamat;0.3539
mõttelesid;0.3533
muutunu;0.3533
ettevõtmisi;0.3528
myansid;0.3512
kirjutava;0.351
mulgi;0.3508
mõtet;0.3494
kodulehe;0.3483
ongi;0.3473
inimese;0.3469
kullede;0.3467
küsidagi;0.3453
takerdub;0.3451
vanu;0.3447
annab;0.3435
tiiet;0.3427
jutega;0.3407
nimetada;0.3407
kulleke;0.3404
tutta;0.3403
võituda;0.3397
keskuse;0.3385
maa;0.3384
hooli;0.3372
kaitsekümmend;0.3349
ütlevad;0.3346
huvitav;0.3342
lepivagi;0.3334
muudu;0.3334
ütleme;0.3332
kobarast;0.3315
tähele;0.3278
une;0.3276
panema;0.3268
nüüdsel;0.3252
tähtis;0.3248
piret;0.3237
kaasa;0.3211
kaua;0.3209
jutage;0.3193
identiteet;0.3187
juhan;0.3186
maiga;0.3179
küsisid;0.3164
mäleta;0.316
jaanuaril;0.3158
tõejärgne;0.315
kohanu;0.3147
kaassihend;0.3136
vest;0.3102
huvitabki;0.3091
jaosma;0.3076
teisipäev;0.3073
valinud;0.3059
looda;0.303
täis;0.3028
istub;0.3013
1000;0.2999
kuist;0.2978
maria;0.2959
tullu;0.2954
vanaemadele;0.2947
10;0.2947
näites;0.2941
tasu;0.2929
süda;0.2926
tahad;0.2926
eestvedamisega;0.2926
tähtsam;0.2902
ilves;0.2896
kodukohana;0.2854
salaasi;0.2841
algab;0.2824
natukese;0.2791
ilusa;0.2757
kreutzwaldi;0.2739
esimeses;0.2707
suur;0.2689
webidade;0.2672
mede;0.2669
nikku;0.2644
uskumuse;0.2602
tähendust;0.2595
jama;0.2577
seitse;0.2567
kolmveerand;0.2561
jälle;0.2517
mõtledki;0.2504
tõe;0.2445
looma;0.2437
veerand;0.2424
peipsis;0.2423
lahtidu;0.2412
päält;0.2402
roheliste;0.2353
õhtu;0.2351
etta;0.2335
kristi;0.2259
facebooki;0.2254
juttest;0.2252
20;0.2232
valutama;0.2154
väärtushinnangu;0.2133
tyyp;0.2108
maru;0.2092
tunne;0.2042
illustratsiooni;0.2022
hom;0.2014
tom;0.2011
väljakutse;0.1918
ennemuistse;0.1866
jakobson;0.1808
tööd;0.1774
no;0.1712
haiglane;0.1632
deeda;0.1632
kreutzwald;0.1594
vähe;0.1562
tuits;0.1548
kuu;0.132
hingetõmbega;0.1131
neuronginimis;0.0809
