EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;kõneleb;rahvakultuuri;saatjaid;;rahvajututeema-aasta;rahvajututeema-aasta;kistus
neuronginimis;tääve;rahvajutte;tegelenud;une;teema-aasta;rahvajutul;tasu
Sissomede;mõtledki;rahvajutu;teisipäev;vast;rahvajutulugu;rahvajutt;ajal
kohapärimus;mõtlegi;inimesi;üüdistest;suma;rahvakultuuri;rahvajutte;üldse
võistlen;maa;rahvajutt;vanaisadele;vil;Rahvakultuuri;rahvajuturaamatut;rahvajututeema-aasta
jaosma;hom;rahva;tegelikult;etta;rahvajutu;rahvajutu;mõtlen
rahvajutulugu;une;rahvajututeema-aasta;üldse;asi;jutukooli;jutukooli;inimesel
kaassihend;;rahvajutul;näites;om;rahvajutte;rahvajutulugu;mitukümmend
tõsitselt;Rohkem;rahvapärimus;uudisid;identiteet;uudistesaadet;juttusid;kirjutame
Myansid;Kas;inimestel;võtardada;omid;aastaid;Rahvakultuuri;kaua
