EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
incognito christine teene;kõnnak laps teadma;silver ükssilm muretsema;aine dramatiseer lavastama;eriline kodu kodu;mereröövel silver ükssilm;silver ükssilm hirmsam;raamat silver ükssilm;raamat silver ükssilm
esinema incognito christine;hääl ütlema mereröövel;silver ükssilm kartmatu;ükssilm felsland hirmus;saade eriline kodu;raamat silver ükssilm;raamat silver ükssilm;mereröövel silver ükssilm;kass sugugi nimelt
silver ükssilm felsland;silver eksilm aardekaart;silver ükssilm hirmsam;incognito christine teene;verivaenlane hirmus admiral;leppima silver ükssilm;silver ükssilm muretsema;kuuldemäng silver ükssilm;ükssilm kartmatu kadri-ann
rööv silver kadriann;admiral käsi silver;silver kadriann parim;esinema incognito christine;tähtsus esinema silver;kadri-ann röövretk mürmagoonia;silver ükssilm selsland;otsima silver ükssilm;viis jalg parem
külaline lampia jack;kass kass paraku;hirmus mereröövel silver;jällegi esinema incognito;kodu kodu tüdruk;silver ükssilm kolmas;silver ükssilm kartmatu;silver ükssilm kolmas;jällegi esinema incognito
silver mihkel tikkerpalu;silver ükssilm muretsema;silver ükssilm kolmas;tähtsus esinema silver;mängima admiral ammu;mihkel tikkerpalu kadri-ann;leppima silver ükssilm;silver ükssilm äkki;tüdruk võib-olla pantvang
mõte põli mõte;lampjalg tšak mürmagoonia;otsima silver ükssilm;põne jällegi esinema;parem meeldima tore;rööv silver kadriann;silver ükssilm äkki;silver ükssilm kartmatu;nägema liigutama mööbel
inga ino hinganito;lihtsalt põnd kutsuma;admiral käsi silver;ino hinganito mängima;hinganito mängima admiral;kadri-ann kaisa selde;silver ükssilm kolmas;silver ükssilm hirmsam;lampia jack armastama
põnd kutsuma adrian;leppima silver ükssilm;mereröövel silver ükssilm;leidma kümnevane ratas;admiral ammu nägema;kartmatu kadri-ann röövretk;mereröövel silver ükssilm;silver ükssilm selsland;võib-olla pantvang tõepoolest
kuuldemäng silver ükssilm;kaugelt valjugesimine järgima;hirmus admiral tundma;esinema silver reek;tooma otsima kindel;silver ükssilm felsland;otsima silver ükssilm;käsi silver ükssilm;mees kass sugugi
tšak andres roosileht;aardekaart nojah meremehekirstus;rööv silver kadriann;mängima admiral ammu;kutsuma adrian ustav;piiluma odraiva nägema;rööv silver kadriann;leppima silver ükssilm;kartmatu kadri-ann nõudma
puerto rico rumm;silver kadriann parim;silver ükssilm selsland;valgem tuul reisiseltskond;ähkimine tahtma admiral;kuuldemäng silver ükssilm;silver ükssilm felsland;ükssilm hirmsam mereröövel;jalg puu hobune
jällegi esinema incognito;känd nöör araabia;tahtma admiral käsi;muretsema kadri üldse;ustav hobune tana;lõppema kuuldemäng silver;silver hoiatama kadri-ann;hirmus mereröövel silver;mööbel otsima silver
hirmus mereröövel silver;jack möirgama tuub;verivaenlane hirmus admiral;raamat silver ükssilm;vaatama tase ilus;andres osa silver;käsi silver ükssilm;silver ükssilm muretsema;ükssilm felsland hirmus
ino hinganito mängima;soov hobune silver;mõte admiral ütlema;admiral üldse moodi;admiral ütlema inga;heino väli raamat;kuuldemäng silver ükssilm;ükssilm kolmas osa;silver ükssilm kolmas
ükssilm felsland hirmus;kutsuma adrian ustav;käsi silver ükssilm;tõepoolest väike reisiseltskond;esinema silver reek;ükssilm kolmas osa;kadri leppima silver;silver ükssilm felsland;viis jalg puu
kaubalaev rööv silver;hirmus mereröövel silver;leppima silver ükssilm;mööbel otsima silver;adrian ustav hobune;silver mihkel tikkerpalu;ükssilm selsland hirmus;ükssilm selsland hirmus;tõepoolest väike reisiseltskond
inkognito jaja lumm;esinema incognito christine;tähtsus esinema silver;kuulma isand kinnitama;selde preili niine;kadri-ann nõudma mariann;väli raamat silver;väli raamat silver;pantvang tõepoolest väike
osa silver mihkel;lamp jalgsi äkksea;ähkimine tahtma admiral;äkki otsima aardekaart;hirmus admiral tundma;reek luurama isand;kadri-ann verivaenlane hirmus;lõppema kuuldemäng silver;silver ükssilm selsland
sagrits helirežissöör andres;adrian ustav hobune;raamat silver ükssilm;jalg parem meeldima;preili niine laura;silver ükssilm muretsema;ükssilm kartmatu kadri-ann;kaubalaev rööv silver;ükssilm kolmas osa
