EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
1,2,1,0,0,1,0,1,2,14,ebaõnnestumine; õpilane; lavakunstikateeder; näitleja
1,2,1,0,0,1,0,1,2,14,ebaõnnestumine; õpilane; lavakunstikateeder; näitleja
1,2,1,0,0,1,0,1,2,14,ebaõnnestumine; õpilane; lavakunstikateeder; näitleja
1,2,1,0,0,1,0,1,2,14,ebaõnnestumine; õpilane; lavakunstikateeder; näitleja
1,2,1,0,0,1,0,1,2,14,ebaõnnestumine; õpilane; lavakunstikateeder; näitleja
1,2,1,0,0,1,0,2,2,14,ebaõnnestumine; õpilane; lavakunstikateeder; näitleja; marje
0,0,1,0,0,0,0,2,2,14,ebaõnnestumine; näitleja; marje
0,1,1,1,0,0,0,2,2,14,ebaõnnestumine; kriitika; näitleja; marje
1,1,1,0,0,0,0,1,1,14,ebaõnnestumine; näitleja
0,0,1,0,0,0,1,0,0,14,õpilane; näitleja
0,0,2,0,0,0,0,1,1,14,õpilane; näitleja
