EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;Muusikamaagia;Vietnami-Kambodža;põhipilliks;;muusikakultuuride;muusikakultuurid;teksti
panteon;Patwandy;muusikakultuuride;põhilisi;number;muusikakultuurid;muusikareisiga;korralikult
instrumentaalansamblite;tantsusulamit;laulu-tantsuteatrietenduste;populaarseks;int;Muusikakultuuri;Muusikakultuuri;kolme
iravaadideltanat;kohustusi;bambus;kuuseksisteerimisse;head;kultuuriga;muusikakultuuride;püüdest
Muusikamaagia;sotsiaalse;muusikalinäitlejate;rituaalidesse;reaalset;Vietnami-Kambodža;Kagu-Aasia;valmistatud
Põhimeloodiat;pillimees;muusikas;Kaheksateistkümnenda;printsess;Birma;muusikast;Kambodža
varieteed;Neile;Birmasse;pühakute;vain;Birmasse;Muusikamaagia;Hiina
Camportšea;ilmuvad;emotsiooni;laialdaselt;rasked;Birmas;Kagu-Aasias;tuntud
parting;Erilist;tuntakse;tantsijad;hinged;kultuuri;Muusikaliseks;räägivad
bodhisattva;19;Kambodža;riisimassihulgaga;programm;Kagu-Aasias;muusikat;õilis
personifikatsioon;Muusikalisi;kuulemegi;päevateemalisi;patving;Kagu-Aasia;Muusikalisi;iseloomu
Vietnami-Kambodža;Tantsunumbreid;tantsida;väljendusrikas;vorme;Kambodža;Muusikaline;nime
pantomiim;kasutati;musitseerimisega;tähtsamaid;kasutatakse;Muusikamaagia;Birma;soovides
ribatking;;kõlab;hõlstis;saadab;Indoneesiast;muusikaga;See
ksülofon;ülesandeid;Muusikamaagia;väiksesse;komponendiks;Muusikalisi;Muusika;sajandil
melodeklamatsioone;int;väljendada;ringikujulisele;abinate;rahvalauludest;rahvalauludest;12
Cameron;tekitasid;Kagu-Aasias;põhilised;funktsioonid;rahvalaulude;muusikud;Ükski
kõrged;Vietnami-Kambodža;Bodempaia;võlukärbes;A;Muusikaline;musitseerimisega;tekst
karismiti;tantsustseen;;Kagu-Aasia;printsesside;maade;muusikas;Sellele
möödakäija;Farnenska;traditsioonilisest;mängudeks;-sse;Muusika;muuseas;jõud
intermeediumid;ainuke;nimesid;eelkäijaks;näiteks;muusikat;Birmas;ongi
marsside;abi;Patwaing;kehkenpüksi;geenid;kultusliku;muusikaliste;lihtsalt
kõrvalseisjad;kabareed;improviseerida;kunstiliigiks;kindel;trummisoolod;kultuuriga;teada
Pakoodid;aste;laulustiil;ülelõhnaveega;meenutab;traditsioonilise;Rahva;varem
enam-vähem;seljas;helistati;vaatemänguline;Need;Muusikaliseks;laulud;liiguvad
Nibatkongidel;mätsitakse;häälestuse;pealtvaataja;annetuste;muusikud;laulu-tantsuteatrietenduste;tekkinud
koletiste;langes;lõhnaduši;toonilisi;In;traditsioonilisest;tantsustiilid;veebruaril
Patwaing;ribatking;camputsia;ohjeldamatu;annavad;muusikast;traditsioonilise;muusika
camputsia;soolonumbreid;vees;ebasoosingusse;aluse;muusikaga;kohalike;India
suurepäraselt;Muusikakultuuri;varakult;väljendusrikastele;annab;muusikas;rahvast;omapärast
pilliroopall;pühendatud;ajaloost;mätsitakse;arv;trummi;Põhimeloodiat;Cameron
põhiliselt;Välisuste;laulsid;katkestasid;koosnes;muusikalisele;tantsu;muusikaline
rütmivormide;maa;budismi;klassikaliseks;kindlat;budistliku;Kõige;ajal
Jondajaatidži;pagoodide;arusaadav;rahvalauludest;tingimuste;trummide;trummisoolod;20
Latvede;müsteeriumilaadne;mõju;tantsustseen;latid;trummidel;maailma;järjest
läbilõikavalt;väike;-sse;aktsendid;back;muusikalinäitlejate;Hiina;Hill
järjekorras;arusaadav;membraani;puupulgakestega;isikus;muusikareisiga;Laose;tänapäeval
