EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
brüssel usuäärmuslus;laps heaolu;kooliturvalisus suurendamine;meeldima tegelikult;null geim;soome kooliturvalisus;eesti kool;päevakada kokkuvõte;rist kutsuma
tõsisem tõsisem;tegelema kooliturvalisus;euro teabe;ukraina vägi;kolm null;õpilane probleemikeskne;venemaa ettepanek;neljas aprill;hästi ühiselt
mall mälberg;pronksmedaliüksikmäng jagama;õhtu kell;karissa ülikool;neder stream;koolipsühholoog ühing;kooliturvalisus suurendamine;kauhajor koolitulistamine;naine võrkpallimeistrivõistlus
hans hindper;eeskuju toimuv;piidamine neljapäev;laine 2010;ott varik;haridus kultuuriministeerium;õhkkond kool;kahjuks juhtuma;süüria president
kõrgele tase;restoraninäda tallinn;võib-olla 10;väikelinn 30;kodu tallinn;euroopa parlament;pagulaslaager islamistide;tänama kuulama;ütlema põhjus
kontserdimaja korrus;mõte religioosne;õhutemperatuur miinus;peadirektor jüri;last mure;teemaline konverents;ukraina endiselt;stream haridus;vaja kindlasti
pill hästi;omavalitsus otsustama;olukord ennetama;52 minut;arv toime;parlamendisaadik tunne;tapma kremli-meelsed;konverents vastus;liituma püüdma
osa 20;käima klaverihäälestaja;tihendama koostöö;lastefont uuring;valima andma;vaherahu viima;organiseerimine õpetaja;kremli-meelsed terrorist;planeerimine selgitama
paarismäng pronksmedaliüksikmäng;üro lastefont;tänama kuulama;siirdapaenopist küüs;usuline radikalism;kool turu;pääsema koolipsühholoog;aasta ähvardus;ärake nii-öelda
moodustama tsiviilisikk;olu siirdapaenopist;tagamine süsteem;eesti koolipsühholoog;ainus vastane;edendama rääkima;neljas kohtumine;vägivallavorm lahendama;võib-olla euroopa
sõdima sõnum;ttü naiskond;toimina ühteisoline;juunior euroopa;sander post;esimene soome;kuulama hea;venemaa ettepanek;koolipidaja tegelema
süüria president;asjatundja vestlus;saatma e-kiri;võitja 12;kodu 32;eesti naine;laps heaolu;mise tahtma;kaasama hästi
nädal teade;eesti koolipsühholoog;laager täna;koolitulistamine eesti;tagamine süsteem;tsiviilisikk kohalik;moodustama tsiviilisikk;ründaja rünnakarissa;viis kaks
finaal ttü;jalutussaal mängima;koolitulistamine laine;tuntud arranžeerija;stream haridus;julgeolekunõukogu arutama;sazonov euroopa;maal kane;majanduslik olukord
usa saatkond;näljahäda leviv;op laine;lõuna-jeemen keskus;vaja stabiilne;tartu eeskuju;julgeolekunõukogu arutama;ohvriterohkeim riik;inimene ebakindel
saatma e-kiri;äärmuslik vägivallavorm;eriti islam;lubama vihma-lörts;parim ott;rüütel poola;soovitus muuhulgas;tundma eesti;liituma tõmbama
viljandi koolitulistamine;jõgi koolitulistamine;politsei soome;kaks valitsusvägi;homme ilm;lastefont uuring;seitsmes aprill;eesti koolipsühholoog;aastane õde-vend
al teatama;euro teabe;udu puhuma;kutsuma jeemen;hea propaganda;president estonia;vaikne laupäev;võitja parim;võtma kontroll
tugevdama õpilane;suur näljahäda;stabiilne terviklik;hans hindper;geim suhteliselt;seltskonnaõhtu ansambliproov;vähendamine haridus;no kindlasti;ülem hans
klaverihäälestaja tegelema;laager elama;kahjuks psühhopaat;automaatrelv snaipripüssiohver;inimene iva;algus mõtlema;ööpäevane vaherahu;näiteks sving;broneerima lausa
ilus laul;tõusma viis;õppima ilus;viimane hetk;andma turvalisus;võtma osa;tegemine usuliikumine;pommitamine ümberpiiramine;57 joona
erioperatsioon pressiesindaja;president estonia;austraalia sydney;stabiilne terviklik;neli punkt;kool jätma;kool turu;parlamendisaadik tunne;1998 aasta
vladimir sazonov;otsus mõru;tugiisik olemasolu;aasta new;laul eile;tulevik seitsmes;aasta vastutus;erioperatsioon pressiesindaja;44 karl
erinev näiteks;konfliktipiirkond ööpäev;sazonov põhjus;seitse saar;inimene enamik;religioosne fundamentalism;radikalism konverents;1200 inimene;lihtsalt valik
leviv haigus;aprillikuu suvi;natuke reguleerimine;alumine nootis;meeter sekund;orientaline vladimir;kogukondlik ennetav;tänane spordiuudis;väikelinn 30
rünnak seoses;riik plahvatus;kuus päevakada;kaks seitse;isis noor;enamasti protestivaim;al-assad võimukoht;geim jällegi;üheksas kuueteistkümnes
õhutemperatuur öösel;majanduskriis ajal;puhastamine vajama;rumalus seiklus;natuke reguleerimine;neljapäev toimunud;tähelepanu vaja;konfliktipiirkond tulirelv;õpilane lihtsalt
teatama kättemaks;nimel võitlema;hea hea;kolmas geim;ilm sadama;ähvardus kava;noorus rumalus;põhimõte aitama;10 restoran
kontroll 90;propageerima müüma;seeria lihtsam;senine õpilane;voor avama;täna kolm;kultuuriministeerium tava;aastane õde-vend;nii-öelda kolmas
küsimus elu;venemaa ettepanek;kuressaare toimuma;islam poliitiline;lahendama asi;inimene enamik;lastefont uuring;helilooja hans;new york
olukord pingeline;õppimine edendama;isiklik arvamus;44 karl;president bashar;inimõigus vaatluskeskus;jeemen eesmärk;20 korraldaja;koolitöö töö
jutt ilus;natuke reguleerimine;üro julgeolekunõukogu;elama 18000;abi varu;euroopa väärtuskriis;tihendama koostöö;ööpäev surm;remmel eesti
varu lõppema;kaotama küsimus;tööpuudus küsimus;oskar oja;selgitama nederstram;teema ring;fundamentalism lubama;realiseerimine värav;puhanguti 10
täis broneeritud;õde-vend tahtma;aasta veebruar;murrangukeemia tunduma;selg sein;kogukondlik ennetav;saudi araabia;väikelinn 30;hambvesi sakson
ilmselt meeldima;psühhopaat lihtsalt;koosmänguseadmine pedagoog;juhkam 44;kindlasti isiklik;kremli-meelsed terrorist;omavalitsus otsustama;õpilane osalemine;tõsine mõtlemiskoht
taavi libe;hea peakokk;kontserdimaja seltskonnaõhtu;sakkov 47;toimumine otsustama;majanduskriis noor;juhitud koalitsioon;kuueteistkümnes koht;lubama vihma-lörts
heaolu edetabel;värav löömine;vaheline kaaluma;hea propaganda;andma jõhv;asuv palestiinlane;kättemaks keenia;kolm politseinik;lahing lõikama
jeemen konflikt;äärelinn asuv;ründama ukraina;asjatundja vestlus;ühteisoline enn;kuulama hea;mariupol suund;mariupol suund;suutma kaasama
toimuv juunior;laev kohalejõudmine;kord suvepealinn;punkt elis;restoran hea;jeemen konflikt;ülikoolilinnak ohvriterohkeim;57 joona;e-kiri ähvardus
senine õpilane;70 -te;laps pöörduma;ühteisoline enn;kaotama otsus;kodu viis;hea õhtu;kontserdimaja seltskonnaõhtu;iiliti 11
eile käima;murrangukeemia tunduma;laev kohalejõudmine;teatama erioperatsioon;eeskuju toimuv;laager täna;parlament tunne;poola toimuv;mees kinni
mure aegsasti;avama võiduarve;väärtuskriis ilming;voor avama;kolmas geim;ründama ukraina;ring arutama;seeria kohtumine;laupäev tänama
