keyphrase;score
essel link;0.8423
link verinoor;0.8357
arvab in;0.818
esse linke;0.8141
tiit valides;0.8122
esse linki;0.8067
til ;0.805
palav pass;0.804
java tekstidest;0.8014
versus hipmeister;0.7994
usinalt abimeest;0.7973
elizabeth link;0.7964
teataval hetkel;0.7958
näiteks inglise;0.7948
pakkus teatava;0.7943
esitus van;0.7937
link nimega;0.7933
esseling tegemist;0.793
super luity;0.7927
itesse misty;0.7923
in ben;0.7923
probleem tähendas;0.7908
mainib eranditult;0.7908
seitsmekümnendatel vastatel;0.7908
linke tegelikult;0.7907
linki eesnimekaim;0.7906
eetrisse mineku;0.7905
suudab saavutada;0.7904
antud tegevusi;0.7895
pass kasutas;0.7893
sooleks versus;0.7887
linki elu;0.7886
kuulutus olu;0.7884
saavutada vägagi;0.7884
linki esimese;0.7884
ots til;0.7881
elizabeth esse;0.7881
nurgeriste palade;0.7881
valides muusikat;0.7876
ostis pakkus;0.7875
riistvara kasutada;0.7873
esselink mängima;0.7872
pikap head;0.7868
seeriast sisaldab;0.7867
vanadest näiteks;0.7867
allikast nii-öelda;0.7865
andnud esimesele;0.7865
tegemist madal;0.7865
vajunud omamoodi;0.7863
vastatel tahtsite;0.7862
vahendusel eikellegimaal;0.7862
andnud sooleks;0.7859
heitnud daam;0.7857
tarvitatava inglise;0.7857
kindel lugude;0.7857
eesnimekaim erinevalt;0.7857
ongi alanud;0.7856
nime andnud;0.7855
suureksi island;0.7851
vastavalt eliisabeti;0.7851
kasutada sellegipoolest;0.7851
kirjutamise üldise;0.7848
linki heliplaat;0.7848
arvutust alustades;0.7846
eikellegimaal avatud;0.7846
nimetab sooleks;0.7845
soeks hitimeister;0.7844
hittmaistel pala;0.7843
tegelikult arvata;0.7842
kirjutamiseks esitamiseks;0.7841
esmase eetrisse;0.7841
külje nimetada;0.784
viimane pala;0.784
tegeleb tegelikult;0.7837
ülinenud gruppe;0.7836
asjale veidra;0.7836
kris viimane;0.7833
keelega tekstiga;0.7833
laading soeks;0.7831
imestus seisundist;0.7831
sooleksi omagi;0.7831
tekstides koosneksid;0.783
mineteks ällymek;0.7829
jätkab kummaliste;0.7828
laulude kirjutamise;0.7827
viimane ots;0.7826
elizabethist linki;0.7826
nimeks singer;0.7825
tahtsite nimetada;0.7825
meeletu koguse;0.7825
tuntava tundelisuse;0.7823
riski solex;0.7822
nimetab esitamist;0.7822
elizabeth esselink;0.7821
laulu kirjutamiseks;0.7821
nime super;0.7819
nurgelisi tegelikult;0.7819
teatava koguse;0.7816
kuuekümnendatel seitsmekümnendatel;0.7813
kenasti lugude;0.7812
linki sooloettevõtmist;0.7811
hipmeister ilmudes;0.7808
võimalused puhtalt;0.7807
kenasti siivselt;0.7807
näituseks bändide;0.7806
peategelane nime;0.7806
moel mainib;0.7805
vana riistvara;0.7805
uusaegset nautisite;0.7805
vägagi haavatav;0.7804
tegelikult üksnes;0.7802
seisundist arvutust;0.7802
arvata liisabetesse;0.7802
daam nimetame;0.7801
imestama arvustust;0.7801
sellegipoolest nutasin;0.78
keeles anti;0.7799
kostab tegelikult;0.7798
eliisabeti vastavalt;0.7797
meistri ilmselt;0.7796
tegelikult hea;0.7796
paika pidevalt;0.7795
ilus võib-olla;0.7795
lugude tekstides;0.7795
teps kindel;0.7794
tohib öelda;0.7794
elizabeth essel;0.7794
hetkel vala;0.7793
siivselt lauldes;0.7793
firma mata;0.7792
nimetada laulu;0.7792
tiitli andnud;0.7792
tundub sisaldavat;0.7791
abraham sisaldas;0.7791
iiemmbeeemmen väitnud;0.779
eranditult teps;0.779
salvestatud tegelikult;0.779
hitimeister nägi;0.7789
uhe viimati;0.7788
kõnelda arvates;0.7788
ühisevatesse linki;0.7788
van laule;0.7786
elizabeth esseling;0.7786
sarnaste gruppide;0.7785
paremini jääb;0.7785
olekski tegelikult;0.7785
eikellegimaal tegelikult;0.7785
tekstidest tarvitas;0.7784
tasandamine tempot;0.7784
esitamist kahe;0.7784
inglise keeles;0.7783
endiselt imestama;0.7783
kandis viimane;0.7782
abimeest naist;0.7781
laule tiit;0.7779
hämmastunud uhe;0.7779
pilt antud;0.7779
bail avanedes;0.7778
lubada kord;0.7777
varsti palav;0.7777
artistide ilmselt;0.7777
tegelikult sisuliselt;0.7776
ütleb pealkiri;0.7775
haavatav leedi;0.7774
salvestas esimese;0.7774
süntesaator itesse;0.7773
ammendas teataval;0.7772
nurgelisi kena;0.7771
üldise pildi;0.7771
erinev tegelaskuju;0.7771
sooleks nimepidi;0.7771
stiilis imest;0.777
nimega sooleks;0.777
nutasin lugu;0.7769
viimati kuulutus;0.7769
kelmikalt nurgeriste;0.7769
liisabetesse linki;0.7769
head halvad;0.7767
natuke ilus;0.7767
ess tegeleb;0.7766
kõneldakse esimene;0.7765
masinasse süntesaator;0.7765
panema madal;0.7764
kummastav lisab;0.7764
alustades tundub;0.7764
mängima paremaid;0.7764
tegelikult sunnik;0.7764
kaks enam-vähem;0.7763
suuresti samperitel;0.7762
mängin valitud;0.7762
sisuliselt kuuekümnendatel;0.7762
veidra mündi;0.7761
volüümi panema;0.776
anti tegijatele;0.776
palades tänane;0.7759
saatma kenasti;0.7756
elektroonilist uusaegset;0.7756
elu umbkaudu;0.7753
ben kiitva;0.7751
pala pagan;0.7751
