keyphrase;score
kujutage manage;0.8278
manage silme;0.8213
joint trassi;0.8199
kuldsauna joint;0.8075
tore idee;0.8043
võimalik näidata;0.8034
näiteks kirjeldanud;0.8033
valida oskasid;0.8025
meenub eile;0.8021
kasutada sõna;0.8001
sobilik müügiobjekt;0.7994
õige valida;0.7987
vead paremad;0.7985
üldiselt meenutab;0.7973
näiteks võimalik;0.797
hagu näiteks;0.7968
noored mehed;0.7966
arvan kaks;0.7966
lastele näidata;0.7961
tore aeg;0.7959
nii-öelda palve;0.7959
näiteks suviste;0.7955
heldelt jaotada;0.7951
varasem inimene;0.7949
nimetusi näiteks;0.7944
tekitada võib-olla;0.7941
võimalus kinkida;0.7941
koguda energiat;0.794
aeg uut;0.794
annab võib-olla;0.7939
usundi segunemisel;0.7936
kodus suure;0.7932
meenutab natukene;0.7932
kiikumisel näiteks;0.793
kauem võib-olla;0.793
asi kasutatud;0.7926
laseb suhteliselt;0.7925
mail võib-olla;0.7925
näiteks kombeks;0.7925
pideks võimalus;0.7924
fb-s mees;0.7921
võib-olla kodus;0.7921
heldus lahkus;0.792
maal fb-s;0.7918
oskagi arvutada;0.7918
võimalus loomulikult;0.7918
aknal paras;0.7916
tähendab sisuliselt;0.7916
ehitud tube;0.7913
müügiobjekt tean;0.7911
meega heldus;0.7907
segunemisel palutada;0.7907
suvist suve;0.7905
pidutseda näiteks;0.7904
suurem kingitus;0.7902
otra õlle;0.7901
tase konsumerism;0.7901
asju näiteks;0.7901
pikem arvan;0.7899
tea asja;0.7897
võib-olla positiivset;0.7896
saabumise suve;0.7896
võimalus värvida;0.7895
vaste suvist;0.7894
saabuvast suvest;0.7894
kaunistada arvan;0.7894
aeg meelt;0.7893
uuele tarvide;0.7892
hästi tilkunud;0.7891
kodus küpsetada;0.7891
väidetavalt suhteliselt;0.789
esseest perest;0.7889
ütleme peko;0.7888
ütleme tegelasi;0.7888
tallinnas rajatud;0.7888
vahendusel eksida;0.7887
ütleb vaste;0.7885
näidata tunda;0.7885
inimene otsinud;0.7884
koduni saates;0.7883
vanema usundi;0.7883
nojah näiteks;0.7882
apostlitele sündmust;0.7881
näiteks füüsiliselt;0.7881
unustanud tegelikult;0.788
võimalus kindlasti;0.788
vaadata nii-öelda;0.7877
-st maist;0.7876
no enamik;0.7876
sobivat enam-vähem;0.7876
no kindlasti;0.7875
avaldada niisugusi;0.7875
kindlasti arvan;0.7875
õlut kodus;0.7875
suve ootama;0.7874
aeg meenub;0.7871
tähendab otsivad;0.7871
aktuaalne puud;0.787
tähendab ütlesin;0.787
lubab puhata;0.7869
reaalluikede paare;0.7869
viimine seostatud;0.7869
sõna võib-olla;0.7869
lihtne arvutada;0.7869
metsa otsima;0.7868
meelt lahutada;0.7868
tähendab tore;0.7866
nii-öelda hüpatud;0.7865
rituaalselt nii-öelda;0.7865
näidata uusi;0.7864
arvestades esimene;0.7864
suhteliselt kiiremini;0.7864
nii-öelda sümbol;0.7864
valgeid mune;0.7863
tore võimalus;0.7863
ammugi arvan;0.7862
lapsed noored;0.7861
kingitus muna;0.7861
viib meeldima;0.7861
tallinnas tavatsesin;0.7861
vange inimesi;0.786
abi vilja;0.7858
annab tseremooniate;0.7858
ilus kujutage;0.7857
setu tan;0.7855
vaadata võib-olla;0.7855
järgida tava;0.7854
tähendab kiikumine;0.7854
realiseeris maa;0.7853
vajalikke asju;0.7853
suhteliselt tahaks;0.7853
kitsam suhteliselt;0.7852
ilmade suve;0.7852
üldiselt tähendab;0.7852
võib-olla liikumine;0.7852
aeg argitavades;0.785
tube toominga;0.7849
nii-öelda religioone;0.7849
reetnud enn;0.7848
sobiva koha;0.7848
nii-öelda piisavalt;0.7848
võimalus raha;0.7848
kolmest pallist;0.7847
lubas suve;0.7847
positiivset meeleolu;0.7847
kaua lubab;0.7846
võib-olla varasem;0.7846
armas venekeelne;0.7845
karaskit kodus;0.7845
osa kirjeldatud;0.7844
näidata tutvustada;0.7844
näiteks lugesin;0.7844
teame veab;0.7843
toredam looduses;0.7842
tugev võimalik;0.7842
toomas paul;0.7841
kindlasti hästi;0.7841
keelde tuttav;0.7841
uskumustega ilu;0.7841
kingitakse paiguti;0.7841
armastust puru;0.784
soovitus no;0.784
oluline näidata;0.784
vähegi võimalus;0.7839
omakodasid näiteks;0.7838
tantsima meeletu;0.7837
aeg teada;0.7836
teadupoolest võimalus;0.7836
pidulikud arvan;0.7835
kalendrist sobivat;0.7834
jälle võimalus;0.7834
peko nii-öelda;0.7833
näiteks panna;0.7832
oskan öelda;0.7831
setust laset;0.7831
tegelikult ilus;0.7831
inimesi probleeme;0.7829
armastatu öelda;0.7829
anti vaba;0.7828
kohti jälle;0.7827
kergemalt hingata;0.7827
kuis leida;0.7827
uut vastupidi;0.7827
munad hästi;0.7826
nimetus nelja;0.7825
haudadel käimine;0.7825
siseneb vaadata;0.7825
võib-olla tahta;0.7825
taas kord;0.7824
hästi meelde;0.7823
liikumine väidetavalt;0.7823
sobiv tantsimiseks;0.7822
eksida oru;0.782
käsi no;0.782
tegevus muna;0.782
tantsija nobe;0.7814
eri sised;0.7813
tegu kuulub;0.7809
aidata vange;0.7808
vanad rehetared;0.7803
