EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;bussijuht;muusik;saksamaakontsert;;kontsertmeister;eesti;keelpillimängija;kontsertmeister
abonoment;keelpillimängija;orkester;parteipilet;symbol;solistikarjäär;eestimaa;kontsertmeister;jätkama
arkanšellogorell;kultuur;muusikaharidus;pealtvaateoss;moment;solist;solistikarjäär;muusikakeskkool;muusikaharidus
divertisment;kammerorkester;kontsertmeister;dirigendipult;hull;gerretz;muusikakeskkool;viiulimängija;riik
lõviosa;proov;organiseerima;statsionaarselt;seen;viiulimängija;viiuldaja;kontsert;vene
õnnetus;nõukogu;kontsert;ebameeldivam;andma;viiuldaja;viiulimängija;solistikarjäär;bussijuht
võimalik;muusika;muusikakeskkool;välisriik;interpreteerimine;eestimaa;lätlane;orkestrinädalane;puhastama
tšehhoslovakkia;õigus;solist;näide;programm;lätlane;orkestrinädalane;muusikaharidus;eesti
kõrgharidus;eeskuju;orkestrinädalane;organiseerima;kindlam;õppejõud;muusikaharidus;muusik;ettevõtmine
tõsiseltvõetav;jõulukontsert;konservatoorium;meeldiv;mark;eesti;dirigenditöö;juubelisaade;lihtsalt
võistlus;aasta;saatemuusika;viiuliklass;probleem;koorilaulmine;solist;viiuldaja;võib-olla
kujunemisteist;-st;muusika;tegutsema;sünd;kapellmeister;muusik;soolokontsert;viis
palatersus;maa;klaverikontsert;ebaõiglane;interprojekt;muusikakeskkool;kontsertmeister;keelpillikvartet;varem
põhimõtteliselt;pedagoog;kammermuusika;maailmatäht;realist;läti;klaver;liige;põhjus
interprojekt;koosseis;tuleorkester;aktiivselt;reaalne;pillimängija;õppejõud;klassikaline;hästi
kateeder;sõber;helilooja;üldse;unustama;dirigent;orkester;näiteks;võimalik
jõulukontsert;mäng;kammerorkester;tegelikult;tore;muusik;kõrgharidus;koorilaulmine;145
töötisment;tuleorkester;tegutsema;soolokontsert;võimalik;viiuliklass;üliõpilane;pillimängija;vahetama
f-duur;televisioon;gerretz;jõulukontsert;näiteks;muusikaharidus;õpihimuline;loomulikult;ühiskondlik-poliitiline
küsimus;jaan;õpetama;tseedursonaat;asi;orkestrinädalane;läti;saatemuusika;pealegi
kammermuusika;allegro;aktiivsem;tegutsev;versiin;konservatoorium;kammerorkester;mängitud;pidevalt
subsideerimine;eestimaa;õppejõud;pelgalt;interpreet;tseedursonaat;saatemuusika;paremini;jõud
kuopio;küsimus;jõulukontsert;šveitsi;-st;eestlane;gerretz;parim;detsember
saksamaakontsert;distsipliin;pedagoog;tütarlaps;inimene;dirigenditöö;klassikaline;viimane;öö
orgis;koht;dirigent;levima;divertisment;esinemine;klaverikontsert;tegelikult;õigus
nägemine;lõbu;kursus;distsipliin;tegevus;interpreet;juhatama;võtma;tasku
pealtvaateoss;prestiiž;esinema;solistikarjäär;resultaat;kontsert;pedagoogitöö;millegipärast;tühi
unisus;määr;mängima;üürimine;organism;keelpillimängija;kapellmeister;mängija;vahe
research;šveits;kuulma;nägemine;võimalus;kammermuusika;sobilik;muuseas;20
tseedursonaat;lõpp;kuulama;keskeltläbi;tasku;kultuuriministeerium;õpilane;hästi;saatemuusika
reteisterigenke;realist;kunstiline;saatma;meel;esinduslik;austria;jälle;26
mõtlemine;tallinn;klassiruum;keelpillikvartet;trio;esinema;mari;igalüht;möödunud
maailmatäht;muusikakeskkool;kultuuriministeerium;naeruväärselt;eile;loomingutegevus;tartu;jõulukontsert;kaks-kolm
karlsruhe;mängija;hooaeg;igakuine;parem;saatemuusika;koorilaulmine;tänavu;nii-öelda
tartu;töötisment;aasta;prantsusmaa;issand;üliõpilane;karsruu;hoopiski;paha
klassiruum;latt;kolmas;võrdlema;kindlasti;kammerorkester;lõpetaja;nii-öelda;tšehhoslovakkia
turismimatas;toetaja;klassikaline;juubelisaade;kontakt;tšellorühm;tänini;kahjuks;tunnus
kõrgelt;mark;tähendama;loomingutegevus;kooslus;karzzove;karzzove;lõpp;organism
klaverikontsert;linn;koteeritav;eluaegne;abonoment;karlsruhe;õpetama;isiklikult;külg
randalu;liige;soolokontsert;aktiivsem;uskuma;klaverikontsert;haridus;kammermuusika;ajal
lõpuosa;toetus;mängija;ometigi;oni;rääkima;kursus;kindlasti;arvo
võib-olla;solist;üliõpilane;näitama;enamus;aktiivselt;viiuliklass;mängima;gerretz
igalüht;f-duur;tänavu;kahetsema;f-duur;esitus;õping;näide;10
keelpillikvartet;side;televisioon;šveits;esitus;siiamaani;venemaa;täpselt;ühine
muusikaharidus;abi;õppima;orkestrinädalane;miss;kõlama;kammermuusika;lõpetama;tüdruk
sõitum;koormus;mozart;kujunemine;nimetama;soolokontsert;pedagoo;tüdruk;tasand
interpreteerimine;interpreteerimine;rühmas;vaatevinkel;minek;sakslane;juhatamine;jätkama;kaup
meenutus;vanadus;ütlema;mõtlema;sil;šveits;pakkuv;rääkima;muusika
dirigenditöö;aspirantuur;kahetsema;eluaeg;meenutus;kuulma;itaalia;dirigenditöö;christian
mozart;aktuaalne;tähtsam;sõitma;side;kursus;erialane;lõpetaja;koor
