keyphrase;score
;1.0
element;0.8689
noorem;0.8373
sits;0.8357
partner;0.8319
meeter;0.829
iso;0.8288
mass;0.8275
roll;0.8261
funktsioon;0.8255
business;0.8241
andma;0.8185
reaalselt;0.8184
tall;0.8179
perfektsionism;0.8141
aspekt;0.8139
idee;0.8133
eye;0.8129
kell;0.812
muster;0.8106
lava;0.8098
eelnevalt;0.8098
tore;0.8092
võimalik;0.8089
otsing;0.8085
näiteks;0.8079
saavutus;0.8075
asi;0.8073
kindel;0.8066
aed;0.8065
reaalsus;0.8064
iseseisev;0.8059
ressurss;0.8056
paks;0.8051
disain;0.805
plana;0.805
komme;0.8049
video;0.8043
iseseisvalt;0.8042
värvi~line;0.8042
edu;0.8036
blokk;0.8035
inimene;0.803
super;0.8024
vill;0.8023
unikaalne;0.8021
massmoog;0.8018
tegevus;0.8016
ehe;0.8015
resultaat;0.8015
sada;0.8015
konstruktor;0.8014
toredam;0.8014
mets;0.8012
võimalus;0.8012
mainima;0.8007
energia;0.8006
saavutama;0.8004
ige;0.8004
inspiratsioon;0.8003
adressaat;0.8
modell;0.7998
toon;0.7993
meel;0.7993
impulss;0.7991
esitlema;0.7991
eile;0.799
parem;0.799
unistama;0.7989
kindlasti;0.7987
konstruktiivsem;0.7986
uskuma;0.7985
aus;0.7984
enamus;0.7984
tikitud;0.7984
esema;0.7984
uks;0.7983
iseseisvus;0.7983
eur;0.7981
minek;0.798
nimetama;0.798
aplaus;0.7978
mantel;0.7977
üldistama;0.7974
võimalikult;0.7974
suhteliselt;0.7973
selge;0.7973
avatud;0.7971
jaotama;0.7971
vastamine;0.7967
meeldiv;0.7967
uus;0.7966
istuma;0.7966
eeter;0.7966
konstrueerima;0.7966
esimene;0.7963
elu;0.7963
toimima;0.7962
omanik;0.7961
kaks;0.796
kursus;0.796
kokkutulek;0.796
disainer;0.7959
taks;0.7957
toimuma;0.7956
otsus;0.7955
koguma;0.7955
teema;0.7955
tooma;0.7951
kuulus;0.795
tehnika;0.7949
vajalik;0.7948
noor;0.7947
parim;0.7946
-te;0.7945
nimi;0.7945
vastama;0.7944
ava;0.7943
eri;0.7943
kuu;0.7943
imeme;0.7941
helme;0.794
alus;0.794
S;0.7937
proov;0.7933
paraku;0.7933
postkast;0.7932
amet;0.793
tind;0.793
soe;0.7929
Epliku;0.7929
mõiste;0.7928
projekt;0.7923
vanim;0.7922
nii-öelda;0.7922
tegija;0.792
eriline;0.792
tegelema;0.7918
taki;0.7916
suhtumine;0.7916
asuma;0.7914
totaalne;0.7914
ala;0.7914
anonüümselt;0.7913
tooksma;0.7913
tolerants;0.7912
suund;0.7912
no;0.7911
vaev;0.791
tikkimine;0.791
maks;0.7909
lamp;0.7908
astronoom;0.7907
tase;0.7905
süsteem;0.7905
foto;0.7904
võib-olla;0.7903
firma;0.79
sobima;0.79
heitma;0.79
inglise;0.7898
kauem;0.7898
pinge;0.7896
kannatama;0.7895
nipp;0.7893
ela;0.7892
kallis;0.7891
edukas;0.789
pill;0.7889
ausalt;0.7888
hunnik;0.7881
panema;0.7879
viit;0.7878
preemia;0.7873
silm;0.7872
andekam;0.787
asu;0.787
jaa;0.7869
kapp;0.7866
show;0.7864
niit;0.7863
tudeng;0.786
sealma;0.7859
saade;0.7858
areng;0.7852
hing;0.7845
tuim;0.7843
suurim;0.7838
ainus;0.7828
uhke;0.7823
pluss;0.7813
litre;0.7811
osa;0.7799
aktiivne;0.7775
astuma;0.7774
Baltic;0.7747
tohutult;0.7743
Swedish;0.7701
Jackpot;0.7594
Sealne;0.7389
