keyphrase;score
muusikasaade;0.622
estraadiorkester;0.5476
kohtuma;0.5255
õhtu;0.5024
võõrustaja;0.4835
Igor;0.4607
Viveegaaweedurillija;0.458
kolhoos;0.4483
luuletus;0.4338
kohtumisõhtu;0.4246
Jaan;0.4243
Tallinn;0.4163
kentsakas;0.4158
Haapsalu;0.4091
õnnis;0.4086
elus;0.4067
keller;0.4034
kohvik;0.4017
Raik;0.3946
vaev;0.3894
mängima;0.3893
priono;0.3851
meresõis;0.385
pretensioonikas;0.3838
meesansambel;0.3793
pärinema;0.3787
helisema;0.3773
meeskond;0.377
Nurme;0.3745
kõrv;0.374
Vladimir;0.3732
küsitlema;0.3726
toodang;0.3713
Tallo;0.3708
süda;0.3696
traditsioon;0.3665
juht;0.3636
Murmansk;0.3629
lauttingism;0.3629
tromboon;0.3625
Ilus;0.3578
lahti;0.3563
Rina;0.3536
tuba;0.3517
ajama;0.3512
käima;0.3486
Toivo;0.348
kirjutama;0.3465
Saul;0.3424
kunstiline;0.3411
külalisstuudio;0.3394
kingima;0.3392
Jorma;0.3385
katus;0.3371
toimuma;0.3367
ta-ta-tama;0.3367
veerand;0.3364
kasutatav;0.3362
kuuletama;0.3361
kalurikolhoosivõistlus;0.3347
meenutama;0.3334
seaneer;0.3332
eeter;0.3317
sülofon;0.3304
San;0.3301
Sapposhin;0.3286
võitma;0.3281
Maarika;0.3264
levinum;0.3252
kokkulepe;0.3236
klaas;0.3234
helila;0.3212
laiuv;0.3203
meeter;0.3192
vanemtoimetaja;0.3169
vahe;0.3163
Fonoteegi;0.3145
Saaremaa;0.3079
iidee;0.3048
nool;0.3045
hüppama;0.3004
Itaalia;0.2999
16;0.2986
kingitus;0.295
aprill;0.2949
natukene;0.2945
ema;0.2938
metsasarv;0.2931
ornament;0.2916
Nõukogu;0.2912
organiseeritud;0.2905
sõprus;0.2887
suue;0.2886
kallistama;0.2883
uskuma;0.2881
voolavus;0.2867
kopsimine;0.2844
uus;0.2809
milja;0.2784
redubera;0.2783
varietee;0.2777
juhtum;0.2775
rajoon;0.2762
huumoripunkt;0.2759
detsember;0.2756
Peeter;0.2738
soliidne;0.273
ettevalmistamine;0.2727
üksainuke;0.2712
kolm;0.271
tulevik;0.2697
rahvalaul;0.2691
sööma;0.2679
Selberg;0.2668
kalamees;0.2657
parem;0.2647
avastama;0.2646
valge;0.2634
uuesti;0.2629
raadioinimene;0.2621
Edgar;0.2609
kaotaja;0.2599
viimane;0.2589
telefonikõne;0.255
Holland;0.2528
tervelt;0.2525
Elldeeaa;0.2518
kuu;0.2503
pealinn;0.2495
tõsine;0.2494
likvideerima;0.248
Atscon;0.247
sari;0.2451
tööline;0.2448
ajaleht;0.2426
näide;0.2425
etikett;0.2425
käsi;0.2415
sealjuures;0.2393
sageli;0.2352
juur;0.2344
Apenniin;0.2343
miniviktoriin;0.2338
kartma;0.232
tagurpidi;0.2284
majapidamine;0.2253
Tiksidend;0.2247
NSV;0.223
jää;0.2222
kolleegium;0.2173
kahtlemata;0.2173
1955;0.2147
Gauces;0.2122
kuus;0.2104
maksma;0.2103
konn;0.2101
sõitma;0.2091
helioperaator;0.2087
lava;0.2057
segane;0.2039
kaksekümmend;0.2033
jooksik;0.2018
kohtunik;0.2017
värveerimine;0.1999
null;0.1946
isetegevusprogramm;0.1938
trumboon;0.1901
jääma;0.1853
Sand;0.1837
Ruus;0.1827
demokraatlik;0.1823
rikas;0.176
taller;0.1746
buss;0.1729
1945;0.1727
L1;0.1705
andma;0.1679
ookean;0.165
mehaanik;0.1625
Victoria;0.1606
jõgi;0.1579
trükikoda;0.1569
500;0.1538
Remo-s;0.1456
DTS;0.1402
puhastama;0.1377
täiskomplekt;0.1375
spordimetoodika;0.1371
miskine;0.1367
pill;0.134
petma;0.1311
lapsepõlv;0.1285
karva;0.1284
ant;0.1121
lause;0.1031
kalorilaul;0.1013
kakkus;0.1006
jalg;0.0996
ebavõrdne;0.0963
test;0.0866
