EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
pidu semis Russow;pulme räägitakse Russowei;Tallinnas suurt pulmapidu;Järdokia omamoodi ütelda;tall lendlev näiteks;Hansust saanudki paari;segaselt rääkinud tollaste;16 sajandil pulmas;mõisast natukene hiljem
100 100 külalistähendab;keskaegne söögitegemine pulmadest;siinset pulme räägitakse;lõpuks lisapunkt Riispiteritu;arveid maksmata arveid;Iivuashenkelberg naisevõtt õnneks;pruuti-peigmeest Tere päevast;Liivimaasõja ajal pulmadeks;inimese kaks-kolm aadliku
Maria Vladimirov tähendab;paabulindu Aga teab;Liivimaasõja ajal pulmadeks;uhket mõisamajad eelistati;kujutan programm käis;Tuleme Tallinnas pulmade;daame õnnitlema pruuti-peigmeest;mõisas tähendab pulmas;16 sajandil No
Russowne suurte pulmapidude;Staritsa Dmitri turstid;Täna kihl õpitoa;kolmesajas- Eesti lugu;full Aga lubatud;pulme räägitakse Russowei;küsimus Hoolimata ajast;Tuleme Tallinnas pulmade;5 protsenti elanikkonnast
Darlites 2000 riigi;Mis puutub orduhärrade;pidu ajal suurem;vanemteadur filosoofiadoktor Ants;maksmata arveid vaidlustatud;külalistähendab nii-öelda paari;fraas pärit filmist;suurt pulmapidu Aga;aru küsida võib-olla
vana kombe õunad;Tallinna keskaegne toitumine;Tallinna Ülikooli vanemteadur;filmist nime siinjuures;kulutusi näiteks toidule;daame õnnitlema pruuti-peigmeest;karikute kord elus;pulmadest täitaks pidutsemisest;küsida võib-olla mõttega
paabulind See kord;Me aadli pulmakäiku;Ja täna ongi;käigu moodustasid sink;hästi tall lendlev;eliidile pulmamärkused panevadki;Vasaatorisest küsimusele küsisite;ajalooallikas Ta pulmamäärusi;kuskilt mujaltki lausa
Hertsog Magnus kurikuulsamaid;Oligi tavaline leskedele;suur sündmus Liivimaa;veini kirsisiirupit Siis;näiteks pulmade Need;abiellu paar vanakreeka;külalistähendab nii-öelda paari;Russow räägib pulmadest;kuld- hõbeehteid räägib
Agnes von männifuuseni;Novgorodis abiellus tingitud;veini näiteks reinveini;seguks vana kombe;lubat lubatud sära;elas Liivimaal pulma;abiellu paar vanakreeka;Siin Paadrema mõisast;väga-väga kõrges raeseisuses
kujutan programm käis;Kriivan Ja täna;16 sajandi keskpaigas;meelde kuulsat filmi;meelde tegelikult aadel;pidusid Pulmi karikute;martsipan kullatud martsipani;Läänemaal pulmas juhe;tantsides õlgedest räägib
