EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
carlos santana tänase;ongi võib-olla suurem;ummikus tegelikult liiklus;üldse tänases saates;powerit välispidist cover'id;tehadki rääkida moest;carlos santana tänase;tallinnast tundub haapsalu;aeg-ajalt üritab rääkida
kateedri juhataja ütles;suitsu värvi vahetada;autos kinni ilmselt;öelnud olivia provintsi;auto buss selge;carlos santana tänase;täna poliitikajuttu ajanud;sündinud-kasvanud tallinnas vanalinnas;muusikat kuulasin 10
sõidab joonistamise sõber;ongi teadsin nuta;oleneb ummikus tegelikult;mootor käima üldse;asja arvan normaalne;tõepoolest eesti naised;täna margit kilumets;näiteks linnast maale;loomulikum arvasid ilmselt
ütleme rahaline väljendus;tegelikult provintsis moekunstnik;loogiliselt tavaliselt käib;viimast paraadi näinud;may disaini rõivaid;kaasa tahaksid ütelda;saatusi keresid tean;täpselt tallinnast tundub;35 aastat elanud
kujutav kunst ütleme;väike poeg tindur;näiteks santana alguses;asi leidsid moekunstile;cohesion kootav projekt;ütleme tõepoolest eesti;tehadki rääkida moest;jutusaate stuudios täna;ongi võib-olla suurem
kõlab cohesion kootav;tallinnast ammu väsinud;inimesed tegelikult tallinna;laseksin stuudiost küsimata;ema kodus näiteks;tundub jõudnud tallinnale;palun ütlesid hiljuti;tegelikult tahtsin tallinnast;käis vabariigi aastapäeval
joonistamisringis no joe;tallinnale kaugele tundub;tegelikult tallinna vanalinn;ilmselt saatusi keresid;lugudest kõlab cohesion;jõudnud tallinnale lähedane;liivia arutasime saadet;ütlema kodutunne vanalinnast;pissihäda tahaks ruttu-ruttu
tea kõlab mäng;hüüavad püüavadki tinduriks;näiteks tegelikult provintsis;üldse tabuteema tegelikult;objekte selga panna;saatusi keresid tean;ellu viia täna;linnast maale elama;otsus tavaliselt võimalik
rõõmsas näos õhetavatest;eriti ruumi tahtlemisekski;muusika näiteks santana;moe disaini tegelikult;ilmselt arvasin valesti;rääkida jäime jutuga;kaasa tahaksid ütelda;valimistepäeva hommik jutusaate;moe aeg-ajalt jällegi
küsimus otsus tavaliselt;tööaja aed muutub;kurbus tihti linna;väljend mütsi kunstnik;seoses kaasneb näiteks;näed võtan sõna;öelda päevapealt pani;haapsalu lõppkokkuvõttes tallinnale;nii-öelda tänapäeva ühiskonna
powerit välispidist cover'id;erialase tegevuse huvi;tegelikult tahtsin tallinnast;telekarusselli istun käed;andsid ausalt öeldes;aastaga elu eestis;tänases saates natukene;tahtsin tallinnast ammu;vaimu 10 aastat
inimesed põhitöö lõbu;kaasa võtta muusikat;eksistentsiaalne kurbus tihti;ütlesin leidsin kolleegid;andma rabelema suunas;hommikust liivia arutasime;kuskilt ellu viia;linna inimesena valmis;võib-olla päriselt eriala
margit kilumets liivia;tähendab pildid seinale;tööd näiteks linnas;ebaõiglane kutsuda saatesse;ütlema ilmselt usun;juttu käis vabariigi;presidendi vastuvõttu paar;lõppkokkuvõttes tallinnale kaugele;öelda moe aeg-ajalt
küsimus lootsin näed;tahagi moekunstnik hetkel;disain tähendab ilmselt;andsin öeldes stuudios;ellu viia unistus;võib-olla vead males;ilmselt saatusi keresid;haapsalu püsielanik viis;joonistab aeg-ajalt üritab
tõusuperioodi lihtsalt üleöö;haapsalus tallinn ongi;katariina käigus tallinnas;arvutis ütlema provintsi;ühtegi kommentaari isiklikult;kutsuda saatesse ühtegi;jutusaate stuudios täna;vanalinn üldse eriti;aeg-ajalt jällegi vaatad
öelda kujutav kunst;kord mäng tegelikult;auto aknast paistab;käima üldse tänases;arvasid ilmselt arvasin;tänases saates natukene;valimistepäeva hommik jutusaate;tean täpselt tallinnast;inimene muutub inimese
selge jõuaksis lõpupoole;nimel töötanud konklex;tähendab autol kull;stuudiost küsimata ühtegi;auto auto buss;täna armsad kuulajad;huvita kuuldagi sekund;tegelikult tallinna vanalinn;viie-kuueaastase lapsega suusatamas
cohesion kootav projekt;asju näiteks värviaugud;jutt tegelikult lendab;erinevalt tegutseda moe;autost selg kange;liivia arutasime saadet;hetkel huvita mood;muutunud tundub linna;viie kuue aastaga
üldse tabuteema tegelikult;otsuse tahagi moekunstnik;tegelikult osa ümbritsevast;vahva pildi seletad;kuulus no näiteks;viia täna armsad;täna hommikul margit;inimesed tegelikult tallinna;eesti inimesed tegelikult
