keyphrase;score
link verinoor;0.8357
Et head;0.8203
esse linke;0.8141
tiit valides;0.8122
esse linki;0.8067
Essel link;0.8062
til ;0.805
palav pass;0.804
arvab In;0.8038
java tekstidest;0.8014
versus hipmeister;0.7994
usinalt abimeest;0.7973
teataval hetkel;0.7958
näiteks inglise;0.7948
pakkus teatava;0.7943
esitus van;0.7937
link nimega;0.7933
super Luity;0.7922
probleem tähendas;0.7908
mainib eranditult;0.7908
seitsmekümnendatel vastatel;0.7908
linke tegelikult;0.7907
linki eesnimekaim;0.7906
eetrisse mineku;0.7905
suudab saavutada;0.7904
Elizabeth link;0.7903
antud tegevusi;0.7895
See daam;0.7894
pass kasutas;0.7893
sooleks versus;0.7887
linki elu;0.7886
saavutada vägagi;0.7884
linki esimese;0.7884
nurgeriste palade;0.7881
ots til;0.7881
valides muusikat;0.7876
ostis pakkus;0.7875
riistvara kasutada;0.7873
seeriast sisaldab;0.7867
vanadest näiteks;0.7867
allikast nii-öelda;0.7865
tegemist madal;0.7865
andnud esimesele;0.7865
See imest;0.7864
vajunud omamoodi;0.7863
vastatel tahtsite;0.7862
vahendusel eikellegimaal;0.7862
andnud sooleks;0.7859
kindel lugude;0.7857
eesnimekaim erinevalt;0.7857
tarvitatava inglise;0.7857
ongi alanud;0.7856
nime andnud;0.7855
nimetab See;0.7852
linki heliplaat;0.7848
kirjutamise üldise;0.7848
eikellegimaal avatud;0.7846
arvutust alustades;0.7846
hittmaistel pala;0.7843
esmase eetrisse;0.7841
kirjutamiseks esitamiseks;0.7841
külje nimetada;0.784
viimane pala;0.784
tegeleb tegelikult;0.7837
asjale veidra;0.7836
ülinenud gruppe;0.7836
Esseling tegemist;0.7835
keelega tekstiga;0.7833
sooleksi omagi;0.7831
imestus seisundist;0.7831
99 See;0.783
mineteks ällymek;0.7829
jätkab kummaliste;0.7828
laulude kirjutamise;0.7827
viimane ots;0.7826
meeletu koguse;0.7825
tahtsite nimetada;0.7825
tuntava tundelisuse;0.7823
nimetab esitamist;0.7822
laulu kirjutamiseks;0.7821
See armikas;0.782
nime super;0.7819
nurgelisi tegelikult;0.7819
teatava koguse;0.7816
kuuekümnendatel seitsmekümnendatel;0.7813
kenasti lugude;0.7812
linki sooloettevõtmist;0.7811
hipmeister ilmudes;0.7808
kenasti siivselt;0.7807
võimalused puhtalt;0.7807
näituseks bändide;0.7806
peategelane nime;0.7806
vana riistvara;0.7805
uusaegset nautisite;0.7805
moel mainib;0.7805
vägagi haavatav;0.7804
seisundist arvutust;0.7802
heitnud See;0.7802
daam nimetame;0.7801
keeles anti;0.7799
teps Ah;0.7798
tegelikult hea;0.7796
meistri ilmselt;0.7796
ilus võib-olla;0.7795
paika pidevalt;0.7795
lugude tekstides;0.7795
tohib öelda;0.7794
teps kindel;0.7794
siivselt lauldes;0.7793
hetkel vala;0.7793
firma mata;0.7792
nimetada laulu;0.7792
tiitli andnud;0.7792
tundub sisaldavat;0.7791
eranditult teps;0.779
salvestatud tegelikult;0.779
hitimeister nägi;0.7789
uhe viimati;0.7788
kõnelda arvates;0.7788
ühisevatesse linki;0.7788
van laule;0.7786
sarnaste gruppide;0.7785
eikellegimaal tegelikult;0.7785
paremini jääb;0.7785
olekski tegelikult;0.7785
tasandamine tempot;0.7784
tekstidest tarvitas;0.7784
esitamist kahe;0.7784
endiselt imestama;0.7783
inglise keeles;0.7783
kandis viimane;0.7782
abimeest naist;0.7781
pilt antud;0.7779
hämmastunud uhe;0.7779
laule tiit;0.7779
Singer sonkraitas;0.7779
Enne viimane;0.7778
artistide ilmselt;0.7777
varsti palav;0.7777
lubada kord;0.7777
tegelikult sisuliselt;0.7776
ütleb pealkiri;0.7775
salvestas esimese;0.7774
haavatav leedi;0.7774
süntesaator itesse;0.7773
ammendas teataval;0.7772
nurgelisi kena;0.7771
sooleks nimepidi;0.7771
erinev tegelaskuju;0.7771
üldise pildi;0.7771
nimega sooleks;0.777
nutasin lugu;0.7769
head halvad;0.7767
natuke ilus;0.7767
nimetada möödanikku;0.7766
ess tegeleb;0.7766
masinasse süntesaator;0.7765
kummastav lisab;0.7764
alustades tundub;0.7764
mängima paremaid;0.7764
See olu;0.7764
tegelikult sunnik;0.7764
kaks enam-vähem;0.7763
diskussiooni täpselt;0.7762
mängin valitud;0.7762
sisuliselt kuuekümnendatel;0.7762
suuresti samperitel;0.7762
veidra mündi;0.7761
lisab asjale;0.776
anti tegijatele;0.776
volüümi panema;0.776
heliplaadi vahendusel;0.776
tekstiga tütarlapseliku;0.7759
kummaliste kelmikate;0.7759
kandis nimetust;0.7759
öeldud suveksi;0.7759
vahet Nii;0.7758
Esselink mängima;0.7757
avanedes öeldud;0.7757
nimeks esitaja;0.7757
teab aegadel;0.7757
mittetäielik pilt;0.7757
paistma tasandamine;0.7757
saatma kenasti;0.7756
imestama Umbes;0.7756
tõi nauditavat;0.7754
elu umbkaudu;0.7753
ohtra koguse;0.7753
esimese laading;0.7753
palet näitava;0.7752
tegeleb laulude;0.7752
olu kunsttükkidest;0.7752
palas nimetab;0.7752
sooleksist erinev;0.7752
saadet Ja;0.7752
pala pagan;0.7751
esitaja nimeks;0.775
valgega suureksi;0.775
Tegelikult arvata;0.775
olekski diskussiooni;0.7749
