EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
perekonnasõber ütles;verstima lemmikpille;võib-olla muusikakeskkooli;ebapopulaarne ilmselt;head programmi;eesti muusikamaastik;oboemängija ingeli;oboemängija ingeli;muusikani jõudsid
blogdoidiga akvers;näiteks inglissarv;orkestris näha;orkestris inglissaarega;optimist armsate;mängitakse eestis;mängima heliloojad;klassikatähtede saatest;20 sajandil
hästi üsna-üsna;mängis flööti;võistlust orkestris;britteni kuus;nii-öelda nullist;eesti televisioonis;ingeli oboemängija;klassikatähed algabki;öelda lõuna-eesti
flööt sõbranna;esitus klassiruumis;isikupärane orkestrites;eluaastani trenni;nullist alustama;põnev eesti;naisoboemängija mänginud;uue flöödimängija;võib-olla tulevikus
flöödimängija äkki;uue flöödimängija;muusikakoolides võimalust;õpingutega karlsruhe;hetkel saavutus;mängima eestis;eesti muusikamaastik;ingeli oboemängija;koolis kaks
õpingutega karlsruhe;kuulnud flööt;arvan muusikalises;konkurents vanusest;raske head;eesti televisiooni;heliloojad ajastu;ttv klassikatähtede;hästi kõlab
oboe kõla;hingeni kooki;paljudes muusikakoolides;tütarlast ingeli;esimene tähendab;oskab eesti;orkestris näha;flöödimängija äkki;hea otse-eetris
sportlaskarjäär hästi;flöödimängija kohtusid;vähesed muusikud;tilt saates;pidev vajadus;eestis eestile;orkestriteostes ilusamalt;flöödimängija kohtusid;neli aastat
muusika rock;stiil erinev;muusikal pisik;stuudios tervitada;saavutus tähendab;eesti välismaal;võistlust orkestris;saadet klassikatähed;nii-öelda oodatavalt
eesmärk ütleme;telemanni barokiaja;televisioonis alustab;13 eluaastani;kindlasti asi;eestile vajalik;stuudios oboemängija;mängis flööti;võib-olla hästi
