EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
mõisaomanik concordia;no arvan;eesti kultuuris;austraaliast päranduse;noorem vend;mõisale aega;ütle norrasse;mõis müüa;võib-olla tööta
istute concordia;mõelnud pirgu;kuulate café;meeldis atraktiivne;unistus ideaal;täna mõisatest;ajal eestimaal;mõisast pirgu;mõelnud 10
rapla ütleme;kasvatamist arvates;kunsti kultuuriväärtust;ratsutamas abikaasaga;tähendab näiteks;mõisaga tänane;mõisa eestis;mõisaomanikega lähemalt;võib-olla näitus
ruth-kaja pekk;naise laste;arhitektuurilist väärtust;kirjeldas proua;annab võimaluse;ongi mõis;mõisaga tänane;mõisatest eriti;väga-väga tänulik
õde programeeni;armas kõigekülgselt;väärtust ajaloolist;külastada nojah;arvan võimalik;mõisa olekski;aasta eestimaal;täna mõisatest;aastal 27
vigioon tellet;kalkulatsioone vajab;kultuuris osa;inimvaenulik teame;idee ütlen;vaadata mõis;osta eestimaal;mõisa kinni;võib-olla 10
concordia ülikooli;natukene uuendamegi;inimesed kuulavad;lähemalt tutvume;neste oil;mõisa ostsite;mõis eestis;mõisa ostsite;sobiv hulk
mõisaproua ruth-kaja;café eduvat;oluline eesti;avastati samamoodi;kodu rajada;paned mõisa;eestimaa mõisad;ütlen mõisa;programmid nii-öelda
tellet mõisa;õppejõuna külarahvas;kursuse hind;ütlesin välistada;esiteks võimaldab;ajal eestimaal;eestimaal sõites;elab mõisad;tunne võib-olla
iseärasus mõis;mõttes teadmist;kanalite süsteem;väiksest maakoolist;saabub hetk;mõis amad;viib norra;mõisa ostnud;võib-olla oodata
