EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
0,0,0,1,0,0,0,3,1,13,mõrane; betti; peegel
0,0,0,1,0,0,0,3,1,13,mõrane; betti; peegel
0,0,0,1,0,0,0,3,1,13,mõrane; betti; peegel
0,0,0,1,0,0,0,3,1,13,mõrane; betti; peegel
0,0,0,1,0,0,0,3,1,13,mõrane; betti; peegel
0,0,0,1,0,2,0,3,1,13,mõrane; peegel; betti
1,0,0,1,0,2,0,4,1,13,mõrane; peegel; rätsep; betti
1,0,0,0,0,1,1,4,1,13,peegel; mõrane; kurat; rätsep; betti
1,0,0,0,0,1,1,3,1,13,peegel; mõrane; kurat; rätsep; betti
0,0,0,1,0,2,1,4,1,13,lesk; peegel; mõrane; kurat; rätsep; betti
0,0,0,0,0,1,1,2,1,13,peegel; mõrane; kurat
