EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
sümpaatne estonia;kammerkoorile ellerhein;laulukonkursilt kolmekordselt;budapestist finantsiliste;temperamentsed publikut;sõitsime budapesti;rahvalaulukonkursil osales;osavõtjaid kammerkoorikonkursist;programmi võib-olla
kümmekond võrdset;kammerkoor fännigi;rahvusvaheliselt laulukonkursilt;küllaltki soliidse;punkte punkt;laulsime ungari;ütles kutsest;koorimuusikaspetsialistid ungarist;muusikat 11
keskendumisvõime žüriil;osalesime kammerkoori;koore festivalidel;sõitsime budapesti;punkt võimalik;hüüda ungarist;tavalisel kontserdiandmisel;kammerkoorikonkursist kuus;võib-olla eestis
pela partabki;kammerkoorikonkursil 150;festivalidel konkurssidel;debretseni sõitsime;eksperimentaalshow taevaste;budapesti jõudnud;sattusime serenaadi;laulukonkursilt kolmekordselt;imed võib-olla
peela partabki;lõuna-karoliina kontsertkoor;kontserdil laulsime;45 rahvalaulukonkursil;oleneb esitasime;võtsid ungari;laulukonkursilt kolmekordselt;kammerkoorikonkursil 150;õhtusest kontserdist
partituurid näid;sümpaatsed noortekoor;koori festivali;doonolejal parlamendihoonele;temperamentsed temperamentsed;osalesime kammerkoori;publikut varem;konkursiprogrammi kammerkooride;koorinud 12
nõukogude zürii;mõnus kammersaal;festivali konkursiprogrammi;11 leidis;võimalik punkte;eestis meeldinud;kahetsesid ettepaneku;võimalik kammerkoorikonkursil;võib-olla terve
õnnestus üpris;kammerkoorikonkursist kuus;nimelisel festivalil;siiamaani suurimaks;programmi võib-olla;helsingi muusikafestivalile;proovile publikut;kammerkooride konkurss;ungari keeles
kontsertkoorid üldse;filipiinide kammerkoor;kutsunud festivalid;parlamendihoonele kaunis;valikul programm;muusikafestivalile helsingi;kontsertkoorid üldse;osalesime kammerkoori;kuus kontserti
mõttelised hästi;kammerkooride konkurss;rahvusvaheline koorifestival;piiramaks seatud;arvan esile;budapesti viimasel;andis kutse;45 rahvalaulukonkursil;esimesel õhtusel
