EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
süsteem õppejõupõhine;keskaegsed institutsioonid;piiskopkonna tipp;andis tähendab;root alus;olulisem mõisnikuna;toomkapiitli koosseisu;toomkooliharidusest euroopasse;12 sajandil
õppejõupõhine süsteem;piiskopkonna igapäevane;otsustav piiskopkonna;aastatuhande lõpul;andma paavsti;valitsemisele missade;toomkapiitli liikmeid;kirikuelukorraldust toomhärrad;euroopas võib-olla
polonia mumpeljee;piiskopkonna tipp;kõrgema tooli;nimi võib-olla;suhteliselt iseseisev;aadliperekondade noorsandid;toomkapiitli liige;toomhärrad eesti;aastatel 1224
jõukamad bubba;palvekirjade supliikide;võimule kirikusüsteemis;makstud makstud;annab tegelikult;juhtimises toomhärrad;valitsemiseks piiskopikõrvalosa;näiteks vana-liivimaa;koonduvad põhja-euroopasse
konsiilium põhimõttel;rajati toomkirikud;piiskopkonna vaimulikest;otsuseid konsensuse;juhtiv persoon;härrana hiliskeskajal;toomkapiitli liikmed;toomhärra toomkapiitli;14 sajandil
õpilane muusika;elu sajand;toomkapiitli liikmeid;sajandil keskpaigast;hilisemasse formuleeringus;paavstid rooma;hilisemaid toomkapiitli;toomhärra toomhärra;teadust õpetama
lutvuses horus;keskaegsed mungad;piiskopkonda juhtimises;esimese aastatuhande;amet saavutada;saadasculastiku ametikohta;piiskopkonda juhtimises;toomkapiitlikeskus toomkiriku;11 sajandil
kolledžite süsteem;otsuseid nõus;toomkapiitli liige;osa otsuseid;arvatud rajatud;olulised toomhärrad;nimekirja kloostrielanikud;toomhärrast lugeda;noolisid lääne-euroopas
euroopalikud matriits;maailm filosoofiamagister;põhja-saksamaal oluline;15 16;kodu teadmine;toomkapiitli liikmeid;otsustav piiskopkonna;toomkapiitli liikmeid;võib-olla jõukamad
nõus ütleme;vaimuelus oluline;piiskopkonnas üldse;kohalikud kodanikupojad;koostama rootuleid;toomkapiitli koosseisu;akadeemia vanus;kogudused toomkapiitli;lääne-euroopas kuulsamaid
engelbertus teedoolenit;oluline kreutzwaldi;liikmed piiskop;kohalikud aadlivõsud;nakatas näiteks;piiskopkonnas tahtis;keskpunktid piiskopid;toomkapiitli liikmed;kindlasti tegelikult
allakäik nägema;toomhärrad arvamusliidrid;tollast kirikuelukorraldust;võimuüksuse valitsemiseks;kasutusele termin;öelda aadlivõsusid;eelnevalt piiskopiks;inimesed vana-liivimaa;ülikoolis võib-olla
läbiviimine liturgia;hilisemaid toomkapiitli;piiskopkonna territoriaalse;võtta andis;tuleneb andmeid;toomhärrad aastatel;piiskopkonda sealset;juhtimine toomkiriku;ajaloost 295
rootulusi root;kogunesid ühiselamutesse;toomkapiitli liikmed;edenemise võimalused;nimetama mat;kuulsamaid vaimuliku;pandi toomkapiitli;rajati toomkirikud;tähendas kiriku
pariis polonia;tähendas vaimulike;olulisem mõisnikuna;keeles täpselt;liige toom;varem kapiitli;liikmed piiskop;lugu toomkapiitli;võib-olla tuleneb
tegelikult saladiplomaatia;mensaganoonika hiljem;piiskukondade kirikutes;piiskopid kogudused;kandus odavam;toomkapiitli liikmed;vaimuliku ametikohti;vana-liivimaa vaimulik;16 sajandil
bubba suguvõsad;tartu piiskopkond;vana-liivimaa vaimulik;näiteks saare-lääne;usaldada mee;toom härradest;nõus toomkapiitli;ülikooli asupaigast;10 sajandil
kapiitli mõisad;toomkapiitlikeskus toomkiriku;piiskopid kogudused;ütleme otsustusõigust;kab tiitel;valitsemiseks piiskopikõrvalosa;piiskopkonnas näiteks;vallaslapsed tohi;põhja-euroopasse tartus
värvikat üliõpilase;oluline rostock;veevachi neljas;iseseisvus printsipiaalsuse;andmeid öelda;mõisnikuna ujutleme;piiskopkonna tipp;keskus toomhärrad;kolmest-neljast ülikoolist
nõutud paiksustsensus;tartu piiskopkonna;rolli vana-liivimaa;prantsusmaale prantsuse;enamus toom;kuuria ametnikud;piiskopkonna vaimulikest;sündis ülikoolide;vaadata eesti
hästi sõita;hiliskeskajal ülikoolid;toomhärra toomhärra;ühiskonnas edenemiseks;näiteks taskus;otsustav piiskopkonna;väljakujunenud ametisse;käinutest vana-liivimaalt;1304 aastal
täpselt põhimõtete;kauges piiskopkonnas;kirikukogudel aega;root alus;kindlasti roll;eelnevalt piiskopiks;toomkapiitli peamiseks;toomkapiitli koostisest;lääne-euroopas üldistus
nähtus lühidalt;arengufaase nimelt;kiriku vaimulike;suguvõsad näiteks;arv ütleme;ülikooli vaimulike;keskus piiskop;toomhärrad kõrgesti;vaimuelus oluline
nõuti ütleme;haapsalus resideerusid;tollase kirikuloo;tartu vaim;iseseisvust ütleme;toomhärrad kõrgesti;piiskop osa;siinse toomkapiitli;kiriku vaimulike
viola veevachi;putini meeskond;tartu piiskopkonnas;postrid linnad;süsteem tinglikult;piiskopkonnas üldse;paavsti ametikohta;toomkapiitli liige;põhimõtteliselt erinevad
õigus-arsti- dioloogia;toomkiriku teenimine;piiskopikõrvalosa otsuseid;ametikohta näiteks;vaesem tasus;nimekirja kloostrielanikud;piiskopi kapiitli;piiskopkonna tipp;võib-olla paljud
polonias pariisis;toomhärrad dokumentides;valitsemiseks piiskopikõrvalosa;seisuste järeltulijad;iseseisev räägime;rooma paavstid;kondades piiskopkonda;euroopaliku hariduse;ülikoole põhja-saksamaal
ühiselamud monasteeriumid;põhja-euroopasse tartus;piiskopiks esimene;suurema kõrgema;olemasolevatest toom;tahtsid pühakuks;piiskopkonnas tahtis;toomhärrad aastatel;14 sajandi
vähem resideerunud;väljakujunenud ametisse;katoliku kiriku;suur osa;tallinna suhteliselt;kapiitlitest jällegi;koht piiskopi;kolmest-neljast ülikoolist;piiskopkonna igapäevane
omapärane kumulatsioon;hoogne reformatsiooniliikumine;kirikuelukorraldust toomhärrad;toomkiriku keskus;toetada tegelikult;piiskopkonna näitel;mudeli kirikuajaloolase;rootsiaegsed gümnaasiumide;hiljem jälle
üliõpilasi õpetlane;ütleb liivi;koht piiskopi;institutsioonid loodi;ütleme garantiid;saviniooni paavstid;vaimulikest moodustasid;nõuete toomkapiitli;võib-olla nimetan
haapsalus tallinnas;käidi võeti;tollal oluline;päeva tähendab;tartus näiteks;eraomandit soetada;piiskopkonna näitel;piiskopkonnas üldse;suurem võib-olla
arvamusliidrid väljakujunenud;tellis õpilane;toomkapiitli peamiseks;ütleme garantiid;täitma formulari;pandud paavsti;ametikohta paavsti;1558 toimetaja;ehitati väikese
tegelikult tähendamissõna;õigus-arsti- dioloogia;samamoodi kirikukogudel;sajandi alguses;edenemiseks võimalus;toomkapiitli liige;elisem piiskop;hilisemaid toomkapiitli;1119 aastani
formuleeringus õhtumaa;vaimuliku ametikohti;kogudused toomkapiitli;piiskopkonnad rajati;termin mensaganoonika;juhtimine toomkiriku;kloostrielanikud kanti;keskaegsed institutsioonid;ajalugu 1119
pärit tartu;teatud kutsekvalifikatsioon;katoliku kirikus;keskaegsed mungad;hetkel elas;kohad vaimulik;piiskopkonna leidnud;olulised toomhärrad;võib-olla natukene
paiksustsensus käia;kodanike ühiskonnas;tähendas kiriku;ametite tähtsuse;toomhärrad dokumentides;tahtis ametikohta;kapiitli liikmeks;paavstid tegelikult;käisid kolmest-neljast
täielik korralagedus;võtta hilisemasse;kolmest-neljast ülikoolist;eestlasi kaotas;saavutada tihti;öelda vaimulikud;kauges piiskopkonnas;esimesed ülikoolid;võrku 15
üheaegselt selge;oluline akadeemia;loodi piiskopkonnad;pidutsemisele tegelemisele;parameetrite öelda;piiskopkonnas näiteks;kirikusüsteemis seati;toomkapiitli võib-olla;paljud tahtsid
põhimõtete itaalias;jaroslav targaaegselt;vanus tollal;no kohas;näiteks tartu;kirikuelukorraldust toomhärrad;vaimulikest moodustanud;juhtimises toomhärrad;läänes kooli
ümberringi saksamaa;vana-liivimaa lõikes;käisid kolmest-neljast;edenemiseks võimalus;tekstile pühendumist;tõusid vaimuliku;kapiitli mõisad;vana-liivimaalt pärit;ülejäänud 294
formulari lühendid;vaimuliku rõivast;baas kirikukogude;tähendab koha;tinglikult arvestama;tähendas vaimulike;kogudused toomkapiitli;aega vana-liivimaalt;toomkapiitli võib-olla
üheaegselt väikese;üliõpilasi õpetlane;kapiitli liikmeks;piiskopkonda juhtimises;kujunenud toom;paavsti kuuria;sealset toomkapiitli;ajaloost 295;paljudes kloostrites
toolenist ülejäänud;kooselu seotud;saare-lääne piiskopkonda;hulk üliõpilasi;tollase op;kutsekoda vaatas;tollase kirikuloo;toomhärrad arvamusliidrid;nimeliselt teada
ütleme loodi;toomkapiitli lihtsalt;piiskopkonnas lähemas;rahul tinglikult;andeid tollane;vaimulikud tahtsid;toimus piiskop;toomkapiitli täitma;eesti lugu
nähtus arenemislugu;ütleme rahul;toimus piiskop;piiskopkonnas näiteks;osa otsuste;ametikohta praost;enamus toomkapiitli;ametikohti ülikoolist;paljudel olnudki
keskus mõttes;teatud pikad;kirikusüsteemis seati;hariduse loomulikult;tahtsidki kodu;korrati vaimulik;võimule kirikusüsteemis;toomkapiitli lihtsalt;nii-öelda tugevam
neuroopa lõunaosas;näitab teatud;piiskop osa;hammust jäime;odavam lihtsam;tollased vaimulikud;juhtimine toomkiriku;toomkapiitli pääsemiseks;kirikukogudel 12
näiteks vana-liivimaa;teisigi varanduslikult;vana-liivimaalt pärit;isikuid kindlasti;andunud puhtalt;pandud toomhärrade;siinset piiskopid;teisisõnu euroopa;ametikohta näiteks
paljud üheaegselt;rõdu nõudis;püsida õpetlase;ütleme rahul;istus suurema;kumulatsioon vaimulikud;siinsed piiskopid;toomhärra 1304;kolm viis
härrana hiliskeskajal;nofiirinovskist rääkimata;ülikooli vaimulike;matti võtmas;ametit kodu;vaimuliku ametikohti;kuuria ametikohta;tollast kirikuelukorraldust;neljateistkümnenda sajandil
ülikoole põhja-saksamaal;vastab kutsekvalifikatsiooninõuetele;piiskopkonnas tahtis;eriti näiteks;võimalus eraomandit;missade läbiviimine;kirikukogudel aega;võimule kirikusüsteemis;käepärast võib-olla
levinud omapärane;tabas järjekordne;lõpus piiskop;inimesed tahtsid;formuleeringus õhtumaa;ütleme vaimulik;piiskopkond suhteliselt;pandud toomhärrade;õigus-arsti- dioloogia
toomkapiitli tartu;horus hukka;piiskopkonna igapäevane;printsipiaalsuse sõltumatust;ütleme vaimulik;toomhärrad arvamusliidrid;siinsetel piiskop;piiskopikõrvalosa otsuseid;ülikoolides 15
poloniasse vähem;tartu vaim;toomkapiitli koosseisu;ordu iseseisvust;seati kord;piiskopkonna vaimulikest;baas kirikukogude;kool ajalugu;resideeritakse öelda
osa konsiilium;omanäolised ülikoolid;katoliku kirik;huvi kandus;tasus tunnustada;järeltulijad aadliperekondade;oluline akadeemia;kirikukeskustega euroopas;uurinud saare-lääne
keskus toomhärrad;vaimulike eluloos;arutada hääletada;üliõpilased algusest;lõppu bow;paavstid tegelikult;piiskopkonna igapäevane;piiskopkonnad rajati;tuleneb käe-jala
postrid linnad;näiteks vana-liivimaa;tartu piiskopkond;jumalale pühendatud;tinglikult öelda;kloostrielanikud kanti;piiskop tartus;toomkirikud pandi;aastal polonia
akadeemiline üliõpilase;supliit palvekirja;istus suurema;teenindamine nõudma;süsteemis suhteliselt;institutsioonides pulbitsevat;institutsioon tollase;ülikooli vaimulike;inimesed vana-liivimaa
kirikuloo ütleme;korrastikaansculassike korporatsioonides;akadeemia vanus;kandus odavam;omandati arsti;piiskopikõrvalosa otsuseid;ametikohta näiteks;valitsemiseks piiskopikõrvalosa;ülikoolide näitab
käidi protsentuaalselt;15 -st;kanooniku vanused;200 määrat;ujutleme härrana;vaimulik kolmes;isepäised piiskopid;üliõpilased algusest;põhja-saksamaal oluline
protsentuaalselt polonias;kõrgema tooli;keskpunktid piiskopid;esimesed ülikoolid;andis tähendab;institutsioon tollase;varem kapiitli;toomhärrat nimede;1364 aastal
tõepoolest tartu;kohtusin reserveerida;piiskopi kapiitli;seotud konkreetse;no teatav;piiskopid öelnud;tartu piiskopkonnas;piiskopkonnas tahtis;kirik institutsioonides
üldine haridustraditsioon;sajandil saviniooni;euroopa võrgustikust;tihti kolm;otsuseid konsensuse;riia peapiiskop;kirik institutsioonides;kirikuajaloolase õnnelikul;lääne piiskopkonda
pariisis prahas;osa konsiilium;kirik toimis;keeldumist ilmalikust;iseseisvus printsipiaalsuse;kapiitli liikmeks;ajaloolane tõnis;piiskopkonnas näiteks;kooli üldse
tartu toomhärrad;tegelikult tähendamissõna;eelnevalt piiskopiks;vastupidiselt näiteks;altkäemaksu andma;täitma missade;keskaegsed institutsioonid;tartu toomhärra;toomkapiitlikeskus toomkiriku
üleüldse hääbub;tähenduses öelda;toolenist ülejäänud;õppejõupõhine süsteem;näiteks tartus;kiriku vaimulike;loodi piiskopkonnad;nõus toomkapiitli;kirikuajaloolase õnnelikul
ütleme otsustusõigust;hiljem konkreetsetesse;piiskopkonnad rajati;1224 1558;nimi võib-olla;paljud vaimulikud;piiskopkonnas üldse;algusest 1150;nimi võib-olla
õppejõu maksis;inimesed vana-liivimaa;saksamaa kirikukeskustes;näiteks vana-liivimaa;verd valama;piiskopkonnas lähemas;piiskopid kogudused;vana-liivimaa keskus;sajanditel järjest
toomhärrad tartu;järje korrastikaansculassike;aega vana-liivimaalt;ametipositsiooni dokumendid;kodu paljudel;tulenev staatusega;piiskop teatud;järjekord paavsti;vana-liivimaa kogukond
