keyphrase;score
;1.0
manner;0.8454
meeter;0.829
tagamine;0.8233
andma;0.8185
maksimum;0.8152
probleem;0.8135
kell;0.812
vastav;0.8115
investeering;0.8106
pitser;0.8104
eelnevalt;0.8098
seoses;0.8096
võimalik;0.8089
näiteks;0.8079
asi;0.8073
auto;0.8065
sadama;0.8059
korraldatav;0.8053
komme;0.8049
-st;0.8032
inimene;0.803
arv;0.8027
metall;0.8027
buss;0.8024
mets;0.8012
graafik;0.801
mahutavus;0.7996
kindlasti;0.7987
uskuma;0.7985
aus;0.7984
seisma;0.7982
tantsiv;0.7973
hostel;0.797
uus;0.7966
võim;0.7962
kaks;0.796
regulal;0.7957
toimuma;0.7956
hind;0.7952
ülevaade;0.7952
tooma;0.7951
kindlalt;0.7949
kulgema;0.7949
kokkulepe;0.7947
parim;0.7946
tantsima;0.7946
tellimus;0.7944
suve;0.7943
rühm;0.7942
kuumus;0.7937
koordineeritus;0.7937
peakontsert;0.7937
seitse;0.7933
hirm;0.7931
soe;0.7929
miljard;0.7926
standardne;0.7923
nii-öelda;0.7922
mure;0.7921
kommentaar;0.7918
tapma;0.7915
suund;0.7912
no;0.7911
aeg;0.7909
vaja;0.7908
asekantsler;0.7904
võib-olla;0.7903
ilm;0.7899
sündmus;0.7897
sõna;0.7892
edukas;0.789
pill;0.7889
hulk;0.7889
vahetama;0.7887
panema;0.7879
hotell;0.7879
regula;0.7878
koridor;0.7874
teenus;0.7872
küsimus;0.7867
investeerima;0.7865
protsess;0.7864
Eve;0.786
käit;0.7859
kompaktne;0.7859
esitama;0.7858
veos;0.7858
standardelu;0.7852
tund;0.785
talv;0.7848
tegevdirektor;0.7843
hetk;0.7842
arvama;0.7841
äik;0.7839
suurim;0.7838
sujuvam;0.7837
Elering;0.7837
maha;0.7833
ametlikult;0.7828
krahv;0.7825
hästi;0.7823
reis;0.782
inflatsioon;0.7817
laul;0.7814
ajal;0.7814
kaua;0.7804
saar;0.7801
erinev;0.78
osa;0.7799
kvalitatiivne;0.7797
meri;0.7797
jurapee;0.7795
eraldi;0.7794
rahandusministeerium;0.7794
vabatahtlik;0.7792
hea;0.7791
teenustepakkuja;0.7789
huvitav;0.7788
betoon;0.7787
tulek;0.7787
ehitama;0.7786
euro;0.7784
neli;0.7783
tugevam;0.7783
juht;0.7782
euroopaline;0.7777
aasta;0.7776
tatsama;0.7772
tihedamalt;0.7772
tunduma;0.777
sadu;0.7768
osaühing;0.7767
kergem;0.7767
kadumine;0.7766
juurapidu;0.7764
kilomeeter;0.7763
higi;0.776
hinnang;0.7759
Ago;0.7753
tartu-sugune;0.7752
leping;0.7751
kultuur;0.7751
tellija;0.7751
kartus;0.775
ulatus;0.7749
ühisraha;0.7748
minut;0.7741
Treial;0.7735
plaan;0.7721
natuke;0.7711
pank;0.7711
üheksa;0.7706
rannik;0.7704
ilusti;0.77
festival;0.7694
sööma;0.7694
linn;0.7691
paber;0.7676
kunstiline;0.7673
lubama;0.7671
kutsuma;0.7671
Muld;0.7654
küla;0.765
30;0.7647
21;0.7644
olümpia;0.7644
Eesti;0.7639
linnaplats;0.7636
Komisjon;0.7619
400;0.7618
Bauer;0.7615
algus;0.7609
liitumine;0.7606
48;0.7593
Urmas;0.759
1964;0.7585
Janek;0.7568
Jaa;0.7553
5000;0.755
joropii;0.755
Salme;0.7547
koolimaja;0.7531
turg;0.753
Ross;0.7516
RMK;0.7514
Muhumaa;0.7513
valdkond;0.7505
Hiiumaa;0.747
Tõnu;0.7466
Regula;0.7462
Tartu;0.7443
september;0.7428
Johanson;0.7364
juulikuu;0.7361
folkloorifestival;0.7358
Saaremaa;0.7338
Juho;0.728
Kuivastu-Virtsu;0.7232
Gaškov;0.7143
