keyphrase;score
kultuuri seminar;0.6957
jäänud väliseestlastega;0.6326
kultuurisidemete arendamise;0.6187
kultuuriinimestega eksa;0.5706
kõnnin eestimaal;0.5191
kultuurisektoritega eelviimase;0.5188
kasutasid seminaris;0.5116
võrrelda reisige;0.4965
Tallinas esivanemate;0.4836
kunstis Tallinnas;0.4792
väike Eesti;0.4788
otse Tallinnas;0.4766
valitseb Tallinas;0.4625
muljetega asus;0.4574
loengut eesti;0.4512
hotellis seminari;0.4463
kohata tutvuda;0.4423
keele esitatud;0.433
tõid rahvakunsti;0.4308
huvitab aspekt;0.4203
esimene seminar;0.416
seminaris kid;0.4085
sugulaste-tuttavatega suvise;0.4048
erinevusi Ma;0.3963
reis fantaasias;0.3925
esimene mulje;0.3912
noortele Lõppevat;0.3908
vaadata teisiti;0.3896
teemade juurtele;0.3863
uut isiklikult;0.3819
konnaseminaril andis;0.3784
saarele sõit;0.3779
tutvuse kontakte;0.3688
aspekt esivanemate;0.368
reis fantastilise;0.3659
seminar Ma;0.3638
Tartus vaadata;0.361
esile tõstaksite;0.3589
võtab osa;0.3563
osavõtjad ümbritseb;0.354
inimene teadlik;0.3503
korda Küsisin;0.3473
pakkus teadmisi;0.3456
vaadeldakse klassikuid;0.3448
ateljees kohtasin;0.3439
päevad Jalaga;0.3424
Rexa ühingu;0.3414
Yorgis käin;0.3368
arvan harjunud;0.3357
usin Ka;0.3338
aeg kasvanud;0.3303
Niivõrd erinev;0.329
viia tõid;0.3263
tartus sündisin;0.3254
sattuda ürgsusesse;0.3246
Kihnu saarele;0.3229
arendamise ühingu;0.3209
kunstnik Jüri;0.3206
mõtlesin inimene;0.3203
sünnilinn Jah;0.3187
kasvanud fantaasia;0.3186
aastasse programme;0.3175
Kirjades oluline;0.3163
Ja Keda;0.3153
aastast aastasse;0.3153
käisin kunstnik;0.3144
Yorkist võttis;0.3135
rahvatants rahvamängud;0.3101
purjeregati ajal;0.3095
inimeste lihtsalt;0.3094
esmakordselt mõtlesin;0.3078
Lõppevat nädalat;0.3076
venna Täna;0.3066
tegutsemine juurte;0.3047
kahel Ma;0.3037
Yorgi teatris;0.3029
vaata diaatikale;0.3028
uurinud Tõnuristi;0.3011
asus koduteele;0.299
Yorgis lugeda;0.299
võib-olla komponeeris;0.2982
niiet paljud;0.2975
Ei harjunud;0.2955
imeliseks Jah;0.2934
Rohkem olulisemad;0.2929
eriti tujulised;0.2927
intensiivse sissevaade;0.2926
Jüri Arrak;0.2903
elada hotelli;0.2896
objektiivselt oleneb;0.2891
rahvamängud arvan;0.2875
kõndida inimeste;0.2869
lugeda meeles;0.2868
andis Kihnu;0.2865
Mitte rahvalaul;0.2861
vaatan jälle;0.2856
esimesel Mida;0.284
elust Ja;0.283
Mis tunne;0.2819
aspekti Mitte;0.281
tuttavaks Haimis;0.2793
fantastilise maailmas;0.2779
teatud radadega;0.2778
võtan kirjanduse;0.274
mõte otsekohe;0.2739
sündisin Tartus;0.2694
linna dünaamikat;0.2693
fantaasias Aga;0.2675
teatris New;0.2673
olulisemad päevad;0.2644
suureks plussiks;0.2644
leegaiusega tuttavaks;0.2639
Ja tekib;0.2622
päev erinev;0.262
tutvuda Igor;0.2619
õige mõte;0.2608
ürgsusesse venna;0.2586
kaheksa loengut;0.2586
saanuid Lecordes;0.2584
arvan tänavu;0.2578
Ja käisin;0.2545
filter tunne;0.2524
üldse aktiivselt;0.2509
õhtuni toast;0.2489
hästi teatris;0.2488
maletajad juured;0.2487
tundmatud asjad;0.2482
sünnime radadel;0.2459
lihtsalt vaatasin;0.2442
programme pakkuda;0.2427
elust New;0.2424
New Yorgis;0.2423
Mina muutunud;0.2406
igapäevasest elust;0.2397
inimene Jüri;0.2392
kaks aastat;0.2389
jõe New;0.2362
kordadel silma;0.2361
elamus Jah;0.2349
eesmärk oligi;0.2335
Arrak jäänud;0.2333
mäletan kaks;0.2319
haruldane inimene;0.23
radadel Mis;0.2262
loomulik üritust;0.2252
elada ;0.2251
tunne tuledele;0.2235
nüüdki leidsid;0.2224
hästi New;0.221
kirjanduse päev;0.2198
Yorgis reis;0.2189
lähemale lähemale;0.2182
Tartus Tartu;0.2168
asi üldse;0.212
Diana üldse;0.211
ilus läikiv;0.2084
Mul vaja;0.2079
seekordse peksa;0.2073
kolmandat korda;0.2042
sügava eksale;0.2032
täitsa ehmunud;0.2009
Jah võib-olla;0.1957
Liivi jõe;0.1953
aktiivne protsessis;0.1884
protsessis Ehk;0.1846
jõul ajal;0.1841
pinnas täna;0.1814
intensiivsem loengute;0.1786
sügavamale sügava;0.1766
juured Jon;0.176
Puhkusepaigaks puhata;0.1751
sport hotellis;0.1751
Saviby teksti;0.1743
ettevõtjatega väsimatu;0.1739
radadega aktiivne;0.171
Ma lihtsalt;0.169
sele otsingu-;0.1649
otse alguses;0.1647
teksti maletajad;0.1645
olümpiavõistlejad Jah;0.1642
kava kaheksa;0.164
Me tantsisime;0.1558
See väike;0.1537
loengute kava;0.1532
käin hästi;0.1519
eelviimase päeva;0.1502
puhata Jah;0.1473
dünaamika kunstis;0.1463
tean eriti;0.1459
eile tean;0.1305
dünaamiliseks sele;0.1202
Neid sport;0.1087
läikiv terve;0.1058
teave filter;0.1035
inimene laulab;0.0998
väsimatu inimene;0.0881
fantaasiat masinaid;0.0685
Haimis valitseb;0.0526
aktiivne mulla;0.0481
sõit otse;0.0219
