keyphrase;score
kõnekoosolekul;0.573
kõnekoosolek;0.5559
kõnekoosolekuid;0.5416
puheni;0.5353
koosolekule;0.5333
kohtumishomme;0.5291
rääkida;0.5218
koosolek;0.5197
koosoleku;0.5187
ettekandes;0.5138
kõnele;0.5122
koosolekute;0.5104
kõnetlusse;0.5097
ettekanne;0.5096
täna;0.5023
tänane;0.5018
kõnet;0.4969
koosolekud;0.4943
sõnavõtt;0.4938
kõne;0.4937
kutsel;0.4923
varsti;0.492
ettekandele;0.4901
ajalukku;0.4883
õnnitleb;0.4881
tänasele;0.4852
tänan;0.4823
räägime;0.4805
rääkima;0.4758
tänal;0.4733
rääkimast;0.473
tänab;0.4719
korraks;0.4707
tervitan;0.4707
tänaseks;0.4705
tervitame;0.4705
esindajatega;0.4697
rääkiv;0.4648
saatmise;0.4636
tervitama;0.4631
aega;0.4628
eile;0.4614
tervituse;0.4605
kutsuks;0.46
räägin;0.4592
tänase;0.457
hiljem;0.4559
täname;0.4559
tervitada;0.4545
minutit;0.4524
räägiti;0.4473
tervitab;0.4465
kesine;0.4455
tervitusi;0.4449
seltsitegevusel;0.4446
pre;0.4425
käinud;0.4412
komme;0.4392
kaasa;0.4389
konverentsist;0.4376
kõneles;0.4334
külalisetendus;0.4317
saatsime;0.4314
nimetatule;0.4294
paluksin;0.4292
toetame;0.4288
õnneks;0.4286
külalus;0.4285
ettekande;0.4285
tuletisi;0.4282
tutvunedega;0.4267
küllap;0.4266
praegus;0.4265
palutakse;0.4264
rääkis;0.4257
jõuame;0.4256
viibib;0.4255
aplausi;0.4251
ühteteist;0.4251
räägitakse;0.4238
rääkinud;0.4229
külalema;0.4226
palume;0.422
ülestalgutele;0.4215
kõnelesin;0.4208
katsionaaliku;0.4205
pikalt;0.42
arutanud;0.4199
lähedasi;0.4197
telefonikõnet;0.419
külalisetenduse;0.419
tervituseta;0.419
siinse;0.4161
koosviibijad;0.413
publikut;0.4123
teisipäev;0.4119
tuletaksin;0.4115
arutleda;0.4113
aeg;0.411
asitanud;0.4108
lõi;0.4101
valmiv;0.4096
pani;0.4092
tähistada;0.4091
kiiresti;0.4079
hetkel;0.4077
nimetaksin;0.4074
teideteni;0.4073
istumist;0.4061
soovitasid;0.4061
ütleme;0.4053
reageerima;0.4045
natukese;0.4035
piisaks;0.4032
mäletavasti;0.4026
ettevõtmistes;0.4024
poliitikuna;0.4008
inimestele;0.4005
viimastel;0.3991
ettepanekule;0.3978
juubeliõhtul;0.3977
kuulata;0.3971
hiljuti;0.3967
ajal;0.396
tulevikus;0.3954
kontakte;0.3938
pidu;0.3936
eestikult;0.3932
toimus;0.3917
kordan;0.39
tegemist;0.3894
edu;0.389
arvatud;0.3871
tuua;0.3867
esinejaterivi;0.3864
tegevuskava;0.3848
jõudsin;0.3847
vabandanud;0.3846
eestikeelne;0.384
eestimaal;0.3834
näeme;0.3828
kirjutame;0.3811
kaua;0.3811
internatsionaalsesse;0.3811
kokkulöömise;0.3806
loobugem;0.3803
tahaksin;0.3795
toredate;0.3793
ammuaegne;0.3777
valitakse;0.3762
nõuame;0.3755
ajalehest;0.3737
sisseõnnistamine;0.3733
julgelt;0.3729
esimeheks;0.3725
koostöö;0.3725
viimasel;0.3724
planeeritust;0.3718
ülemaalised;0.3715
iloysi;0.3713
lõpuni;0.3711
võimaluste;0.3688
konstruktiivset;0.3656
nädalal;0.3598
kahjuks;0.3593
mainisime;0.3592
võõrvõõrus;0.3576
hääletus;0.3562
mikrofoni;0.3542
kopenhaagen;0.3488
novembrikuu;0.3488
reporteril;0.3471
tõsta;0.3455
rahumäelt;0.3454
vabatahtlik;0.3449
demokraatlik;0.3417
päevadel;0.3352
konkursi;0.3336
stockholmis;0.3315
paremini;0.3259
julgus;0.3255
unustanud;0.3247
linnainimesi;0.3234
venelastelt;0.3138
muusikakeskne;0.312
miku;0.3112
demonstratsioonidega;0.3108
euroopast;0.3102
kalenderplaan;0.3085
number;0.3069
magama;0.3059
nõukogude;0.2992
hoiatusega;0.2975
tööpaikades;0.2937
30;0.2894
vanalinnastuudio;0.2748
kihlefeldist;0.27
raadio;0.2625
lennujaamas;0.2617
stalini;0.2382
