keyphrase;score
tantsukorraldajad;0.6242
tantsukoha;0.6179
tantsukava;0.6089
tantsida;0.6063
muusikamaastikul;0.5971
tantsuks;0.5933
tantsu;0.5695
etenduse;0.5622
teatritaustaga;0.5447
muusikapala;0.5428
muusikalised;0.5361
sadamateatris;0.5282
lavastusprotsess;0.5252
etendusele;0.5212
lavastuslikud;0.5184
etendusel;0.5179
sadamateatri;0.5157
teatris;0.5145
publikule;0.5127
etendusest;0.5061
etendustel;0.5025
kuulajad;0.4971
lavastuslikult;0.4947
etteaste;0.4937
publiku;0.4883
kultuurielu;0.4823
müstiline;0.482
muusika;0.4718
esinejad;0.4716
tants;0.4685
kehakeel;0.4555
harjunud;0.4548
klassikaraadio;0.4545
etendused;0.4525
moesaatesse;0.4512
etendus;0.4491
juubeliaastal;0.4478
kultuur;0.4466
stuudiosse;0.4463
klassikalised;0.4455
tähistati;0.4415
teemasse;0.4414
kuulamegi;0.4386
stilistika;0.4374
vaimustav;0.4373
loominguliselt;0.4371
vaatajana;0.4368
toimub;0.4368
kuulame;0.4367
mängime;0.4348
moekunstnikud;0.4341
toimusid;0.4328
rütmiga;0.4325
toimuvad;0.4292
vaatajale;0.4278
tartu;0.427
enamustel;0.4257
toimus;0.4255
erinevaid;0.4247
vaimustus;0.4216
ilmuda;0.4208
inimesteni;0.4196
igapäevaseks;0.4195
songleerima;0.4191
tartus;0.4187
tänavusel;0.418
moeetendusega;0.4177
näidata;0.4157
klubis;0.4144
seenesuur;0.4143
näitlejannad;0.4142
loomingulist;0.4138
moesündmuseks;0.4138
minifestivali;0.4133
suundumus;0.4129
tiitšeidega;0.4123
toimubki;0.4106
alglõhub;0.4105
tegumood;0.4098
stuudios;0.4071
vihjamisi;0.4062
kujunebki;0.4043
erinevate;0.4041
lätist;0.4036
liikunud;0.4
tutvuste;0.3999
esitlevad;0.3996
ajal;0.3992
põnev;0.3992
mängima;0.3982
äratanud;0.397
meeli;0.3966
sügissemestril;0.3962
läbilööki;0.3957
vaadet;0.3956
ideetaminets;0.3952
esineski;0.3949
muutub;0.3948
disainida;0.3943
toimuvaks;0.394
tekkida;0.3934
tunda;0.3917
ümbritsevad;0.3916
sekrennistkümnentsevad;0.3914
vanahõnguline;0.3912
võruvarblane;0.3911
moeshow;0.391
liigume;0.3908
tundlikumad;0.3904
rääkida;0.3903
ajaloolises;0.3893
aastast;0.3893
külalisena;0.3889
täna;0.3888
tavapublikule;0.388
näidanud;0.3879
moesaates;0.3875
esinemiseks;0.3875
osaleja;0.3864
performans;0.3861
väljendusvahendid;0.3859
meelele;0.3843
mood;0.3834
hetkedel;0.3823
pööratama;0.3822
käivadki;0.3822
suunates;0.3821
katriniga;0.3805
tegevust;0.3805
aastaks;0.3795
mööblitüki;0.3789
vaatepunkti;0.3785
kehale;0.3784
aastatel;0.3782
meenub;0.3782
varasematel;0.3763
sarnaseks;0.3759
pungitseeaa;0.3739
shifoonist;0.3724
kujunduskeel;0.3717
fm;0.3713
kogemusega;0.3711
keskendutakse;0.368
genialistide;0.3679
iga-aastased;0.3667
trendi;0.3664
mentaliteeti;0.3659
uustulnukana;0.3654
entusiasmi;0.363
raist;0.3629
milleeniumi;0.3625
haarata;0.3624
püüame;0.3623
saali;0.3594
kolmandail;0.3569
osaleda;0.3566
sündmused;0.3559
tänases;0.3546
kiidame;0.3529
tagantjärgi;0.3528
ilusaks;0.3511
hanžiks;0.3494
loomekeskkond;0.3481
mainisite;0.3475
kõiksugupildis;0.3474
kunstiakadeemiast;0.3459
tiiva;0.3441
kuulnud;0.3435
akrobaat;0.3433
kleitidele;0.3431
seltskond;0.3424
tulevikust;0.34
strutiikides;0.3383
eelistame;0.3376
keskendusime;0.3353
üllatusmomente;0.3333
korraldajad;0.333
õppeprotsess;0.3302
harjumused;0.3288
tunne;0.3284
julgustame;0.3197
välisruumides;0.3189
tiibadesse;0.3175
anatoomikumis;0.3174
meeskonnavahetuse;0.3113
disainerite;0.31
loomemajanduskeskuses;0.3042
õhtune;0.3026
promotsiooni;0.3025
meesterahvastele;0.301
poepoodide;0.2956
eestides;0.281
tsükkel;0.2796
naistele;0.2747
poola;0.2719
korrusel;0.2707
lilli;0.2655
baarist;0.2654
perfomance;0.2277
pop;0.2228
