EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
ractarane persona nägema;klubikultuur teadma nii-öelda;täna klubikultuur rääkima;keeklubi üldse tegelikult;alternatiivne anne ground;raadio kaks küla;sotsioloog klubikultuur eesti;sotsioloog klubikultuur eesti;mõte inimene ühiskond
-te lõpp second;nii-öelda mõtlema kultuuriline;klubikultuur võib-olla ütlema;mõte klubikultuur mängima;anne ground alternatiivne;tavakülastaja sotsioloog klubikultuur;popkultuur rääkima eesti;tavakülastaja sotsioloog klubikultuur;kirjutama huvitama lihtsalt
tõnsus tõnsa sõna;nii-öelda dress inimene;osalema klubikultuuriüritus mõtlema;teisalt tähendama mutantdisko;selgelt alternatiivne mana;sildvee täna raadio;eesti rääkima ühiskond;rääkima klubikultuur loomulikult;jääma sellisem võib-olla
klubikultuur imago mõte;jeisma klubikultuur tekkima;klubikultuur mõte nii-öelda;kuskilt raadio mängima;-te lõpp second;täna raadio kaks;klubikultuur eesti uurima;klubikultuur rääkima siiamaani;võib-olla 90 -te
disco klubi prive's;rutuma test uimastitarvitamine;rääkima täna klubikultuur;kõrge kõrge haridustase;selgelt anne ground;täna klubikultuur rääkima;eesti mõte klubikultuur;rääkima klubikultuur rääkima;jääma võib-olla jälle
põhimõtteliselt mutant disco;klubikultuur mõte nii-öelda;tegelikult rääkima klubikultuur;põhimõtteliselt salgama euroopa;nii-öelda defineerima meister;rääkima täna klubikultuur;täna klubikultuur rääkima;klubikultuur eesti uurima;tallinn võib-olla aeg
põhimõtteliselt no priotiseering;asi nii-öelda proovima;võib-olla esimene klubikultuur;põhimõtteliselt no priotiseering;üldse defineerima laiem;airi-alina hallaste raadio;ütlema eesti klubikultuur;võtma klubikultuur nii-öelda;hiljem võib-olla 90
mõte inimene hüppelaut;võtma klubikultuur nii-öelda;klubikultuuriüritus mõtlema näiteks;segunema näide suurbritannia;ilmselt üldse defineerima;raadiokuulaja raadio kaks;rääkima täna klubikultuur;klubikultuuriteemaline popkultuuritund nimetama;tantsukultuur hiljem võib-olla
kara new york;töölisklass provints tähendama;laine võib-olla hipikultuur;ebaseaduslik sealsamas rätis;mainima ajuti eriline;raadio kaks kool;esoteerikas eesti klubikultuur;küla kutsuma sotsioloog;nimetama 95 97
klubikultuur nii-öelda underground;popkultuur tähendama tegelikult;täna popkultuur klubikultuur;pidu jälle intervjuu;defineerima laiem mõte;siiamaani eesti klubikultuur;kaks kool klubikultuuriteemaline;soome klubikultuur klubikultuurikontekst;periood võib-olla 90
kära tekna detroit;kanal võib-olla tähendama;salaja klubikultuur võib-olla;selgelt suurem kommertlikum;vastavalt keskkond näiteks;kutsuma sotsioloog aire;siiamaani eesti klubikultuur;stuudio küla sotsioloog;üksinda asi näiteks
klubi prive's aivar;kakklema oluline elustiilierinevus;õigesti klubikultuur tänane;väiksem klubi jääma;nii-öelda alternatiiv noor;võrdlema eesti klubikultuur;peateema eesti klubikultuur;tegelikult rääkima klubikultuur;suurbritannia lääne-euroopa maa
prive's aivar tõnson;rääkima nii-öelda kultuur;rääkima klubikultuur rääkima;defineerima meister klubikultuur;anne ground imago;ütlema eesti klubikultuur;hetk eesti klubikultuur;stuudio sotsioloog airi-alina;võib-olla nimetama 95
klubikultuur teatav mõte;hetk imagomuutus tähendama;nii-öelda mõtlema kultuuriline;üritus teisalt tähendama;nüüdne jaotama näiteks;eesti rääkima ühiskond;toimuma eesti klubikultuur;klubitama klubikultuur osalema;inimene võib-olla meeldiv
anne ground imago;diskomuusika dileme panema;klubikultuur teadma nii-öelda;jääma väiksem klubi;toimuma aus viimane;rääkima klubikultuur rääkima;rääkima klubikultuur rääkima;klubikultuur loomulikult rääkima;-te globaalne noorsookultuur
ground alternatiivne imago;nimelt ecstasy võtmine;võtma klubikultuur nii-öelda;vähemasti eesti tarvitama;negatiivne varjund hilisem;popkultuur rääkima eesti;eesti klubikultuur mõte;täna klubikultuur rääkima;võib-olla natukene suurem
difessioon viga popultuur;jäätis muusikaüritus nimelt;klubikultuur nii-öelda underground;lihtsalt nädalalõpumeelelahuskultuur ütlema;avatum inimene asi;saade raadio kaks;kool klubikultuuriteemaline popkultuuritund;sotsioloog otsima põnevam;eriti soome võib-olla
lõpp second jaroslav;tolerantselt kaugeltki tähendama;ütlema õigesti klubikultuur;tõnson intervjuu jõudma;alternatiiv asi üha;stuudio küla sotsioloog;eesti klubikultuur areng;ütlema värske sotsioloog;natukene stiilitunnetus võib-olla
-te levinud taarne;staartegija jeisma klubikultuur;uudne tegelikult klubikultuur;suurem üritus kommertlik;alternatiiv noor vana;kuulama saade raadio;tavakülastaja sotsioloog klubikultuur;inimene soome klubikultuur;võib-olla võib-olla britannia
nimi mõtlema ractarane;klubikultuur nii-öelda underground;aktsepteeritavam rääkima klubikultuur;üritus uus muusikastiil;firdima vastama inimene;päev sotsioloog tavakülastaja;aktsepteeritavam rääkima klubikultuur;värske sotsioloog otsima;võib-olla jälle vana
reiv land pirita;meenutama toimuma vahend;sarnane rääkima täna;käima loomulikult kommertskäsi;ground alternatiivne imago;õigesti klubikultuur tänane;eesti klubikultuur teadma;klubikultuur reivikultuur suur;osa võib-olla nimelt
õigesti klubikultuur tänane;muutuma vastavalt keskkond;natuke nii-öelda ajalooline;suurem kommertlikum üritus;eristus alternatiiv asi;käima eesti ühiskond;eesti klubikultuur rida;põhjus sotsioloog ülikool;inimene tunduma võib-olla
imago mõte klubitamine;inimene küsima klubi;hea raadiokuulaja raadio;tegelikult käima sissetallatud;näiteks uus nähtus;rääkima siiamaani eesti;näiteks eesti klubikultuur;kool klubikultuuriteemaline popkultuuritund;arvama võib-olla suurem
feld inimene muusika;klubikultuur võib-olla ütlema;toimuma klubikultuur lihtsalt;saade algus ilmselt;inimene tugevalt key;küla kutsuma sotsioloog;eesti klubikultuur ilmselt;sotsioloog mainima lihtsalt;94 aasta võib-olla
second jaroslav suurbritannia;taust suur teadma;klubikultuur ilmselt üldse;klubikultuur ilmselt üldse;nimi asi garantii;kaasa eesti ühiskond;võrdlema eesti klubikultuur;klubikultuur tuur arvama;näiteks suurbritannia lääne-euroopa
noftidzee nohik plaat;üritus kommertlik klubi;kaks kool klubikultuuriteemaline;tegija teadlikum muusikastiil;idee seaduslikult näiteks;küla sotsioloog air;eesti klubikultuur tegelikult;klubikultuur teadma nii-öelda;lihtsalt lihtsalt stiil
laiem mõte üleüldse;algus teadma tänapäev;muutumine rääkima klubikultuur;näide suurbritannia kiiresti;persoon imago olulisem;klubikultuur tänane päev;klubikultuur rääkima siiamaani;näiteks eesti klubikultuur;tegelikult natuke nii-öelda
elustiilierinevus nii-öelda dress;ok ütlema tegelikult;natukene muusika raadio;tubi kultuur detailselt;inimene avatum inimene;kool klubikultuuriteemaline popkultuuritund;klubikultuuriteemaline popkultuuritund nimetama;tegelikult klubikultuur võti;lääne-euroopa maa tehas
jääma perioritiseering antegravda;sotsioloog klubikultuur eesti;kool popkultuur rääkima;kaks reimo sildvee;inimene räiv uus;kindlasti eesti klubikultuur;eesti klubikultuur kolm;kool stuudio sotsioloog;tähtsam muusika tegelikult
no priotiseering keskperiood;üritus tähelepanu haarama;klubikultuur ütlema õigesti;kaks kool jätkuma;avatum muutuma vastavalt;sotsioloog klubikultuur eesti;muutumine rääkima klubikultuur;käima klubikultuuriüritus loomulikult;klubikultuur nii-öelda underground
key muusika maine;laine siduma klubikultuur;mõte klubikultuur mängima;samamoodi lääne-euroopa riik;tablett valdavalt seletama;näiteks eesti klubikultuur;käima eesti ühiskond;kaks kool klubikultuuriteemaline;inimene jõudma nii-öelda
lihtsalt nädalalõpumeelelahuskultuur ütlema;huvi võib-olla nimetama;popkultuur klubikultuur ütlema;aeg otseselt klubikultuur;aeg arendama alternatiivsem;klubikultuur rääkima siiamaani;kindlasti eesti klubikultuur;kutsuma sotsioloog aire;kohtuma inimene klubi
klubikultuur lihtsalt lihtsalt;natuke nii-öelda ajalooline;mõtlema kultuuriline mõte;tähendama mutantdisko jääma;selgelt alternatiivne anne;inimene uudishimu eesti;kaasa eesti ühiskond;klubikultuur ütlema õigesti;lääne-euroopa riik kiirene
no riho lõhn;lööma aura vabadusetunne;kuulama saade raadio;vihmavari nii-öelda mõtlema;ütlema jääma alternatiivne;hea raadiokuulaja raadio;eesti ühiskond areng;sotsioloog ülikool lõpetama;esimene laine võib-olla
mõte selgelt suurem;normaalne klubi tantsima;klubikultuur loomulikult rääkima;üritus pärnu samamoodi;võib-olla kommentaar asi;jääma klubikultuur beller;nii-öelda avalikkus klubi;klubikultuur tegelikult käima;stiilitunnetus võib-olla suurem
selgelt anne ground;suurem üritus kommertlik;tavakülastaja sotsioloog klubikultuur;üha noortekultuur hetk;nii-öelda tavaline normaalne;küsitlus suhtlema inimene;õigesti klubikultuur tänane;popkultuur klubikultuur ütlema;põhjal kohalolija võib-olla
eesti klubikultuur mõte;mõtlema kultuuriline mõte;kool klubikultuuriteemaline popkultuuritund;häben üritus algselt;muutma osa noor;eesti klubikultuur ilmselt;mõte eesti rääkima;päev sotsioloog tavakülastaja;90 -te globaalne
intervjuu is lihtsalt;üritus uus muusikastiil;klubikultuur rääkima väike;elektrooniline tantsumuusika käiv;anne raunt alternatiivne;klubikultuur osalema plaat;eesti klubikultuur esimene;osalema klubikultuuriüritus mõtlema;soome võib-olla noor
ground imago tavaline;inimene soome klubikultuur;võib-olla hipikultuur ajal;suurbritannia kiiresti stiil;võib-olla ütlema esimene;rääkima eesti esimene;jääma klubikultuur beller;võrdlema eesti klubikultuur;võib-olla tähendama tasuma
klubikultuur ütlema õigesti;laine võib-olla hipikultuur;popkultuur ajalugu klubikultuur;lindistama kuskilt raadio;meenutama toimuma vahend;raadio kaks reimo;rääkima klubikultuur loomulikult;vastavalt klubikultuur algus;natuke nii-öelda ajalooline
võib-olla britannia mõte;leiutamine nimetama naine;rääkima täna popkultuur;noortekultuur hetk jõudma;alustama inimene avatum;peateema eesti klubikultuur;rääkima klubikultuur dünaamika;sotsioloog tavakülastaja sotsioloog;muusika inimene võib-olla
imago noftidzee nohik;klubikultuur beller no;tähendama käima klubikultuuriüritus;hargnema kindel muusikastiil;ütlema jess ok;intervjuu ankeet klubi;popkultuur klubikultuur ütlema;taitsioloog sotsioloog mainima;muusika arvama võib-olla
persona nägema skandaal;oluline elustiilierinevus nii-öelda;nii-öelda avalikkus klubi;tähtsam muusika tegelikult;alternatiivne maa liin;muutumine rääkima klubikultuur;ajalugu eesti klubikultuur;staartegija jeisma klubikultuur;naine võib-olla tüdruk
hollywood jälle häben;asi mitmeti siduma;klubikultuuriteemaline popkultuuritund nimetama;põhimõtteliselt algusaeg lugema;uus asi geid;kool stuudio sotsioloog;asi klubikultuur tuur;klubikultuur siduma juhtuma;lihtsalt eesti tegelikult
käima imago noftidzee;maik vaikselt-vaikselt minek;klubikultuur tänane päev;pidu segunema näide;uus nähtus tantsima;mõte eesti rääkima;rääkima siiamaani eesti;klubikultuur rääkima väike;1988 eesti jõudma
klubikultuur seoses üldse;jääma sellisem võib-olla;ettevõtmine osalema klubikultuuriüritus;kasvama niivõrd-kuivõrd töölisklass;vahend inimene meenutus;staartegija jeisma klubikultuur;klubikultuur loomulikult rääkima;mõte klubikultuur mängima;aasta 93 94
eesti klubikultuur tegelikult;seotud narko rõhutama;huvitav asi nii-öelda;üleüldse asi klubikultuur;näiteks nii-öelda kommertslikult;klubikultuur mõte käima;ütlema õigesti klubikultuur;rääkima täna klubikultuur;kaasa võib-olla rõhutama
klubikultuur mõte käima;nii-öelda underground väike;näiteks eesti klubikultuur;mõte eesti rääkima;nimetama laine esimene;eesti uurima huvi;eesti klubikultuur ajalugu;klubikultuur mõte nii-öelda;kasvama niivõrd-kuivõrd töölisklass
-te lõpp massikultuur;tähendama massikultuur algus;klubikultuur mõte käima;aru tollal ilmselt;arvama otseselt alus;ütlema hetk eesti;võtma klubikultuur nii-öelda;jälgima klubikultuurimaastik toimuma;tarvitama üldse võib-olla
mõte tegemine sõpruskond;nii-öelda kultuur lihtsalt;klubikultuur muusika inimene;suurem pidu seltskond;muutuma vastavalt keskkond;eesti klubikultuur tegelikult;avatum võtma klubikultuur;eristama klubikultuur reivikultuur;kaasa tähendama nii-öelda
käima klubikultuuriüritus loomulikult;klubikultuur tähendama massikultuur;klubikultuur rääkima siiamaani;popkultuur tähendama tegelikult;võib-olla ütlema eristama;eesti klubikultuur esimene;klubikultuur mõte käima;klubikultuurimaastik toimuma aus;tarvitamine 90 -te
tekna detroit seisanud;uudishimu eesti fenomen;avatum võtma klubikultuur;algselt ameerika muusikastiil;otseselt aktsepteerima kopeerimine;seadma nii-öelda eesti;inimene uudishimu eesti;klubikultuur osalema plaat;algus teadma tänapäev
noortekultuur hetk jõudma;probleemne uimastitarvitamine otseselt;muutuma vastavalt klubikultuur;käima sissetallatud rada;muutus nii-öelda tavaline;hallaste raadio kaks;osalema klubikultuuriüritus mõtlema;klubikultuur võib-olla ütlema;klubikultuur mõte nii-öelda
küsimus konkreetsemalt loomulikult;laiem popkultuur tähendama;rääkima klubikultuur loomulikult;intervjuu ankeet klubi;tooma ütlema ütlema;veetmine käima eesti;klubikultuur rääkima väike;eesti klubikultuur ilmselt;-te lõpp massikultuur
roland kommertsrealiseerumine dünaamika;eesti klubikultuur teadma;raadio kaks kool;üldse narkootikum ütlema;dress inimene periood;klubikultuur rääkima väike;tegelikult rääkima klubikultuur;eesti klubikultuur tegelikult;nii-öelda ajalooline võti
dramen täis käber;nii-öelda kommertslikult klubi;toi toimuma klubikultuur;-te globaalne noorsookultuur;meeldiv asi mitmeti;muusika raadio kaks;täna popkultuur klubikultuur;klubikultuur tekkima üldse;vastama inimene aeg-ajalt
erinev liina põhimõtteliselt;kultuur lihtsalt laienemine;nii-öelda kommertslikult klubi;käima eesti ühiskond;asi üha inimene;klubikultuur tuur arvama;jeisma klubikultuur tekkima;mõiste klubikultuur tähendama;võib-olla nimelt ecstasy
mutant disco klubi;küsimus uurima inimene;klubikultuur lihtsalt lihtsalt;teadlikum muusikastiil algselt;avatud intervjuu ankeet;osalema klubikultuuriüritus mõtlema;käima klubikultuuriüritus loomulikult;klubikultuur tubi kultuur;toimuma samamoodi lääne-euroopa
alternatiivne anne ground;ütlema andagranu klubikultuur;eesti klubikultuur ilmselt;džässmuusikapäev raames üritus;tähendama nii-öelda alternatiiv;rääkima klubikultuur dünaamika;käima klubitama klubikultuur;päev päev sotsioloog;võib-olla tüdruk vabam
eesti mõte klubikultuur;eesti klubikultuur mõte;ütlema eristama klubikultuur;mängima tähtsam muusika;inimene meenutus hoidma;võtma ütlema eesti;staartegija jeisma klubikultuur;aktsepteeritavam rääkima klubikultuur;tõsi võib-olla algselt
jälle uuem muusikastiil;vastupidi lihtsalt seltskondlik;inimene klubikultuur seoses;ameerika jõudma eurooplane;muutus atraktiivne aktsepteeritavam;ettevõtmine osalema klubikultuuriüritus;jälgima klubikultuurimaastik toimuma;eesti klubikultuur mõte;tähendama nii-öelda alternatiiv
