EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
svert latviru;jääma kordamööda;endine metsavend;kuus seitsmemeheline;signaal richard;tõsielujutt eesti;kinnivõtja põgenema;metsavend elmar;nari kõrvuti
mõte patentvõt;külamees talu;teadma elama;opereerima raske;vanem noorem;nimi hansu;puu sõitma;eestiaegne sidetöötaja;sööma metsavend
kõrvalkamber kõrvalkamber;elama teadma;kuulma asi;žiletitera silm;present jätma;latviru mees;loodusharuldus lihtsalt;kuidagimoodi soldat;hääl ülekuulamine
vend darja;mäletama evelin;sinnakanti jääma;hingama ülekuulamine;tasku veto;vang ando;barakk tihedalt;kinnivõtja põgenema;sööma sööma
lubi vert;maa armuke;eestiaegne sidetöötaja;toll ilusti;tartu tool;küsimus jutt;uurimisreis kuresoosne;võtma isa;kaugel mees
võtma laulatussõrmus;uks klapp;ohutu puhkepaik;võigas asi;darja termin;kull inimene;kuritegu ükskord;tõsielujutt eesti;12 tähendama
kiitus ütlema;täitsa sagedasti;aeg jälgima;uurimisreis kuresoosne;ulm ring;ütlema saksa;küsima vang;mees eestlane;hiljem jälle
banne juht;leidma süüdistus;metsavend rõngas;pakk kaasa;vaip meeter;vend uurimisreis;111 ruutkilomeeter;üksainuke venelane;lahti üldse
puutükk automaat;jalg tallama;põgenema mõrsja;sein pilduma;kodu otsima;üksainuke venelane;jälle valvur;politseinik saksa;ülesanne ütlema
allakirjutamine küsimus;veokaotus oidu;lambasõnnik peitma;reis loomavagun;muss asi;kinkima isa;röövitud rootsi;saksa tanksaap;natuke aeg
maa-alune varjund;aasta ükskord;tugev elekter;hoiatussignalisatsioon andma;andma jälle;röövitud rootsi;metsavend grupimees;saatesari kirjutamata;andma jälle
riie sviit;kasutama laudapealne;lumi jälg;devainistama vend;number ülesanne;moskva tooma;juhuslikult külamees;ütlema 10;lahti vaatama
kavatsema sissi;number ülesanne;varjund hiljem;mäletama 48;automaatselt nõmme;tihtipeale vene;kindlasti võõras;naine kell;teadma täpselt
käima pesuruum;tallinn viima;mereväevorm teadma;49 aasta;pistma present;mõtlema küla;banne juht;40 mees;nägema külm
mauht selg;võtma isa;aine mets;kerge lubi;viron veriselt;oletama juut;kaua püüdma;roodu mees;kivistunud kivi
eestiaegne sidetöötaja;sõrmekott koputama;morseoskaja kuulmine;mäletama moskva;viru habemenu;armuke soetama;jõudma garaganda;hanso nkvd;ütlema 18
õige võrdlemisi;nägu no;töötama lasteaed;soe külmavari;tähendama signaal;tsaar öösel;külmavari jõudma;jutustaja endine;jõudma lõpuks
messavida peidupaik;vend maha;kõrgem kuusemets;villane sokk;traktor jälle;andma riie;ütlema kartma;ebamõrv mõrvar;määrima vesi
